"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",31740,31740,0.00128100475413314,6.92706330680259e-09,5.6977646409722
"terminal_anchor",31744,31744,0.00128100421916151,-7.19454912345037e-09,5.7028886777476
