"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",31739,31739,0.00283584733523129,6.7278035568137e-09,5.6092224761455
"terminal_anchor",31740,31740,0.00283584985738148,-1.68350318299485e-09,5.61205832544275
