"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.005,151,0.130764225316951,0.0650310063626725,0.304507351036504,0.0374239676635112,151,140,153,0.159708153828301,0.0457025242772454,0.346175662538735,0.0125506881964189,153,153,152,0.290472379145252,0.110733530639918,0.650683013575239,0.0499746558599301,5.5,0.153846153846154,0.179738848505334,0.600708357715309
0.01,302,0.062249838564166,0.046704874189464,0.130370931253492,0.0198317075491391,302,346,307,0.131494193997808,0.125589418283488,0.276559896812568,0.0727921185181729,307,307,304,0.193744032561974,0.172294292472952,0.40693082806606,0.092623826067312,22,0.0434782608695652,0.0214497400890226,0.314307001998748
0.015,453,0.0464239708402512,0.0812407923448912,0.0901478470807354,0.0529846309121583,445.5,453,460,0.0398724155785954,0.0346770363650515,0.0504902383822317,0.00423654392922697,510.5,426.5,456,0.0862963864188466,0.115917828709943,0.140638085462967,0.0572211748413852,38.25,0.0254777070063694,-0.029621442291096,0.0834169106215818
0.02,604,0.0468287285039936,0.0705791722377105,0.0911765806618758,0.0427499566015395,622.5,578.5,613,0.0907912240682968,0.105680427999417,0.176128463720724,0.0577790670546796,598.5,613,608,0.13761995257229,0.176259600237127,0.2673050443826,0.100529023656219,14.75,0.0634920634920635,-0.0386396476648368,0.166776020726381
0.025,755,0.0719723150188559,0.145414798631491,0.155081613512872,0.114588781777428,803,755,766,0.0670214836904289,0.111897017763468,0.117478466079164,0.0624668980658683,734.5,766,760,0.138993798709285,0.257311816394958,0.272560079592036,0.177055679843296,8.25,0.108108108108108,-0.118318017685674,0.0955043997487398
0.03,906,0.0345458727332761,0.11461080965987,0.0599584288255112,0.0850183420672287,906,906,920,0.0735716051244197,0.162642327327165,0.133640384575051,0.100733125189412,914.5,920,913,0.108117477857696,0.277253136987035,0.193598813400562,0.185751467256641,2.75,0.266666666666667,-0.169135659129339,0.00784734614392155
0.035,1057,0.0520276786976465,0.026045874640621,0.104390251779148,0,1013.5,1030.5,1073,0.090204311263926,0.0712043774394262,0.174680301728,0.0317812281924422,1073,1019.5,1065,0.142231989961572,0.0972502520800472,0.279070553507148,0.0317812281924422,18.25,0.051948051948052,0.0449817378815253,0.247289325314706
0.04,1208,0.0109550869185724,0.101343967946662,0,0.0722827725477552,1183.5,1157,1226,0.0443353770919817,0.106301027588008,0.0615022510535267,0.0582470512883751,1272.5,1226,1217,0.055290464010554,0.20764499553467,0.0615022510535267,0.13052982383613,36.5,0.0266666666666667,-0.152354531524116,-0.0690275727826036
0.045,1359,0.054859208611288,0.0619111829232006,0.111586878721883,0.0344290779104873,1359,1393.5,1380,0.0498229670318902,0.158914808805736,0.0750424551919427,0.0979222630314193,1369.5,1380,1370,0.104682175643178,0.220825991728937,0.186629333913826,0.132351340941907,22.5,0.0425531914893617,-0.116143816085759,0.0542779929719194
0.05,1510,0.0815046461818171,0.0868895274751134,0.179309021792734,0.0584071617980447,1461,1510,1533,0.089199955309325,0.111449872220036,0.172202131018846,0.0621297127561454,1578.5,1499,1522,0.170704601491142,0.19833939969515,0.35151115281158,0.12053687455419,15.25,0.0615384615384615,-0.0276347982040076,0.23097427825739
0.055,1662,0.0326968625945917,0.104021428821754,0.0552589777911645,0.074853014195883,1662,1681,1686,0.088121593774237,0.0596658499208645,0.169541357258416,0.0230802089555351,1732.5,1686,1674,0.120818456368829,0.163687278742618,0.22480033504958,0.0979332231514181,13.75,0.0677966101694915,-0.0428688223737898,0.126867111898162
