"feature_id","rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"81216",259,0.027007935962672,0.111936355284342,0.0363121369119082,0.0697223358050801,184,334,151,111,0.257358517939792,0.0483928568778511,0.406676698877016,0.0298285833939513,35,187,153,185,0.442988835788925,0.0995509191990313,0.343437916589893,35,334,153
"1941",322,0.0580428396903017,0.0227361719171313,0.0780385270649041,0.0141617887173599,247,397,151,62,0.37342273097147,0.0851560685158574,0.590080813072777,0.0524888393681271,1,138,138,192,0.668119340137681,0.066650628085487,0.601468712052194,1,397,151
"294806",215,0.0979888078873046,0.0770783786365428,0.131745832512203,0.0480101802935855,140,290,151,241,0.0717276014893287,0.0735634636048417,0.113343612737428,0.0453433430149323,165,317,153,228,0.245089445249631,0.0933535233085177,0.151735921941113,140,317,153
"351154",451,0.0626929444333655,0.0551690604279429,0.0842905872119003,0.0343634179211639,376,526,151,9,0.341851406295973,0.0832830793449375,0.540191956853885,0.0513343587839002,1,85,85,230,0.624482544065785,0.0856977767050641,0.538784767360721,1,526,151
"233923",303,0.064146861142035,0.0514672858248559,0.0862453764507629,0.0320576757760358,228,378,151,182,0.139747816228919,0.105952969443024,0.220828830668602,0.06530771665011,106,258,153,242,0.307074207119365,0.0973653924261458,0.209708814693219,106,378,153
"461570",292,0.0522299327196833,0.0496491108069677,0.0702230807433113,0.0309251803608724,217,367,151,191,0.161503726541923,0.137572642529449,0.255207416067616,0.0847975776832905,115,267,153,242,0.325430496810928,0.115722758044163,0.209707738766765,115,367,153
"73573",12,0.636751349924452,0.0732452149859455,0.856111412188479,0.045622599220717,1,87,87,472,0.0504598410107064,0.0883773301675319,0.0797363993714555,0.0544743735566385,396,548,153,242,0.935847811559935,0.100096972777356,0.835750838782579,1,548,153
"417472",291,0.0664467004030485,0.0368977657108189,0.0893375075279664,0.0229826887324666,216,366,151,206,0.115016547120831,0.0568949686874021,0.181748597535346,0.0350691492025792,130,282,153,248,0.271086105063312,0.0580518379350458,0.213034267128266,130,366,153
"9568",59,0.594267272164871,0.0825620507707754,0.798991621534567,0.0514258215212878,1,134,134,440,0.0652331681703799,0.0612710503646667,0.103081140275395,0.037766495994452,364,516,153,250,0.902072761809962,0.0891923175157398,0.812880444294222,1,516,153
"116696",419,0.0365964153515961,0.161858501291135,0.0492038357380918,0.10081758291362,344,494,151,91,0.258058749102588,0.10881790766507,0.407783200810647,0.0670736187726182,15,167,153,255,0.456987036548738,0.167891201686238,0.289095834862501,15,494,153
"433694",42,0.642237180289158,0.087311881950086,0.863487104412943,0.0543843717050962,1,117,117,471,0.0369205504889578,0.0905615688438957,0.0583416772592862,0.0558207033605321,395,547,153,256,0.921828781672229,0.110205075065628,0.8116237066066,1,547,153
"578601",120,0.260918446736923,0.113999922485505,0.350804532928708,0.071007679829283,45,195,151,399,0.139000423565449,0.052286051095507,0.21964780435722,0.0322282860749341,323,475,153,260,0.570452337285928,0.103235965904217,0.467216371381711,45,475,153
"429647",353,0.0642632842644275,0.058984304149817,0.08640190719661,0.0367398371218697,278,428,151,172,0.0661466858136919,0.0704375169189007,0.1045246764852,0.0434165594476386,96,248,153,262,0.19092658368181,0.0801563965695083,0.110770187112302,96,428,153
"2937",320,0.0789439070354092,0.0709506832645275,0.106139986579972,0.0441933932153068,245,395,151,233,0.107991881342969,0.063828515336354,0.170648254278303,0.0393428765205623,157,309,153,276,0.276788240858275,0.083536269735869,0.193251971122406,157,395,153
"543854",226,0.0753626970508776,0.0504729019903607,0.101325054130178,0.031438299136054,151,301,151,326,0.194643097027438,0.0799525313241247,0.307574090774161,0.0492814622244527,250,402,153,276,0.408899144904339,0.0807197613605067,0.328179383543833,151,402,153
"487422",160,0.124266403941022,0.0733626054543493,0.167076028308623,0.0456957187861841,85,235,151,396,0.16255226922658,0.0538455189521301,0.256864318201813,0.0331895171328335,320,472,153,278,0.423940346510436,0.0788852359190176,0.345055110591418,85,472,153
"264270",417,0.0449280633780518,0.150881301990012,0.0604057263326428,0.0939801620066401,342,492,151,141,0.264603008939048,0.0355460467590092,0.418124408897288,0.0219100149997897,65,217,153,279,0.47853013522993,0.11589017700643,0.3626399582235,65,492,153
"121081",531,0.0680629509042774,0.0793243422267551,0.091510554352636,0.0494091344335964,456,606,151,28,0.485011736682281,0.0787089528466822,0.766413226068946,0.0485149403302205,1,104,104,280,0.857923780421582,0.097924074763817,0.759999705657765,1,606,151
"313448",28,0.595869300137565,0.0721990141814786,0.801145546186995,0.0449709470955134,1,103,103,533,0.0262104444445868,0.0851273635053076,0.0414176189237989,0.0524711460584891,457,609,153,280,0.842563165110794,0.0974420931540025,0.745121071956791,1,609,153
"410816",140,0.151942756124591,0.0724607808597284,0.204286850013064,0.045133994964967,65,215,151,449,0.0430954842986466,0.0805300515185081,0.0680992781252338,0.0496374364403031,373,525,153,294,0.272386128138298,0.0947714314052702,0.177614696733028,65,525,153
"220990",511,0.0355522465310969,0.0770526922078716,0.0477999520343717,0.0479941808642589,436,586,151,84,0.281760041294547,0.135561973014319,0.445235869348318,0.083558233135786,8,160,153,298,0.493035821382689,0.131552414000045,0.361483407382645,8,586,153
"330481",392,0.0386333069518514,0.0403631118633712,0.0519424340065939,0.025141165551864,317,467,151,223,0.186291740863453,0.0825371421572072,0.294377317715691,0.0508745750255859,147,299,153,308,0.346319751722285,0.0760157405774499,0.270304011144835,147,467,153
"562174",455,0.0532967359695249,0.124791195183207,0.0716573964096345,0.0777292917388555,380,530,151,167,0.0591324986125983,0.0348896060030484,0.0934408914250395,0.02150539541137,91,243,153,311,0.165098287834674,0.0992346871502255,0.0658636006844485,91,530,153
"450375",609,0.0461908991965174,0.0801286293917656,0.0621036075480294,0.0499101046470729,534,684,151,41,0.462308327072606,0.0790234002165562,0.730537406814051,0.0487087606624024,1,117,117,325,0.79264101436208,0.0986188653094753,0.694022149052605,1,684,151
"179885",456,0.0555392330261384,0.137333813083387,0.0746724309630653,0.08554177245515,381,531,151,202,0.0479356970034246,0.0598352567533311,0.0757477590863427,0.0368814957643493,126,278,153,329,0.150420190049408,0.122423268219499,0.0279969218299087,126,531,153
"410326",260,0.0343149479884914,0.103795529816125,0.0461364056551856,0.0646516207046662,185,335,151,406,0.0608336580630748,0.04851336628235,0.0961290554505453,0.0299028634644775,330,482,153,333,0.142265461105731,0.0945544841691437,0.0477109769365872,185,482,153
"472507",22,0.611526455380954,0.089474124754247,0.822196572286684,0.0557311782765705,1,97,97,675,0.0363903839921704,0.0644755890007218,0.057503910697314,0.0397417223834619,599,751,153,348,0.879700482983998,0.0954729006600324,0.784227582323965,1,751,153
"214297",242,0.00722853516251831,0.0664054133737864,0.00971875669642753,0.0413622591048387,167,317,151,466,0.0702924763736519,0.0670910846470179,0.111075834895098,0.0413538720897497,390,542,153,354,0.120794591591525,0.0827161311945885,0.0380784603969368,167,542,153
"39125",325,0.0500909114936832,0.0219716119304394,0.0673471693177456,0.0136855635624507,250,400,151,388,0.0646583273446595,0.106692890628437,0.102172779552559,0.0657637922407652,312,464,153,356,0.169519948870304,0.0794493558032159,0.0900705930670884,250,464,153
"88735",418,0.0389317329768346,0.178824748942134,0.0523436674326596,0.111385431161583,343,493,151,296,0.0484706551033014,0.0886575809290662,0.0765930973165944,0.0546471156460907,220,372,153,357,0.128936764749254,0.166032546807674,-0.0370957820584199,220,493,153
"15944",692,0.10555817086788,0.0879551116249786,0.141922831793691,0.0547850232653398,617,767,151,37,0.461957137273203,0.0775551556748724,0.729982458373083,0.0478037581975784,1,113,113,364,0.871905290166773,0.102588781462918,0.769316508703855,1,767,151
"128394",108,0.292963914158008,0.160204273570344,0.393889624733162,0.0997872061396559,33,183,151,633,0.106278146424302,0.0745763031827664,0.167940218558122,0.0459676411399857,557,709,153,370,0.561829843291284,0.145754847279642,0.416074996011643,33,709,153
"315620",82,0.329661520362606,0.0906094329800453,0.443229511449511,0.0564383331697266,7,157,151,665,0.084252700140496,0.0913507382683747,0.133135713707474,0.056307134778488,589,741,153,374,0.576365225156986,0.112745467948215,0.463619757208771,7,741,153
"419679",364,0.102407299520564,0.07136445067772,0.13768648911598,0.0444511185133525,289,439,151,384,0.0629084623906238,0.111126360055096,0.0994076513233298,0.0684965119239904,308,460,153,374,0.23709414043931,0.112947630437343,0.124146510001967,289,460,153
"449384",737,0.0451575669721933,0.168759412325016,0.0607142936346299,0.105115986548819,662,812,151,19,0.464521218935261,0.0790430145598293,0.734034207949216,0.0487208506300502,1,95,95,378,0.794748501583846,0.15383683717887,0.640911664404976,1,812,151
"237065",297,0.0409214678687704,0.0549200641080461,0.0550188635644274,0.0342083243862174,222,372,151,474,0.0552601005374527,0.0871343213750606,0.0873217465117697,0.0537082028071158,398,550,153,386,0.142340610076197,0.0879165271933333,0.0544240828828639,222,550,153
"38366",635,0.0647594200008825,0.131848275213997,0.0870689610882492,0.0821249691080197,560,710,151,144,0.18119167803161,0.0286216623439941,0.286318222826885,0.0176419351363421,68,220,153,390,0.373387183915134,0.0997669042443618,0.273620279670772,68,710,153
"251515",446,0.0506119534247773,0.0209921820251111,0.0680477095576545,0.0130755013482275,371,521,151,366,0.0683298799426666,0.0750018956205167,0.107974549403674,0.0462299695152935,290,442,153,406,0.176022258961329,0.059305470863521,0.116716788097808,290,521,153
"443456",97,0.238539631668829,0.107741156959321,0.320716243405137,0.0671092524538932,22,172,151,719,0.0490601897217857,0.11038635451041,0.0775246771004623,0.0680403843356288,643,795,153,408,0.3982409205056,0.135149636789522,0.263091283716078,22,795,153
"94192",593,0.0579597657829254,0.0756181586629694,0.0779268342979106,0.0471006460579196,518,668,151,231,0.123846695054453,0.0664898774803078,0.195701955057716,0.040983297602806,155,307,153,412,0.273628789355627,0.0880839436607256,0.185544845694901,155,668,153
"65376",293,0.0269640907536086,0.0748815884480791,0.0362531870818789,0.046641855026747,218,368,151,534,0.0490739730448695,0.0868573620427924,0.0775464574416616,0.0535374895020479,458,610,153,414,0.11379964452354,0.100179344528795,0.0136202999947455,218,610,153
"402598",706,0.0491920224194473,0.0147550191937853,0.0661386140554188,0.0091905297472494,631,781,151,124,0.225079788572657,0.0181226225440696,0.355670005148534,0.011170494836404,48,200,153,415,0.421808619203952,0.0203610245836534,0.401447594620299,48,781,153
"556848",278,0.0208577612826275,0.0353180780043658,0.0280432345669608,0.0219987410556219,203,353,151,563,0.14804167626562,0.0902572888735449,0.233934748621793,0.0556331500508851,487,639,153,420,0.261977983188754,0.077631891106507,0.184346092082247,203,639,153
"329429",66,0.522631165099483,0.0910664759083488,0.70267696308789,0.0567230136959378,1,141,141,779,0.0887777154985088,0.0359321002215438,0.14028612132909,0.0221479721828261,703,855,153,422,0.84296308441698,0.0788709858787639,0.764092098538216,1,855,153
"21619",398,0.0445470643076078,0.0242277102611297,0.0598934735478171,0.0150908303769909,323,473,151,469,0.030412564233302,0.0711685632375065,0.0480577885115033,0.043867164712263,393,545,153,434,0.10795126205932,0.0589579950892539,0.0489932669700665,323,545,153
"463187",19,0.571458896360127,0.0678210121623124,0.768325788125276,0.0422439999284359,1,94,94,853,0.0781240931883076,0.16788375249962,0.123451318320127,0.103480861329689,777,929,153,436,0.891777106445403,0.145724861258125,0.746052245187278,1,929,153
"469917",641,0.0598438970137067,0.109822667458502,0.08046004643625,0.0684057729064043,566,716,151,234,0.129291307302992,0.0639752877150386,0.204305505286503,0.0394333446685489,158,310,153,438,0.284765551722753,0.107839117574953,0.1769264341478,158,716,153
"355309",79,0.418856966381554,0.0979067622069465,0.563152679670706,0.0609836557107885,4,154,151,804,0.093296977418504,0.0761064311955124,0.147427437395474,0.0469107875871322,728,880,153,442,0.71058011706618,0.107894443297921,0.602685673768259,4,880,153
"186870",557,0.0316226768532033,0.101484922559393,0.042516650402371,0.0632124016532842,482,632,151,339,0.128764209817746,0.0661694269947475,0.203472588361886,0.0407857770460781,263,415,153,448,0.245989238764257,0.103998178699362,0.141991060064894,263,632,153
"116878",220,0.0405889489297806,0.0527794325362265,0.0545717922571239,0.0328749789069383,145,295,151,700,0.163364382387954,0.0418086553327157,0.258147615534366,0.0257701868134934,624,776,153,460,0.31271940779149,0.0586451657204318,0.254074242071058,145,776,153
"225502",332,0.0431512236073104,0.052723043329479,0.0580167674312717,0.0328398554906126,257,407,151,604,0.0915878456398787,0.123603956475563,0.144726675535166,0.0761875028965513,528,680,153,468,0.202743442966438,0.109027358387164,0.0937160845792741,257,680,153
"141038",889,0.093257503631321,0.10201236467401,0.12538459971927,0.0635409320591531,814,964,151,64,0.391570783491716,0.0869146244624517,0.618758278847222,0.0535727851421557,1,140,140,476,0.744142878566492,0.117113717201309,0.627029161365183,1,964,151
"82010",369,0.151479406235012,0.0648745425587549,0.203663876652503,0.0404087182398651,294,444,151,611,0.114053327182774,0.140157696165261,0.180226521997153,0.0863909634209477,535,687,153,490,0.383890398649656,0.126799681660813,0.257090716988843,294,687,153
"220839",274,0.0153919878416104,0.032662309467014,0.020694508851897,0.0203445297378472,199,349,151,735,0.0443813734127616,0.0518246372084832,0.0701312339518232,0.031943877930919,659,811,153,504,0.0908257428037202,0.0522884076687662,0.038537335134954,199,811,153
"317080",801,0.152057389335823,0.0534416151378991,0.204440974225543,0.0332874357678109,726,876,151,239,0.0617487186041217,0.0855140678149837,0.0975750297399707,0.0527095044132994,163,315,153,520,0.302016003965514,0.0859969401811103,0.216019063784404,163,876,153
"220782",875,0.104117075439717,0.215709801894263,0.139985280750808,0.134360201436923,800,950,151,181,0.116005464305999,0.0963229321796462,0.183311279740491,0.0593719156222315,105,257,153,528,0.323296560491299,0.193732117059154,0.129564443432145,105,950,153
"234870",832,0.0485183621585747,0.124201922175416,0.0652328786575444,0.0773622484272731,757,907,151,235,0.155535023604898,0.0644806980744761,0.245775700240069,0.0397448715348528,159,311,153,534,0.311008578897613,0.117107119962126,0.193901458935487,159,907,153
"312838",879,0.140232610523526,0.24120551123633,0.188542573556251,0.150240836497988,804,954,151,195,0.0978230009068284,0.114558125705116,0.154579438059786,0.070611797412064,119,271,153,537,0.343122011616036,0.220852633910052,0.122269377705984,119,954,153
"244779",648,0.0620939288146474,0.121198785614979,0.083485211444225,0.0754916703188164,573,723,151,429,0.162058155125123,0.0593110164682003,0.256083521462471,0.0365583624328544,353,505,153,538,0.339568732906696,0.112050032751671,0.227518700155026,353,723,153
"7548",709,0.0521946457595277,0.0583764186358167,0.0701756374684847,0.0363612005490555,634,784,151,368,0.081102978968147,0.0598688788941217,0.128158539378806,0.0369022199144648,292,444,153,538,0.198334176847291,0.0732634204635203,0.125070756383771,292,784,153
"116908",150,0.134423245769881,0.0777826557814478,0.180731889741051,0.0484488567849915,75,225,151,930,0.0997131892800098,0.124715080724854,0.157566304684659,0.0768723821219025,854,1006,153,540,0.33829819442571,0.125321238906894,0.212976955518816,75,1006,153
"59055",628,0.0431049338594676,0.104641499869103,0.0579545309218395,0.0651785541389823,553,703,151,453,0.0219480342921088,0.092381734596529,0.0346821787916982,0.0569426244341377,377,529,153,540,0.0926367097135377,0.12212117857312,-0.0294844688595822,377,703,153
"336624",837,0.0825328457831347,0.233047763598734,0.110965310342438,0.145159581004571,762,912,151,254,0.0824982527615248,0.08336984539892,0.130363344352284,0.0513878399925734,178,330,153,546,0.241328654694722,0.196547420997144,0.044781233697578,178,912,153
"441933",526,0.0627691765030249,0.135471933190274,0.0843930811364408,0.0843820543742227,451,601,151,573,0.122080517561926,0.0499639162690073,0.1929110498332,0.03079695928844,497,649,153,550,0.277304130969641,0.115179013662663,0.162125117306978,451,649,153
"474574",700,0.0445907977918978,0.0572641656226551,0.059952273164025,0.0356684061670438,625,775,151,401,0.105291568983375,0.0663231275339058,0.166381233605636,0.0408805156014304,325,477,153,550,0.226333506769661,0.0765489217684741,0.149784585001186,325,775,153
"555084",673,0.0967127518852067,0.0946915531021659,0.130030176776071,0.0589809829569935,598,748,151,428,0.203318301151739,0.0574293820573075,0.321282606830275,0.035398553060907,352,504,153,550,0.451312783606345,0.0943795360179005,0.356933247588445,352,748,153
"200138",422,0.0701908020864721,0.0690278196252621,0.0943714476679494,0.0429956898952042,347,497,151,697,0.139485328563751,0.0762367684383207,0.220414048915812,0.0469911253800891,621,773,153,560,0.314785496583761,0.0899868152752933,0.224798681308468,347,773,153
"492869",811,0.0535316809582582,0.0538845061382744,0.0719732796600037,0.0335633014146312,736,886,151,313,0.11649661937372,0.0618541791927782,0.184087400628878,0.0381259272824755,237,389,153,562,0.256060680288881,0.0716892286971066,0.184371451591775,237,886,153
"17916",931,0.0348684500550007,0.0930313498711257,0.0468805885075104,0.0579468841882313,856,1006,151,196,0.0774659434046043,0.101995401520981,0.122411313180426,0.0628683350467906,120,272,153,564,0.169291901687937,0.120815219235022,0.0484766824529148,120,1006,153
"196968",1039,0.0515533400193817,0.156248685179889,0.0693134026842065,0.0973233697804557,964,1114,151,103,0.191712048998511,0.0548935854970551,0.302942462700623,0.0338355285972241,27,179,153,571,0.37225586538483,0.13115889837768,0.24109696700715,27,1114,153
"282173",340,0.0448779459734396,0.0441558279344463,0.0603383435433596,0.0275035528464038,265,415,151,814,0.0434418146778626,0.0739639655193969,0.068646547733669,0.045590205992828,738,890,153,577,0.128984891277029,0.0730937588392318,0.0558911324377968,265,890,153
"84957",1141,0.00904334475457347,0.0760735720905359,0.0121587659761752,0.0473843116091721,1066,1216,151,13,0.397915360956176,0.105166477524904,0.628783949804886,0.0648229356042723,1,89,89,577,0.640942715781061,0.112207247213444,0.528735468567617,1,1216,151
"183624",428,0.077809602717025,0.0413376085916752,0.104614915809444,0.0257481550143954,353,503,151,730,0.0459080488035397,0.0501935161983056,0.0725436791009038,0.0309384810145825,654,806,153,579,0.177158594910348,0.0566866360289779,0.12047195888137,353,806,153
"136912",286,0.0770470599973123,0.0354439351790461,0.103589678054229,0.0220771343191354,211,361,151,889,0.102062248562106,0.136954676592723,0.161278276924617,0.0844166733584066,813,965,153,588,0.264867954978846,0.106493807677542,0.158374147301304,211,965,153
"85804",254,0.072215752642478,0.100411312530014,0.097093991217044,0.0625436770123757,179,329,151,925,0.0872884836207959,0.13324998284952,0.13793284424023,0.0821331593565965,849,1001,153,590,0.235026835457274,0.144676836368972,0.0903499990883017,179,1001,153
"576100",538,0.0224945652960287,0.128090156116741,0.0302439155636401,0.0797841313969046,463,613,151,649,0.132303705024242,0.0617522175616614,0.209065681754682,0.038063079762966,573,725,153,594,0.239309597318322,0.117847211159871,0.121462386158452,463,725,153
"96144",699,0.0311771362530635,0.0557493354936014,0.0419176216097061,0.0347248566412686,624,774,151,493,0.0452410903144482,0.076658942103677,0.0714897544870887,0.0472513464787441,417,569,153,596,0.113407376096795,0.0819762031200128,0.031431172976782,417,774,153
"336349",308,0.0421632154582312,0.0320718901017472,0.0566883916816761,0.0199767723890718,233,383,151,887,0.163821434958663,0.156382787761686,0.258869847820118,0.0963918505142653,811,963,153,598,0.315558239501794,0.116368622903337,0.199189616598457,233,963,153
"492950",573,0.086518897987844,0.122618740046164,0.11632455266275,0.0763761241624984,498,648,151,624,0.114735353884498,0.0373539684051138,0.181304257328486,0.0230243890018595,548,700,153,598,0.297628809991236,0.099400513164358,0.198228296826878,498,700,153
"144708",252,0.0373900658180446,0.111375125225095,0.0502708978207963,0.0693727597396869,177,327,151,961,0.118925247987136,0.182316076319694,0.187925107945537,0.112376715024011,885,1037,153,606,0.238196005766333,0.181749474763698,0.0564465310026357,177,1037,153
"347457",155,0.160248357480896,0.0802371363533894,0.215453720891414,0.0499776908999602,80,230,151,1080,0.0969912855434814,0.0937693887317437,0.153265165421448,0.0577979522606946,1004,1156,153,618,0.368718886312862,0.107775643160655,0.260943243152207,80,1156,153
"206358",799,0.130627961112623,0.0760899392496412,0.175629134155267,0.0473945063002573,724,874,151,443,0.0996286222434719,0.0744586969963166,0.15743267225808,0.0458951505666555,367,519,153,621,0.333061806413347,0.0932896568669127,0.239772149546434,367,874,153
"301431",434,0.0858036537611042,0.0451499420047412,0.115362907673561,0.0281227614570611,359,509,151,865,0.0723295650932414,0.098678258673317,0.114294832744612,0.0608237012217835,789,941,153,650,0.229657740418173,0.0889464626788446,0.140711277739328,359,941,153
"317751",662,0.0918805204328237,0.133885686591839,0.123533247490861,0.0833940213287939,587,737,151,650,0.104091972538299,0.0616606457888338,0.164485637041848,0.0380066363860185,574,726,153,656,0.288018884532709,0.121400657714812,0.166618226817896,574,737,153
"441932",808,0.047632366846301,0.0773452799458028,0.0640416590424262,0.0481764263953437,733,883,151,521,0.0653048723670508,0.0917989160689103,0.10319444690395,0.0565833844103777,445,597,153,664,0.167236105946376,0.104759810805721,0.0624762951406547,445,883,153
"55036",1056,0.0773143140722823,0.0670805590270902,0.103949000831578,0.0417827903240071,981,1131,151,281,0.0892178717913339,0.0692363592261245,0.140981654197359,0.0426761850469559,205,357,153,668,0.244930655028936,0.084458975370963,0.160471679657973,205,1131,153
"292529",1007,0.0161190784083374,0.0940459268313134,0.021672081230728,0.0585788386175015,932,1082,151,343,0.0910947086167653,0.0635194064707321,0.143947422770349,0.0391523467570625,267,419,153,675,0.165619504001077,0.097731185374564,0.0678883186265132,267,1082,153
"146923",789,0.177698363964737,0.205960089551809,0.238915233293942,0.128287351233637,714,864,151,566,0.133902392560231,0.105073532826282,0.211591920151127,0.0647656459778122,490,642,153,678,0.450507153445069,0.193052997211449,0.25745415623362,490,864,153
"386298",237,0.0365952187526091,0.118926151101732,0.0492022269122154,0.0740761035327413,162,312,151,1120,0.0629645456865546,0.084687698406924,0.0994962738792642,0.0522001435201259,1044,1196,153,678,0.14869850079148,0.126276247052867,0.0224222537386125,162,1196,153
"68989",1318,0.0710647519317718,0.187161074689357,0.0955464721674344,0.116577918460745,1243,1393,151,57,0.376180779501055,0.0826650537297269,0.594439068165064,0.0509534176741525,1,133,133,688,0.689985540332498,0.167531336134897,0.522454204197601,1,1393,151
"467094",588,0.0569548311118524,0.0601575612809029,0.0765757008601699,0.0374706294321203,513,663,151,801,0.0416907673752576,0.100018946483033,0.0658795511628871,0.0616500797560846,725,877,153,694,0.142455252023057,0.0991207091882049,0.0433345428348522,513,877,153
"477302",677,0.0501423912719474,0.0642213470491697,0.0674163838167398,0.0400018592122509,602,752,151,731,0.0439146584667469,0.0470171807683073,0.0693937332268376,0.0289806386309428,655,807,153,704,0.136810117043577,0.0689824978431937,0.0678276192003838,602,807,153
"478668",536,0.0209515430378815,0.161100598812482,0.0281693240223463,0.100345504552751,461,611,151,898,0.116097553776854,0.171468917564198,0.18345679908179,0.105690699764725,822,974,153,717,0.211626123104136,0.206036204317476,0.00558991878665999,461,974,153
"108381",1256,0.084218229574617,0.0893714060366619,0.113231306791408,0.0556671973750775,1181,1331,151,179,0.0628177923936164,0.0841964364531123,0.0992643750278129,0.0518973375048799,103,255,153,718,0.212495681819221,0.107564534879957,0.104931146939264,103,1331,153
"391048",1172,0.0510974838271068,0.16009911364381,0.0687005045905163,0.0997217046706077,1097,1247,151,285,0.0785005656762223,0.0431498153893699,0.124046218344532,0.0265968564332583,209,361,153,728,0.192746722935048,0.126318561103866,0.0664281618311818,209,1247,153
"160755",595,0.0803666977481043,0.0569762058503329,0.108052926955267,0.0354890432791491,520,670,151,868,0.0517560611770023,0.106437209586147,0.0817846802772786,0.0656061945334949,792,944,153,732,0.189837607232545,0.101095237812644,0.0887423694199011,520,944,153
"372804",985,0.0275589776392735,0.0822306917980313,0.0370530117730074,0.0512194263647633,910,1060,151,478,0.0383459386357572,0.0770122017420363,0.0605940687899773,0.0474690900727856,402,554,153,732,0.0976470805629847,0.0986885164375489,-0.00104143587456426,402,1060,153
"373273",1173,0.0423591445414786,0.135983612864948,0.0569518180947769,0.0847007667533384,1098,1248,151,298,0.0514622964524278,0.0892631845854339,0.0813204746648404,0.0550204000589792,222,374,153,736,0.138272292759617,0.139721166812318,-0.00144887405270033,222,1248,153
"228708",351,0.0531508453314018,0.0609794571755629,0.0714612466248819,0.0379825676796962,276,426,151,1161,0.0629330684942033,0.0565408020665927,0.0994465337704937,0.0348508465590541,1085,1237,153,756,0.170907780395376,0.0728334142387503,0.0980743661566253,276,1237,153
