"feature_id","rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"135457",10063,0.167939357401337,0.159597641832079,0.225794260889974,0.0994093505121623,9988,10138,151,9599,0.0618852208535827,0.104521723405924,0.0977907299415591,0.0644255194720705,9523,9675,153,9831,0.323584990831533,0.163834869984233,0.1597501208473,9523,10138,153
"257604",14335,0.133043087393162,0.536454962857533,0.178876268489401,0.334144281986345,14260,14410,151,5329,0.18478546856204,0.0821864158351673,0.29199711343082,0.0506583929272273,5253,5405,153,9832,0.470873381920221,0.384802674913572,0.0860707070066491,5253,14410,153
"463610",7037,0.310442040783528,0.0549829400069939,0.417388944631829,0.0342474881997019,6962,7112,151,12626,0.245666590897599,0.471182657987811,0.388201171697681,0.290429458278291,12550,12702,153,9832,0.80559011632951,0.324676946477993,0.480913169851517,6962,12702,153
"478764",11878,0.150777174494579,0.139401639036805,0.202719726935259,0.0868297691488464,11803,11953,151,7788,0.116536844360439,0.356718107874485,0.18415096396046,0.219875339365151,7712,7864,153,9833,0.386870690895719,0.306705108513997,0.0801655823817216,7712,11953,153
"134046",9826,0.120954027588596,0.403114523855038,0.162622542348819,0.251089881645071,9751,9901,151,9841,0.0603452643736091,0.163637101549966,0.0953572980788668,0.100863293569297,9765,9917,153,9834,0.257979840427686,0.351953175214368,-0.0939733347866822,9751,9917,153
"26527",3166,0.205656515114242,0.404107520298567,0.27650493336387,0.251708394114171,3091,3241,151,16501,0.172241587846656,0.158314386266284,0.27217533313275,0.09758245695487,16425,16577,153,9834,0.54868026649662,0.349290851069041,0.19938941542758,3091,16577,153
"323477",10291,0.190768631728133,0.063304118499218,0.256488192336637,0.0394305406553148,10216,10366,151,9379,0.0719497734789911,0.615985454933252,0.11369468785265,0.379683587565736,9303,9455,153,9835,0.370182880189286,0.41911412822105,-0.048931248031764,9303,10366,153
"484269",11845,0.187766624112555,0.654925463022664,0.252451996764412,0.40793657202944,11770,11920,151,7828,0.168026466603806,0.4799686218239,0.265514618709418,0.295844985938552,7752,7904,153,9836,0.51796661547383,0.703781557967992,-0.185814942494161,7752,11920,153
"105798",16717,0.0483690570799808,0.885248869162751,0.0650321381617495,0.551399219405055,16642,16792,151,2960,0.0268139864638215,0.187135329499142,0.0423713331353229,0.115347225645497,2884,3036,153,9838,0.107403471297072,0.666746445050553,-0.55934297375348,2884,16792,153
"131467",13950,0.0915108938643243,0.26664561558573,0.123036285021008,0.166086836609922,13875,14025,151,5727,0.094133384161978,0.389378934458364,0.148749123330245,0.240006950770769,5651,5803,153,9838,0.271785408351253,0.406093787380691,-0.134308379029438,5651,14025,153
"302392",12204,0.165139927179553,0.186168807267677,0.222030430376258,0.115959860080989,12129,12279,151,7473,0.0416422943432053,0.177805959350735,0.0658029543095272,0.109596751020963,7397,7549,153,9838,0.287833384685785,0.225556611101952,0.0622767735838327,7397,12279,153
"434879",15984,0.194471376380534,0.723476067942102,0.261466527998927,0.450635016906383,15909,16059,151,3693,0.120013693671353,0.504296146682464,0.189645064608748,0.310840083372946,3617,3769,153,9838,0.451111592607674,0.761475100279329,-0.310363507671655,3617,16059,153
"275819",3144,0.228307059645886,0.155293457282824,0.306958562819268,0.096728382387482,3069,3219,151,16536,0.14112063520588,0.122637094085803,0.222998152648598,0.075591544375313,16460,16612,153,9840,0.529956715467866,0.172319926762795,0.357636788705071,3069,16612,153
"96064",9684,0.16479251517012,0.583898749959189,0.221563335353936,0.363695821767712,9609,9759,151,9996,0.162883490243985,0.354400186624844,0.257387712068995,0.218446609760076,9920,10072,153,9840,0.478951047422931,0.582142431527787,-0.103191384104857,9609,10072,153
"340320",888,0.117088320068433,0.137741265360091,0.15742510330988,0.085795564213768,813,963,151,18794,0.0786752888161573,0.168807466427097,0.124322315014403,0.104050223828528,18718,18870,153,9841,0.281747418324283,0.189845788042296,0.0919016302819871,813,18870,153
"537037",6415,0.192481975944247,0.239177448354894,0.25879178154237,0.148977607220117,6340,6490,151,13267,0.0813628396499553,0.506344592722598,0.128569169985058,0.312102712766586,13191,13343,153,9841,0.387360951527429,0.461080319986703,-0.0737193684592741,6340,13343,153
"317790",13683,0.0426723105301789,0.449783893949643,0.0573728693840557,0.280159056581865,13608,13758,151,6000,0.179350859329134,0.47283469044487,0.283409369919482,0.291447744676205,5924,6076,153,9842,0.340782239303537,0.571606801258069,-0.230824561954532,5924,13758,153
"324505",15987,0.232844017111347,0.747293228050694,0.313058496589736,0.465470125935942,15912,16062,151,3698,0.0836384160502348,0.495644253445789,0.132165024926703,0.305507194686975,3622,3774,153,9842,0.445223521516438,0.770977320622917,-0.325753799106479,3622,16062,153
"302223",9658,0.204899913500412,0.526028234395199,0.275487683418257,0.327649735497382,9583,9733,151,10028,0.10862664465094,0.217548894128413,0.17165130422093,0.134093660705973,9952,10104,153,9843,0.447138987639187,0.461743396203355,-0.014604408564168,9583,10104,153
"30013",18695,0.18795566404151,0.249096975196153,0.252706160717982,0.155156230596739,18620,18770,151,992,0.10384782483743,0.104144419208751,0.164099836012907,0.0641929551963416,916,1068,153,9844,0.41680599673089,0.219349185793081,0.197456810937809,916,18770,153
"354219",431,0.0720166866060481,0.059255797607193,0.096826347174221,0.0369089435570039,356,506,151,19257,0.0769822709553409,0.290553663071478,0.12164701628993,0.179092633262418,19181,19333,153,9844,0.218473363464151,0.216001576819422,0.00247178664472883,356,19333,153
"392664",728,0.0541481224458948,0.125122679335618,0.0728020844871545,0.0779357648666413,653,803,151,18960,0.173437644843943,1.3453746290179,0.274065336678074,0.829267414797623,18884,19036,153,9844,0.346867421165228,0.907203179664265,-0.560335758499036,653,19036,153
"54249",10260,0.24922217571293,0.15953648701543,0.335078910823819,0.0993712587174843,10185,10335,151,9430,0.0718318318959064,0.557465125748422,0.113508317127277,0.343612592134793,9354,9506,153,9845,0.448587227951096,0.442983850852278,0.00560337709881814,9354,10335,153
"215629",2065,0.155223024456063,0.145185745379422,0.208697166777917,0.0904325432764102,1990,2140,151,17628,0.11091045095236,0.587837449857034,0.175260164012987,0.362333607197587,17552,17704,153,9846,0.383957330790904,0.452766150473997,-0.0688088196830935,1990,17704,153
"39796",13575,0.35936980205588,0.510878281973419,0.483172259897771,0.318213211791575,13500,13650,151,6116,0.186403913976392,0.170821196428733,0.294554573132135,0.105291454810991,6040,6192,153,9846,0.777726833029906,0.423504666602566,0.35422216642734,6040,13650,153
"489646",14051,0.0609435652731918,0.58691321904189,0.0819385490678947,0.365573458618797,13976,14126,151,5642,0.0764955457343603,0.378630891063949,0.12087789542417,0.233382028635642,5566,5718,153,9846,0.202816444492064,0.598955487254439,-0.396139042762375,5566,14126,153
"498003",14524,0.234981018278631,0.893396574814687,0.315931692048825,0.556474219998582,14449,14599,151,5168,0.14360241626855,0.308237215838744,0.226919851211295,0.189992492507165,5092,5244,153,9846,0.54285154326012,0.746466712505746,-0.203615169245626,5092,14599,153
"561423",17307,0.175446635163098,0.255571295201662,0.235887786670602,0.159188921427051,17232,17382,151,2385,0.0835939020907972,0.184786238500237,0.132094684180949,0.113899283505241,2309,2461,153,9846,0.36798247085155,0.273088204932292,0.0948942659192581,2309,17382,153
"401986",12073,0.0789092567865737,0.368492172885453,0.106093399362737,0.229524491432652,11998,12148,151,7624,0.184814259518134,0.278156697771578,0.292042608761907,0.171451342023644,7548,7700,153,9848,0.398136008124644,0.400975833456296,-0.00283982533165189,7548,12148,153
"414418",6980,0.222365147703385,0.630910874591791,0.298969669470558,0.392978489871548,6905,7055,151,12721,0.267918189696502,0.626671805570368,0.4233630416708,0.386270483271455,12645,12797,153,9850,0.722332711141358,0.779248973143003,-0.0569162620016455,6905,12797,153
"54721",5010,0.111667316421517,0.390558822429739,0.1501365705283,0.24326925153058,4935,5085,151,14689,0.516140281164553,0.860265512419573,0.81560240314471,0.53025391005366,14613,14765,153,9850,0.96573897367301,0.773523161584241,0.192215812088769,4935,14765,153
"8807",7552,0.303525606151197,0.29682784358647,0.408089806717011,0.184886586080659,7477,7627,151,12147,0.308994306862587,0.590429830015637,0.488271325513564,0.363931508886774,12071,12223,153,9850,0.896361132230575,0.548818094967433,0.347543037263142,7477,12223,153
"16972",7333,0.440674870709699,0.0671995222346595,0.592486825389561,0.04185688950908,7258,7408,151,12371,0.235018231716822,0.672395906294696,0.371374685460655,0.414454088033862,12295,12447,153,9852,0.963861510850217,0.456310977542942,0.507550533307275,7258,12447,153
"33774",8601,0.134144482723059,0.277278011970338,0.180357093165105,0.172709488466481,8526,8676,151,11103,0.0142506393003714,0.0159919299985631,0.0225187920491441,0.00985717001160739,11027,11179,153,9852,0.202875885214249,0.182566658478089,0.0203092267361608,8526,11179,153
"255560",17912,0.127740100113442,1.01237292139558,0.17174640856936,0.630581589030769,17837,17987,151,1794,0.0936840998765547,0.0813835498411208,0.14803916645174,0.050163519162737,1718,1870,153,9853,0.3197855750211,0.680745108193506,-0.360959533172406,1718,17987,153
"242043",15326,0.0847391091506324,0.615360551058075,0.113931628745112,0.383292585086268,15251,15401,151,4382,0.245920307876077,0.651092928601429,0.38860209405332,0.401323273123161,4306,4458,153,9854,0.502533722798432,0.784615858209429,-0.282082135410997,4306,15401,153
"438129",8119,0.139284959073848,0.116593653889595,0.187268457339704,0.072623249779589,8044,8194,151,11588,0.0560074394088588,0.0834033219107368,0.0885026878211886,0.0514084743793175,11512,11664,153,9854,0.275771145160893,0.124031724158907,0.151739421001986,8044,11664,153
"557044",7086,0.0620188844695804,0.0670545707598649,0.0833843144139483,0.0417666028870491,7011,7161,151,12621,0.243801431264728,0.292101849772735,0.385253855368513,0.180046910796485,12545,12697,153,9854,0.468638169782461,0.221813513683534,0.246824656098927,7011,12697,153
"63774",2402,0.13211452960968,0.247398984793108,0.177627823683733,0.15409859515047,2327,2477,151,17306,0.0965189834678313,0.861941139562987,0.152518835940941,0.531286739839069,17230,17382,153,9854,0.330146659624675,0.685385334989539,-0.355238675364865,2327,17382,153
"454206",12452,0.142216585698407,0.117680239774927,0.191210025755473,0.0733000567542823,12377,12527,151,7258,0.191474093062425,0.137374686705357,0.302566445868772,0.0846755608777494,7182,7334,153,9855,0.493776471624245,0.157975617632032,0.335800853992213,7182,12527,153
"164320",18715,0.303491046885028,0.281399193947436,0.408043341825861,0.175276468899167,18640,18790,151,996,0.13926757475565,0.12449927720445,0.220069955389957,0.0767393642816591,920,1072,153,9856,0.628113297215818,0.252015833180826,0.376097464034992,920,18790,153
"283181",12708,0.056541648475104,0.191089518531953,0.0760201773097598,0.11902484716491,12633,12783,151,7008,0.0926030198752414,0.905694917135406,0.146330849005418,0.558255868907302,6932,7084,153,9858,0.222351026315178,0.677280716072213,-0.454929689757035,6932,12783,153
"288498",18760,0.116405713532004,0.291751101147383,0.156507339655448,0.181724411108687,18685,18835,151,957,0.0860647845456697,0.0994721917713832,0.135999160815741,0.0613130688919887,881,1033,153,9858,0.292506500471189,0.243037480000676,0.0494690204705131,881,18835,153
"285760",3048,0.0844005801318417,0.296476582268951,0.113476476892857,0.184667794254954,2973,3123,151,16670,0.122209898880101,0.111424779111985,0.193115497573235,0.0686804526602698,16594,16746,153,9859,0.306591974466093,0.253348246915224,0.0532437275508683,2973,16746,153
"18707",13375,0.101557177942595,0.329305417733849,0.136543501692815,0.20511604884176,13300,13450,151,6345,0.115832524163125,0.654657317703823,0.183038000554044,0.40352030558722,6269,6421,153,9860,0.31958150224686,0.60863635442898,-0.28905485218212,6269,13450,153
"21974",17336,0.169389184230567,0.192454251111485,0.227743551290925,0.119874904708347,17261,17411,151,2383,0.11296584700176,0.166302574070869,0.178508091017487,0.102506248222186,2307,2459,153,9860,0.406251642308412,0.222381152930533,0.18387048937788,2307,17411,153
"68475",8415,0.101619692719396,0.580047116091009,0.136627552733863,0.361296736061613,8340,8490,151,11306,0.100856959848898,0.897323813311232,0.159373685465957,0.553096054326628,11230,11382,153,9860,0.29600123819982,0.914392790388241,-0.618391552188421,8340,11382,153
"295058",7165,0.0359469680543043,0.084644837527776,0.0483306546401759,0.0527231369226432,7090,7240,151,12557,0.131668634901871,0.438158134173136,0.208062146985409,0.270073669713503,12481,12633,153,9861,0.256392801625585,0.322796806636147,-0.066404005010562,7090,12633,153
"563787",9223,0.306774774740916,0.357740607345477,0.412458309917063,0.222827612111324,9148,9298,151,10503,0.193649254710181,0.509558238671161,0.30600362589885,0.31408355275744,10427,10579,153,9863,0.718461935815913,0.536911164868764,0.181550770947149,9148,10579,153
"125303",6446,0.191974736088014,0.225283809526445,0.258109798175253,0.140323609602534,6371,6521,151,13282,0.141187558678212,0.258563972776756,0.223103904799424,0.159374699536965,13206,13358,153,9864,0.481213702974676,0.299698309139499,0.181515393835177,6371,13358,153
"54669",7890,0.0860585190193888,0.151339870222728,0.11570557370201,0.0942657926065444,7815,7965,151,11839,0.142616927521885,0.291518476456986,0.225362586608272,0.17968732881019,11763,11915,153,9864,0.341068160310282,0.273953121416734,0.0671150388935478,7815,11915,153
"91115",149,0.143734330529611,0.0676101575704706,0.193250631827118,0.0421126639150281,74,224,151,19580,0.121668073970795,0.107233797338267,0.192259308443574,0.0660971984900229,19504,19656,153,9864,0.385509940270693,0.108209862405051,0.277300077865642,74,19656,153
"318907",6790,0.0945083533115394,0.612970422589569,0.127066365586424,0.381803834275371,6715,6865,151,12940,0.0706204642192461,0.347761897864984,0.111594119719652,0.214354874685075,12864,13016,153,9865,0.238660485306076,0.596158708960446,-0.35749822365437,6715,13016,153
"531328",14141,0.135592464750516,0.494130209524883,0.182303903232327,0.307781259380953,14066,14216,151,5589,0.103759553807436,0.516467643145006,0.163960350553587,0.318342399224613,5513,5665,153,9865,0.346264253785915,0.626123658605566,-0.279859404819652,5513,14216,153
"66092",15392,0.169274999136178,0.569385937662446,0.227590029570995,0.354656156594951,15317,15467,151,4338,0.154468011387507,0.0255634530112729,0.244089612638603,0.0157569037907556,4262,4414,153,9865,0.471679642209598,0.370413060385706,0.101266581823891,4262,15467,153
"250375",5550,0.187976880333736,0.629355871875305,0.252734685996964,0.39200991785309,5475,5625,151,14183,0.0495819842271885,0.223406903096475,0.0783492142816992,0.137704443790497,14107,14259,153,9866,0.331083900278663,0.529714361643587,-0.198630461364924,5475,14259,153
"331359",15837,0.271347832778702,0.840271367407695,0.364826829722496,0.523383866635406,15762,15912,151,3896,0.0541885935381288,0.100972279513371,0.0856285562773956,0.0622376989964496,3820,3972,153,9866,0.450455385999891,0.585621565631855,-0.135166179631964,3820,15912,153
"369914",13088,0.10498541326524,0.256134918541647,0.141152759896558,0.159539988206724,13013,13163,151,6644,0.130028621493693,0.321526064086356,0.205470605643428,0.198183526137685,6568,6720,153,9866,0.346623365539986,0.35772351434441,-0.0111001488044233,6568,13163,153
"550835",1175,0.0232635165421016,0.117040054414247,0.0312777695747194,0.0729013014206691,1100,1250,151,18558,0.153187698262627,0.354268259718083,0.242066467963528,0.21836529212367,18482,18634,153,9866,0.273344237538247,0.291266593544339,-0.0179223560060921,1100,18634,153
"115370",12884,0.106420060707023,0.582896895284648,0.14308164162963,0.363071791729671,12809,12959,151,6854,0.144550507729946,0.471632320375647,0.22841802080304,0.290706622986061,6778,6930,153,9869,0.37149966243267,0.653778414715732,-0.282278752283062,6778,12959,153
"413063",18700,0.220862693924573,0.118089388502995,0.296949622200176,0.0735549051897176,18625,18775,151,1040,0.112726488712269,0.0701850023870065,0.178129858193494,0.0432609135267581,964,1116,153,9870,0.47507948039367,0.116815818716476,0.358263661677194,964,18775,153
"494613",17371,0.156059428292792,0.223138114597532,0.209821710714741,0.138987110285677,17296,17446,151,2370,0.0798900580921327,0.261848205554998,0.126241887612993,0.161399048121265,2294,2446,153,9870,0.336063598327733,0.300386158406943,0.0356774399207906,2294,17446,153
"95131",13467,0.193316890712595,0.512804980331566,0.259914323428574,0.319413303661465,13392,13542,151,6275,0.0958677116595936,0.83513467782177,0.151489699345168,0.514763665337332,6199,6351,153,9871,0.411404022773742,0.834176968998796,-0.422772946225054,6199,13542,153
"350151",2144,0.104360484707286,0.127636602014718,0.140312544213732,0.0795016239726928,2069,2219,151,17604,0.169736804018612,0.39723843394313,0.268217285710252,0.2448514206149,17528,17680,153,9874,0.408529829923984,0.324353044587592,0.0841767853363916,2069,17680,153
"86690",5121,0.19868176188902,0.316935392533196,0.267127386172145,0.197411071770045,5046,5196,151,14631,0.370958495448576,0.66579580927646,0.5861868398881,0.410385893737882,14555,14707,153,9876,0.853314226060245,0.607796965507927,0.245517260552318,5046,14707,153
"76753",15485,0.11204088148213,0.410276673450426,0.150638828295989,0.255551004199109,15410,15560,151,4269,0.141107968069264,0.224871650018031,0.222978136099916,0.138607290378186,4193,4345,153,9877,0.373616964395904,0.394158294577295,-0.0205413301813911,4193,15560,153
"303518",14815,0.374501787977351,0.299096735987405,0.50351719648563,0.186299821999246,14740,14890,151,4940,0.190448224020656,0.78895150590688,0.3009453725166,0.48629709643156,4864,5016,153,9878,0.80446256900223,0.672596918430806,0.131865650571425,4864,14890,153
"4387",4402,0.106701591107694,0.390597100486048,0.143460158909444,0.243293093967554,4327,4477,151,15356,0.0795265803784844,0.287262336650201,0.125667521868718,0.177063912269946,15280,15432,153,9879,0.269127680778163,0.4203570062375,-0.151229325459338,4327,15432,153
"410472",16875,0.259480012857239,0.848958960094023,0.348870560334504,0.528795149261817,16800,16950,151,2885,0.067034357227385,0.119192637932429,0.105927370606607,0.0734684366638365,2809,2961,153,9880,0.454797930941111,0.602263585925654,-0.147465654984542,2809,16950,153
"446325",2622,0.124147886381252,0.234659363428364,0.166916681594281,0.146163405939012,2547,2697,151,17137,0.0765220951579977,0.245983325206907,0.120919848696392,0.151620189483253,17061,17213,153,9880,0.287836530290673,0.297783595422265,-0.00994706513159194,2547,17213,153
"221747",17398,0.139707876707689,0.218279243510551,0.187837069581814,0.135960641890315,17323,17473,151,2364,0.104260833692024,0.20582957030274,0.164752470629153,0.126870056839453,2288,2440,153,9881,0.352589540210967,0.262830698729768,0.089758841481199,2288,17473,153
"485185",11311,0.162795628973981,0.318958358024247,0.218878524302403,0.198671126011858,11236,11386,151,8451,0.0714278810846736,0.076077408852143,0.112869995987818,0.0468928986786169,8375,8527,153,9881,0.33174852029022,0.245564024690475,0.0861844955997459,8375,11386,153
"335651",5066,0.0472088324750075,0.426865959656425,0.0634722175975648,0.265884052659399,4991,5141,151,14699,0.327621157659451,0.587646374140604,0.517705386034208,0.362215831180426,14623,14775,153,9882,0.581177603631773,0.628099883839825,-0.0469222802080522,4991,14775,153
"567691",15121,0.165630442937982,0.96597446562464,0.222689928214306,0.60168115980131,15046,15196,151,4643,0.151173847556493,0.270730257383548,0.238884190711707,0.166873802884061,4567,4719,153,9882,0.461574118926013,0.768554962685371,-0.306980843759358,4567,15196,153
"79619",4766,0.0443431825442531,0.169710466816468,0.0596193547660261,0.105708374432573,4691,4841,151,14999,0.309197238755587,0.484885991580086,0.488591997520081,0.298875974049493,14923,15075,153,9882,0.548211352286107,0.404584348482066,0.143627003804041,4691,15075,153
"282259",7122,0.129369688449515,0.118031070919187,0.173937388096685,0.073518580635901,7047,7197,151,12644,0.265459250999811,0.471134037652519,0.419477438505549,0.290399489480839,12568,12720,153,9883,0.593414826602234,0.36391807011674,0.229496756485494,7047,12720,153
"125644",546,0.087461604969576,0.0921691462872332,0.117592021048182,0.0574098392964641,471,621,151,19223,0.119796349259559,0.21437846646586,0.189301618008979,0.132139459775748,19147,19299,153,9884,0.306893639057161,0.189549299072212,0.117344339984949,471,19299,153
"416856",10574,1.99840144432528e-15,2.99760216648792e-15,2.5375789508211e-15,1.10644792526705e-15,10499,10649,151,9203,0.0732561327531585,0.750207260425668,0.115758990528227,0.462415762864312,9127,9279,153,9888,0.11575899052823,0.462415762864313,-0.346656772336083,9127,10649,153
"70417",2312,0.0980687023939026,0.257155757310102,0.131853250578733,0.160175842958616,2237,2387,151,17464,0.16265324820597,0.20491626378498,0.257023884701973,0.126307109301596,17388,17540,153,9888,0.388877135280707,0.286482952260213,0.102394183020494,2237,17540,153
"176546",18483,0.0440938685242145,0.211138714745175,0.0592841523706186,0.131512986406619,18408,18558,151,1298,0.0359566950573935,0.138080127529975,0.0568185975172939,0.0851103833251969,1222,1374,153,9890,0.116102749887913,0.216623369731816,-0.100520619843903,1222,18558,153
"363403",18511,0.159129582767491,0.376631812454434,0.213949529655813,0.234594467866307,18436,18586,151,1268,0.0550899855516036,0.188387817368493,0.0870529316249402,0.116119239146481,1192,1344,153,9890,0.301002461280753,0.350713707012788,-0.0497112457320349,1192,18586,153
"219477",10497,0.112410853267647,0.514147856498312,0.1511362549097,0.320249747395983,10422,10572,151,9285,0.0938654518540716,0.768931614249595,0.148325737979046,0.473957155242626,9209,9361,153,9891,0.299461992888746,0.794206902638609,-0.494744909749863,9209,10572,153
"87101",13383,0.0813181317425915,0.43148816813482,0.109332128798688,0.268763109877879,13308,13458,151,6399,0.217480459497892,0.106072817041422,0.343661581698845,0.0653815887939351,6323,6475,153,9891,0.452993710497533,0.334144698671814,0.118849011825719,6323,13458,153
"285558",18872,0.0434478642855538,0.97435436181695,0.0584156004608266,0.606900786033089,18797,18947,151,912,0.0855517705749662,0.103059165583545,0.135188498593431,0.0635240222101211,836,988,153,9892,0.193604099054258,0.67042480824321,-0.476820709188952,836,18947,153
"515197",6766,0.0865657731119427,0.650202642224031,0.116387576209843,0.40499484593131,6691,6841,151,13020,0.0765835865604458,0.27072822694754,0.121017017116373,0.166872551355764,12944,13096,153,9893,0.237404593326217,0.571867397287073,-0.334462803960857,6691,13096,153
"317079",18883,0.0620419748011045,0.964850388874765,0.0834153593364779,0.600981000711563,18808,18958,151,905,0.0994069935472908,0.0789647558481192,0.157082455652619,0.0486726132111593,829,981,153,9894,0.240497814989096,0.649653613922722,-0.409155798933626,829,18958,153
"47083",10931,0.157259871823044,0.263820899759594,0.211435705574835,0.164327392282084,10856,11006,151,8856,0.155079737072811,0.534289201619686,0.245056258640099,0.329327322981314,8780,8932,153,9894,0.456491964214934,0.493654715263398,-0.0371627510484647,8780,11006,153
"267184",10429,0.167979377989468,0.668588947810349,0.225848068521831,0.416447212493074,10354,10504,151,9365,0.0160671719368111,0.564320160752686,0.0253892682311778,0.347837926130041,9289,9441,153,9897,0.251237336753008,0.764285138623115,-0.513047801870107,9289,10504,153
"51759",12462,0.370569423830602,0.0802846970254905,0.498230137693667,0.0500073152444631,12387,12537,151,7334,0.10953341001732,0.138509873152088,0.173084170515031,0.0853752716569555,7258,7410,153,9898,0.671314308208697,0.135382586901419,0.535931721307279,7258,12537,153
"525956",15119,0.143051031876666,0.952797112785447,0.192331937622876,0.593473318681752,15044,15194,151,4678,0.214964690152556,0.233802085655043,0.339686175014474,0.144111868147077,4602,4754,153,9898,0.532018112637351,0.737585186828829,-0.205567074191478,4602,15194,153
"220178",4903,0.12575687628123,0.252831853202224,0.169079966549437,0.157482592017645,4828,4978,151,14898,0.22367524751462,0.575112742255442,0.353450556087776,0.354490300843184,14822,14974,153,9900,0.522530522637213,0.51197289286083,0.0105576297763834,4828,14974,153
"442435",9134,0.228451970993774,0.271303490182618,0.307153395949496,0.168988109355109,9059,9209,151,10666,0.0827520941529656,0.429089899116661,0.130764463304693,0.264484154585253,10590,10742,153,9900,0.437917859254189,0.433472263940362,0.0044455953138266,9059,10742,153
"173586",4050,0.0462178415182279,0.20173295395216,0.0621398314666595,0.125654374958649,3975,4125,151,15755,0.150129315030426,0.482387604777614,0.237233625410932,0.297336008362491,15679,15831,153,9902,0.299373456877592,0.42299038332114,-0.123616926443548,3975,15831,153
"154803",2356,0.104694216162898,0.256514697219245,0.140761245748153,0.159776542777612,2281,2431,151,17452,0.102625442465069,0.123651682253694,0.162168233235828,0.0762169203032694,17376,17528,153,9904,0.302929478983982,0.235993463080882,0.0669360159030997,2281,17528,153
"15505",13268,0.190151439615875,0.740107354009524,0.255658378295599,0.460994226022293,13193,13343,151,6540,0.301855425714166,0.113158586405916,0.476990499674357,0.0697491437604171,6464,6616,153,9904,0.732648877969955,0.53074336978271,0.201905508187246,6464,13343,153
"319572",6607,0.0727151207684074,0.585826631213422,0.0977653910523832,0.364896650433773,6532,6682,151,13200,0.0980041485236143,0.225580786034698,0.154865686657243,0.139044390482943,13124,13276,153,9904,0.252631077709626,0.503941040916717,-0.251309963207091,6532,13276,153
"485500",18738,0.121716997600743,0.207957179369259,0.163648354598191,0.129531288170225,18663,18813,151,1070,0.0922428231897356,0.0589023096035817,0.145761667926118,0.0363064420549001,994,1146,153,9904,0.309410022524309,0.165837730225125,0.143572292299184,994,18813,153
"246777",17178,0.16635804589896,1.08764552825596,0.223668189506582,0.677466999576,17103,17253,151,2634,0.158125020687294,0.426512449514121,0.249868401239443,0.262895455852149,2558,2710,153,9906,0.473536590746026,0.94036245542815,-0.466825864682124,2558,17253,153
"167342",10482,0.150409524663701,0.558972194703529,0.202225422186724,0.348169698448935,10407,10557,151,9333,0.1030428824306,0.669096986268414,0.162827869872379,0.412420686464653,9257,9409,153,9908,0.365053292059103,0.760590384913588,-0.395537092854485,9257,10557,153
"23256",17552,0.0621243040950503,0.257361577998381,0.0835260509716237,0.160304043480309,17477,17627,151,2265,0.0970282717571536,0.262303601717576,0.153323610859356,0.161679747036129,2189,2341,153,9908,0.236849661830979,0.321983790516438,-0.0851341286854587,2189,17627,153
"300560",13908,0.247109703952447,0.300111175885831,0.33223869512221,0.186931691056198,13833,13983,151,5907,0.104684185838778,0.202040491160005,0.165421449666189,0.124534529026317,5831,5983,153,9908,0.497660144788399,0.311466220082515,0.186193924705884,5831,13983,153
"515384",16164,0.0641779405013949,0.430956808995688,0.0862871626114591,0.268432139656117,16089,16239,151,3651,0.297019462799653,0.643001042539254,0.469348734211495,0.396335563907538,3575,3727,153,9908,0.555635896822954,0.664767703563656,-0.109131806740702,3575,16239,153
"497156",2852,0.0690865707947523,0.134652303517214,0.0928868100450389,0.0838715276989906,2777,2927,151,16968,0.220319702327288,1.04314718962996,0.348148139635267,0.642979252425265,16892,17044,153,9910,0.441034949680306,0.726850780124255,-0.285815830443949,2777,17044,153
"35385",5094,0.220310909353429,0.181646456432645,0.296207748518272,0.113143001672946,5019,5169,151,14728,0.32131929731986,0.49114082295273,0.507747216472911,0.302731352120785,14652,14804,153,9911,0.803954964991183,0.41587435379373,0.388080611197453,5019,14804,153
"94465",15520,0.145660972964833,0.412578931674943,0.195841000227902,0.256985022848654,15445,15595,151,4305,0.152273996500298,0.384384093777044,0.240622640809732,0.236928210819988,4229,4381,153,9912,0.436463641037634,0.493913233668643,-0.0574495926310085,4229,15595,153
"220274",16162,0.0862680517057015,0.384921875491273,0.115987290142815,0.239758139288621,16087,16237,151,3668,0.0893068395962473,0.312694156134967,0.141122240697072,0.192739679259195,3592,3744,153,9915,0.257109530839887,0.432497818547816,-0.175388287707929,3592,16237,153
"273919",8937,0.101084183661442,0.652395796132623,0.135907561459562,0.406360906251022,8862,9012,151,10894,0.114677356999891,0.26865870563779,0.181212610928881,0.165596931502833,10818,10970,153,9916,0.317120172388442,0.571957837753854,-0.254837665365412,8862,10970,153
"380579",19253,0.0995815371024946,0.115986301017983,0.133887254996524,0.0722449449763005,19178,19328,151,581,0.107282961555939,0.0371839179269955,0.169528022622223,0.0229195726054947,505,657,153,9917,0.303415277618747,0.0951645175817952,0.208250760036952,505,19328,153
