"comparison_name","final_selected_rank","final_selected_method","crossing_rank_reference","treatment_backup_rank","control_backup_rank","raw_wald_selected_rank","cutoff_quantile"
"RT2_ZT8",26333,"raw_wald_bracket_total_distortion",NA,24741,25700,26333,0.164933088095389
