"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb_gw","cv2_nb_gw","iod_nb_fit","cv2_nb_fit","iod_nb_final","cv2_nb_final","alpha_gene_wise","alpha_fitted","alpha_final","diff_emp","diff_nb_gw","diff_nb_fit","diff_nb_final"
0.01,316,1,316,316,11.4892178446188,152.949590057694,12.932438155859,1.06452212689574,23.4812628514934,1.86051746859048,9.09255174193962,0.740265154099029,16.4541765704495,1.43911008545682,1.75887937372014,0.645613771871408,1.35822253406418,11.8679160289632,21.6207453829029,8.35228658784059,15.0150664849927
0.02,632,317,632,316,7.05146477397001,66.3911497222718,7.82922601761825,1.01244189337862,12.1635106856998,1.55403132701499,8.15782037356665,1.03284598953986,10.3594020041225,1.37696068373582,1.37988883359575,0.885317463686778,1.22459442090438,6.81678412423963,10.6094793586848,7.12497438402679,8.98244132038668
0.03,947,633,947,315,6.15319289131313,47.7505003905312,6.32084529050706,1.0096927461392,10.8485182887973,1.51447343365162,8.34258475434224,1.1784896316736,9.7781377785351,1.39663333447537,1.34721485511118,0.986410196096326,1.21596636186403,5.31115254436786,9.33404485514568,7.16409512266864,8.38150444405974
0.04,1263,948,1263,316,4.95607714757743,33.5618983976105,5.32253842573345,1.06417244983403,9.800350455398,1.52461721743733,7.79242829137208,1.36134051719961,9.00493534988287,1.47822964888368,1.35751964405963,1.15641623491423,1.27128902994219,4.25836597589942,8.27573323796066,6.43108777417246,7.52670570099919
0.05,1579,1264,1579,316,4.53150179504565,29.4318273054129,4.7425102832621,1.05674271911237,9.40150966181634,1.66690921966945,7.98746259392415,1.60591071536725,8.55239458992266,1.61226392908662,1.4623671231173,1.37528956659318,1.36089817866006,3.68576756414973,7.73460044214689,6.38155187855691,6.94013066083604
0.06,1895,1580,1895,316,4.57586377737896,24.794699228736,4.73923837009264,0.987379139177797,9.4229148373036,1.68376461929733,8.15116965672987,1.57479633949925,8.9938248941253,1.62736103461065,1.505688664129,1.35689249355114,1.39800435322005,3.75185923091485,7.73915021800627,6.57637331723062,7.36646385951465
0.07,2211,1896,2211,316,4.86975908640168,24.5094952507982,4.61180080331417,1.00199735989698,7.5226440003075,1.44666922212989,7.58698216818833,1.50217112641123,7.51090514237093,1.48103688408025,1.2535892565527,1.29880028998724,1.29262010482061,3.60980344341718,6.07597477817761,6.0848110417771,6.02986825829068
0.08,2526,2212,2526,315,3.9511765665589,20.0679566053097,4.94928272680616,1.16339035706754,8.48313605826851,2.06724060398705,7.79796630803333,1.84734048728696,8.412406274711,1.88525510543083,1.8173563377944,1.59545441425559,1.71595059774675,3.78589236973862,6.41589545428146,5.95062582074637,6.52715116928017
0.09,2842,2527,2842,316,3.98276859214406,18.3962962321656,3.96605840628623,0.989451871234091,8.39201320950734,1.61154618764503,7.55873891712025,1.68431667405675,7.76986918065278,1.65915317228211,1.41632696089266,1.44295740035133,1.38862626732435,2.97660653505214,6.7804670218623,5.8744222430635,6.11071600837067
0.1,3158,2843,3158,316,3.39341270822142,17.2271269250638,5.60219934003496,1.14716643551881,8.93242561936199,2.24626167231114,7.89637177666154,2.00033771484519,8.07711975327568,2.21371294531702,1.97314603001222,1.71859520809641,1.93120206390101,4.45503290451615,6.68616394705085,5.89603406181635,5.86340680795867
0.11,3474,3159,3474,316,3.99623836712205,18.1877676137565,4.4439170194146,1.09051792526502,7.32803904829681,1.64948081401183,7.59579763199846,1.7847282267567,7.44971107535214,1.70331098955246,1.37526368687633,1.51630284212148,1.43752299333993,3.35339909414958,5.67855823428497,5.81106940524176,5.74640008579968
0.12,3790,3475,3790,316,4.4332700354287,16.7783820752214,4.10106778733419,0.958580177213018,6.5887149841889,1.40274548723058,7.56702724970412,1.76253557222773,7.39648252167638,1.60411423781136,1.10576346487658,1.48030119500982,1.28122483164132,3.14248761012117,5.18596949695832,5.80449167747639,5.79236828386501
0.13,4105,3791,4105,315,2.74205475594559,13.0817359969843,6.3624792021614,1.24763419754732,8.19710716633105,2.36066619810974,7.48255927290074,2.3288543077948,8.2282340834895,2.35174703900189,2.07999734891689,1.99115045862436,1.96780715670454,5.11484500461408,5.83644096822131,5.15370496510594,5.87648704448761
0.14,4421,4106,4421,316,3.99019120205109,15.9315408528882,5.04581583353772,1.07187191886293,7.59410196855377,1.65313646405601,7.92897109961938,1.9209569540251,7.50830749083877,1.79659139866305,1.32067983694374,1.60862136663734,1.48719987811301,3.97394391467479,5.94096550449777,6.00801414559428,5.71171609217572
0.15,4737,4422,4737,316,4.05495116488314,16.6800977368102,4.65267116760943,1.025134570827,7.65313901218094,1.69314595179498,7.53387206930614,1.79723811486771,7.38269985036854,1.73714961719773,1.41049723158048,1.51566538049797,1.4494179354593,3.62753659678242,5.95999306038596,5.73663395443844,5.6455502331708
0.16,5053,4738,5053,316,3.73308266879386,15.4281127762857,4.63562211424844,0.959985558610762,7.46201899886308,1.75757897522243,7.90981972672015,1.95274423148159,7.73196233091507,1.82984787768165,1.47880774353507,1.66408897750032,1.58155071606359,3.67563655563768,5.70444002364064,5.95707549523856,5.90211445323341
0.17,5369,5054,5369,316,1.97558828327945,7.07296022479007,4.77185940162105,2.35526814923365,10.1399518441132,3.67353128392954,7.63449366431119,3.28258263898186,7.80067453851098,3.38362488556718,3.22140012252879,2.71440745303273,2.81657274580785,2.4165912523874,6.46642056018369,4.35191102532932,4.4170496529438
0.18,5684,5370,5684,315,3.81043978791057,13.594275477006,4.33568021018953,0.993226464559201,6.03182851497946,1.38492159251669,7.79497777933196,2.02543660318107,6.96410007050682,1.69196725622204,1.14612498296137,1.75672233697295,1.4150757193176,3.34245374563033,4.64690692246277,5.76954117615089,5.27213281428478
0.19,6000,5685,6000,316,4.0083409993689,17.2861676571975,5.33234408161388,0.980061204452144,8.53049621259783,1.85588342295488,8.13018905191551,1.95957695889375,8.40434946967219,1.82665319293064,1.56489359267322,1.68611165408397,1.56672715567218,4.35228287716174,6.67461278964295,6.17061209302176,6.57769627674155
0.2,6316,6001,6316,316,3.73429380936423,14.0435567489712,4.83638195034446,1.08384324270687,7.86192874706226,1.67356816121431,7.83650771221379,2.02168325187939,7.79021927187754,1.78320866667188,1.31582407092765,1.6581434366833,1.4845511130321,3.75253870763759,6.18836058584794,5.8148244603344,6.00701060520566
0.21,6632,6317,6632,316,3.74345908121557,13.8013767766138,4.55964030680074,1.00941152829842,7.53455353656982,1.66069561348672,7.87545171389458,1.9743844083503,7.71551487533752,1.78674791364139,1.36046577348774,1.68784267179778,1.56640555385526,3.55022877850232,5.87385792308311,5.90106730554427,5.92876696169614
0.22,6948,6633,6948,316,3.57317025743203,11.9238629185305,4.0225066592508,1.0384355678476,6.81099160753369,1.75243045292548,7.59284910958278,2.23043636155126,7.10553626434959,2.05657604051548,1.39596298395772,1.8089819300807,1.68853956985438,2.9840710914032,5.0585611546082,5.36241274803152,5.04896022383411
0.23,7263,6949,7263,315,4.15126562558112,18.6387161478909,4.53907786703126,0.851319085355853,8.53315367105928,1.4213003681966,8.42968712337354,1.83482249177017,8.13084518542129,1.65480865729344,1.16380599169928,1.5925002737052,1.35071254344166,3.6877587816754,7.11185330286268,6.59486463160337,6.47603652812784
0.24,7579,7264,7579,316,3.32196429911319,10.1150231635503,3.82187384827443,1.39072552168279,6.79298745751182,2.06332587159185,7.61015256781237,2.38709287211456,7.01125766246328,2.30835093089016,1.72090986418827,1.94938887348366,1.88795749069641,2.43114832659164,4.72966158591997,5.22305969569781,4.70290673157312
0.25,7895,7580,7895,316,4.89150089614096,21.9964199634423,4.31780770571859,0.781468341632554,7.01982601401798,1.13944383507217,8.185223192266,1.54298503838639,7.53934498223101,1.37187312360126,0.933017792220022,1.30447095095456,1.09330479246385,3.53633936408603,5.88038217894581,6.6422381538796,6.16747185862975
0.26,8211,7896,8211,316,4.20064598074003,17.8717874936547,3.80158691988213,0.747851430724074,6.55759437549726,1.28113442222622,7.94587827883582,1.57545508108208,7.06184235112938,1.58692228579409,0.976974167729426,1.33046421152991,1.24724664939191,3.05373548915805,5.27645995327104,6.37042319775374,5.47492006533529
0.27,8527,8212,8527,316,5.26661943295101,23.7107149813089,4.46684744090271,0.745651161570353,7.90566373973677,1.17362009700344,8.39309221769794,1.39378923369169,8.11552576552344,1.27189230803105,0.953695443086192,1.2073680446341,1.05117727333366,3.72119627933235,6.73204364273332,6.99930298400626,6.8436334574924
0.28,8842,8528,8842,315,3.87036213269827,15.8696285221069,3.60692181995059,0.908321802368051,6.39703409279852,1.41419176736601,7.98697913093272,1.88848134155516,7.35032034772574,1.79418251238368,1.06417153506735,1.52924822991164,1.3387408873535,2.69860001758254,4.98284232543251,6.09849778937756,5.55613783534205
0.29,9158,8843,9158,316,4.40223269892596,16.4855498069423,3.90135331311639,0.715388762036585,6.74368390923413,1.16995642897915,8.26455905094515,1.6621110584142,7.30102038869712,1.42637478839967,0.881919909842738,1.44727335798416,1.18187291811263,3.1859645510798,5.57372748025498,6.60244799253095,5.87464560029744
0.3,9474,9159,9474,316,4.8632214716159,20.6907414591373,3.76776409117615,0.626180303657879,7.01771633365303,1.16659505318056,8.32443422713112,1.54638857931755,7.32822804863222,1.26223106984776,0.958746013560171,1.30907789944212,1.07774790247636,3.14158378751827,5.85112128047247,6.77804564781357,6.06599697878446
0.31,9790,9475,9790,316,2.82611216738331,9.28119129233847,3.27014889922785,1.86769390864603,5.76679394526905,1.90234215530744,7.61963518262403,2.5592905780529,6.83357722968679,2.35874613679643,1.29434678234959,1.99061184484624,1.69422329264497,1.40245499058182,3.86445178996161,5.06034460457113,4.47483109289036
0.32,10106,9791,10106,316,5.78212041741967,23.761157073837,4.47370710147981,0.600292085140696,7.44299819317722,0.877747591869103,8.59063135659193,1.38164896389033,7.55955021980975,1.14014065689922,0.63908916485535,1.1646006540951,0.923255010246905,3.87341501633911,6.56525060130812,7.2089823927016,6.41940956291052
0.33,10421,10107,10421,315,7.45763560278018,27.4927160235571,4.48222033562665,0.5035315755701,6.66337427523769,0.724651435326538,8.52902702505308,1.08594806785221,7.22398586987142,0.907779008905442,0.543152224223335,0.967034366060261,0.780052227992794,3.97868876005655,5.93872283991115,7.44307895720087,6.31620686096598
0.34,10737,10422,10737,316,3.6203580999495,13.4635558792147,3.20930343915041,1.06875243517446,5.25090045913431,1.27619688344404,8.01740769341863,2.04461652645104,6.7679355632155,1.7345366150084,0.837357315415378,1.65630140303662,1.41496988051328,2.14055100397595,3.97470357569028,5.97279116696759,5.0333989482071
0.35,11053,10738,11053,316,6.99811378974742,26.9798536593287,4.59207618266772,0.500583825842351,6.62350576354571,0.66703215513595,8.13849771367112,1.05239745221455,6.72677629753375,0.764484871043476,0.490704689276025,0.922087754353207,0.632532613167175,4.09149235682537,5.95647360840976,7.08610026145657,5.96229142649028
0.36,11369,11054,11369,316,8.01985558763825,31.2275962284093,5.28175456965326,0.416512581545623,6.76306016589496,0.576393836796521,8.80688503029067,0.993160597201117,7.29075106994621,0.704278607863878,0.46077081999203,0.85595624527358,0.556407494380101,4.86524198810764,6.18666632909844,7.81372443308955,6.58647246208233
0.37,11685,11370,11685,316,7.26192629097783,28.2521511873453,4.55615849352749,0.439596506185017,6.49068178425124,0.638469549665431,8.5894315383506,1.15275329560238,7.19628853242254,0.874993226243776,0.489860259514122,0.991771362897347,0.71501259489153,4.11656198734247,5.85221223458581,7.43667824274822,6.32129530617877
