"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","combined_rank","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_gene_wise","iod_emp_ctrl","iod_emp_trt","cv2_emp_ctrl","cv2_emp_trt","iod_nb_ctrl","iod_nb_trt","cv2_nb_ctrl","cv2_nb_trt","diff_emp_ctrl","diff_emp_trt","diff_nb_ctrl","diff_nb_trt","gene_symbol"
"322426",0.0222582143809316,0.0036724209987216,1,18244,1,40.8,30.6,2863.7,492.3,1.85787570334402,70.1887254901961,16.0882352941176,1.72031189926951,0.525759323337178,76.801328696436,57.850996522327,1.88238550726559,1.89055544190611,68.4684135909266,15.5624759707805,74.9189431891704,55.9604410804209,"Uck1"
"284696",0.00235729027358391,0.0243916132996862,20964,1,1,29.2,178.8,714.7,58378.7,3.22186834253987,24.4760273972603,326.502796420582,0.83822011634453,1.82607827975717,95.0785556021641,577.070059646128,3.25611491788233,3.22746118370318,23.6378072809157,324.676718140824,91.8224406842818,573.842598462425,"-"
"315962",0.0207860878228889,0.0046310014409401,2,14020,2,28,20,1026,189.5,1.54725072447042,36.6428571428571,9.475,1.30867346938776,0.47375,44.3230202851717,31.9450144894083,1.5829650101847,1.59725072447042,35.3341836734694,9.00125,42.740055274987,30.3477637649379,"Ppard"
"329429",0.00233202546110007,0.0237670078200038,21069,2,2,417.8,257.8,488213.7,321492.2,6.19295040732051,1168.5344662518,1247.06051202483,2.79687521841023,4.83731773477434,2588.41468017851,1597.54261500723,6.1953438970285,6.19682938327086,1165.73759103338,1242.22319429005,2582.21933628148,1591.34578562396,"Mdk"
"523232",0.0203950019010867,0.0133750544821434,3,286,3,22.8,7.8,975.2,219.2,10,42.7719298245614,28.1025641025641,1.87596183441059,3.60289283366206,229,79,10.0438596491228,10.1282051282051,40.8959679901508,24.499671268902,218.956140350877,68.8717948717949,"-"
"157795",0.00703205248898511,0.0232909234975469,6964,3,3,31,134.8,4281,19487.7,7.16671198851396,138.096774193548,144.567507418398,4.45473465140479,1.07245925384568,223.168071643933,967.072776051682,7.19897005303009,7.17413038614008,133.642039542144,143.495048164552,215.969101590903,959.898645665542,"-"
"116600",0.0198961524751581,0.0170575475036859,4,33,4,22.4,14.6,1012.8,609.8,10,45.2142857142857,41.7671232876712,2.01849489795918,2.86076186901858,225,147,10.0446428571429,10.0684931506849,43.1957908163265,38.9063614186527,214.955357142857,136.931506849315,"Abcc5"
"248384",0.0122506676290998,0.021164434301013,931,4,4,13.4,41,387.8,2873,4.7315792120887,28.9402985074627,70.0731707317073,2.15972376921363,1.70910172516359,64.4031614419886,194.994747695637,4.80620607776034,4.75596945599114,26.7805747382491,68.3640690065437,59.5969553642282,190.238778239646,"-"
"22463",0.0196232914532034,0.00507354012481027,5,12278,5,23.2,12.2,645.7,219.2,2.54988655518024,27.8318965517241,17.9672131147541,1.19965071343639,1.47272238645525,60.1573680801815,32.1086159731989,2.5929900034561,2.63185376829499,26.6322458382878,16.4944907282988,57.5643780767254,29.4767622049039,"Cox6a2"
"490306",0.0106131205786465,0.0209938048810717,1930,5,5,16.8,33.6,698.7,3268.8,3.33172533253232,41.5892857142857,97.2857142857143,2.47555272108844,2.89540816326531,56.9729855865429,112.945971173086,3.39124914205613,3.36148723729422,39.1137329931973,94.390306122449,53.5817364444868,109.584483935792,"-"
