"percentile","rank_index","mu","variance","iod_emp","cv2_emp","iod_nb_gw","cv2_nb_gw","iod_nb_fit","cv2_nb_fit","iod_nb_final","cv2_nb_final","alpha_gene_wise","alpha_fitted","alpha_final","diff_emp","diff_nb_gw","diff_nb_fit","diff_nb_final"
0.29,9158,13.0114936423311,51.0796714965504,9.07331547384168,1.12774944899329,15.0087994693497,1.78659373785148,17.2277115109835,2.57828740185402,15.575313820085,2.21112863167097,1.38492127449089,2.24751419572304,1.83091876383909,7.94556602484838,13.2222057314983,14.6494241091295,13.364185188414
0.3,9474,9.90536679506433,38.1380268246959,7.51482924578089,1.19556497797393,14.4172529275252,2.20988714066772,16.7308347962475,3.11388501455775,14.7969465841822,2.55012272525701,1.82851817067453,2.6447169597089,2.15601213654623,6.31926426780695,12.2073657868575,13.6169497816898,12.2468238589252
0.31,9790,12.3520391444954,47.3480552987769,8.88569068185455,2.27677447517863,14.1803705561399,2.48676331924061,16.6767467459372,3.4479587453628,15.4917766781161,3.11154338026602,1.7221718836257,2.75900820247907,2.31079221650711,6.60891620667591,11.6936072368993,13.2287880005744,12.3802332978501
0.32,10106,10.4931625018751,39.6560303382248,8.03286538266939,1.22347409497715,14.9118592631862,2.10167845476062,16.9294609394783,3.16271462210475,15.2177330460901,2.78090928656544,1.73702961951699,2.69918775247117,2.25533837222501,6.80939128769224,12.8101808084256,13.7667463173736,12.4368237595247
0.33,10421,18.36152647561,72.3078224842686,9.18119634629881,0.844730634786684,13.8502266272176,1.13854552254592,17.4628231250402,1.83087040140207,14.8237188170511,1.45201485579678,0.873971859416469,1.61024898214831,1.23697964819019,8.33646571151212,12.7116811046717,15.6319527236381,13.3717039612543
0.34,10737,14.3294772265401,52.1057780608789,8.65793416072477,1.4135429176202,12.9107611564375,1.73087228280334,17.1361559119313,2.81175147768779,14.9135207275361,2.28497130850176,1.16290001722944,2.33085583974,1.87948907218068,7.24439124310457,11.1798888736342,14.3244044342435,12.6285494190343
0.35,11053,18.188427131547,67.5356288064417,9.01257990452755,0.894484586065964,14.1928475685293,1.09761833529382,17.2389011413367,1.8501785987578,14.6063931684717,1.335987398436,0.827883770008324,1.61128791037379,1.11668335232428,8.11809531846159,13.0952292332355,15.3887225425789,13.2704057700357
0.36,11369,18.8995500817554,79.7909135717999,10.3533962733252,0.798685049686545,13.9630380203568,1.04186343790354,17.9400514498395,1.80509831688901,15.2498590301945,1.29427723983024,0.797497865012966,1.56010409986228,1.02909721677358,9.55471122363861,12.9211745824533,16.1349531329504,13.9555817903642
0.37,11685,15.1805062960909,58.7104234085154,9.4568821706331,0.894675168867051,15.6374354184169,1.22858616279976,17.5941270787129,2.16816107659287,15.5895376474107,1.69509991703075,0.961073477050473,1.84631727344341,1.3278852000079,8.56220700176605,14.4088492556171,15.42596600212,13.89443773038
0.38,12000,19.8926237344573,72.7599464071133,10.0099996768668,0.773984182982021,13.4112357342174,0.894607080008267,17.4931432510154,1.66512974362496,14.6196793466857,1.2559955472471,0.684136325621595,1.44832784948473,1.02169345184923,9.2360154938848,12.5166286542092,15.8280135073905,13.3636837994386
0.39,12316,24.8052519411261,96.7584039635486,9.73293444773881,0.613843481316386,13.3459359057739,0.703317469380827,18.3436055386088,1.36847599827709,15.1012551928812,0.922536829485369,0.53894860535313,1.18784978573101,0.739989458554231,9.11909096642243,12.642618436393,16.9751295403318,14.1787183633959
0.4,12632,20.8424710438065,68.4056095398147,8.84279538811071,0.711786483892165,13.208101207806,0.935137723115472,17.7980490038565,1.60235410675015,14.2416003520578,1.2485245925209,0.728681286839521,1.38627064881062,1.01430832413179,8.13100890421854,12.2729634846905,16.1956948971064,12.9930757595369
0.41,12948,25.0650169647297,94.1780803294181,9.52482106905123,0.600419075135843,13.3539594911385,0.767852312573239,18.0016195910011,1.33374965064782,14.2672695815284,0.961188482960169,0.593950355757123,1.17787160201325,0.790720712544183,8.92440199391539,12.5861071785653,16.6678699403533,13.3060810985683
0.42,13264,21.3756081876572,75.2349682095596,9.37048227498282,0.763669344025551,14.3577701146501,1.26586779420401,17.789133901137,1.93660735479319,14.9046435014091,1.52832369914474,0.894204474850168,1.61940595043529,1.27462498401876,8.60681293095727,13.0919023204461,15.8525265463438,13.3763198022644
0.43,13579,18.1329140077082,60.1641126908854,7.88779185778881,0.718955286218885,13.5263642945738,1.08806833622899,17.5604612859539,1.89051292803095,14.0151044067138,1.41016624042591,0.805550167700923,1.66692132086063,1.13602879908435,7.16883657156992,12.4382959583448,15.669948357923,12.6049381662879
0.44,13895,28.0580188263748,94.284639591556,8.38632261247616,0.525590916254237,13.0784212114299,0.667765932160728,18.6341263683151,1.19327214780329,14.8580908404275,0.862934585026553,0.51616268111289,1.05567176984242,0.706936162614837,7.86073169622192,12.4106552792692,17.4408542205118,13.9951562554009
0.45,14211,20.1642507522774,64.4538020209318,9.09607933917934,0.64027206665014,12.8946916318346,0.862392907973161,17.8609679887263,1.62941007596162,14.6763605480264,1.12807116851374,0.6267904608741,1.41930995847671,0.944648084566274,8.4558072725292,12.0322987238615,16.2315579127647,13.5482893795127
