"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","iod_ctrl","iod_trt","cv2_ctrl","cv2_trt","gene_symbol"
"20",0.00223088047484163,0.000516056926116696,22849,27857,4.6,1,27.8,5,6.04347826086957,5,1.31379962192817,5,"-"
"25",0.000383078835144092,0.00784673939615448,29474,5249,15.6,14.8,28.8,177.7,1.84615384615385,12.0067567567568,0.118343195266272,0.81126734842951,"-"
"31",0.00294119439163528,0.00335956465743746,19666,17148,23.4,18.6,76.3,141.3,3.26068376068376,7.59677419354839,0.13934545985828,0.408428720083247,"Pcmt1"
"35",0.000788201657416737,0.00137778902515023,28391,24607,120,91.2,298,806.7,2.48333333333333,8.84539473684211,0.0206944444444444,0.0969889773776547,"Pcmt1"
"37",0.00231441549284667,0.00570628390497398,22423,10246,103.4,90.2,536.8,2854.2,5.19148936170213,31.6430155210643,0.0502078274826124,0.350809484712464,"Pcmt1"
"38",0.00480012170467825,0.0084164560624437,11958,4255,30,30.2,196.5,669.7,6.55,22.1754966887417,0.218333333333333,0.734287969825885,"Pcmt1"
"89",0.00376421306049101,0.00377760122754808,15826,15451,39.2,42.6,223.2,324.3,5.69387755102041,7.61267605633803,0.145251978342357,0.17870131587648,"Tab2"
"90",0.00253698941924111,0.00589663602708072,21443,9853,17.8,11,145.2,41.5,8.15730337078652,3.77272727272727,0.458275470268905,0.34297520661157,"Tab2"
"143",0.0095426258102212,0.00884936755088793,2876,3729,13.6,11.2,128.3,98.7,9.43382352941177,8.8125,0.693663494809689,0.786830357142857,"Ust"
"214",0.00255006652452281,0,21336,30534,1.2,0,2.7,0,2.25,NA,1.875,NA,"LOC365036"
"224",0.00506767251356033,0.00447287588639806,11148,13268,47.4,43.2,780.8,442.7,16.4725738396624,10.2476851851852,0.347522654845199,0.23721493484225,"Sash1"
"304",0.00130528825887263,0.000454908484278181,26601,28330,3.4,0.6,14.3,1.8,4.20588235294118,3,1.23702422145329,5,"Sash1"
"576",0.0025110856307593,0.0023279039619987,21527,21434,2.2,4,9.2,42.5,4.18181818181818,10.625,1.90082644628099,2.65625,"-"
"615",0,0.000682362726417271,30785,26821,0,1.4,0,9.8,NA,7,NA,5,"-"
"672",0.00352841861768602,0,16996,30535,0.6,0,1.8,0,3,NA,5,NA,"-"
"673",0.00456041490678237,0.000399276141119725,12772,28717,1,0.6,5,1.8,5,3,5,5,"-"
"708",0.0040963671594644,0.0103464366239326,14458,2031,3.2,2,3.2,20,1,10,0.3125,5,"-"
"774",0.00372506804629312,0.0025366217275429,15969,20419,5.4,4.8,24.3,10.7,4.5,2.22916666666667,0.833333333333333,0.464409722222222,"-"
"829",0.0127574254121886,0.00337041049407527,712,17114,5,2.4,25.5,12.8,5.1,5.33333333333333,1.02,2.22222222222222,"-"
"833",0.00901284610545706,0.00370980843164399,3484,15669,4,5,16.5,33.5,4.125,6.7,1.03125,1.34,"Stxbp5"
"842",0.000442654195432135,0.00336799861353545,29322,17117,25,22.8,8,127.7,0.32,5.60087719298246,0.0128,0.245652508464143,"Stxbp5"
"845",0.00857131660061185,0.00478399319406508,4038,12431,3,2.4,9,5.3,3,2.20833333333333,1,0.920138888888889,"Stxbp5"
"926",0,0,30786,30536,0,0,0,0,NA,NA,NA,NA,"-"
"964",0.00541429009183393,0.000174999541370007,10274,29745,2.8,2,7.2,8,2.57142857142857,4,0.918367346938776,2,"-"
"969",0.00551128900596953,0.00516180550499685,10042,11565,7.4,5.4,19.3,24.3,2.60810810810811,4.5,0.352447041636231,0.833333333333333,"LOC120098778"
"984",0.00132539024596355,0.00251747257856596,26521,20482,12.8,11.4,32.2,36.8,2.515625,3.2280701754386,0.196533203125,0.28316405047707,"Grm1"
"986",0.00468489800326909,0.00734094845761208,12346,6257,6,2.2,48.5,12.2,8.08333333333333,5.54545454545454,1.34722222222222,2.52066115702479,"Grm1"
