"bin","percentile","lo_rank","hi_rank","n_bin","total_mean","total_variance","median_abs_loading","iod_agg","cv2_agg","ratio_iod_cv2","ratio_cv2_iod","gap"
1,0.0100135403218188,1,318,318,8682.2,5912399.5,0.015517125567487,680.979417659119,0.0784339703829811,8682.2,0.000115178180645459,680.900983688736
2,0.0199955915231288,319,635,317,4429.6,492016.4,0.0135127179612272,111.074679429294,0.0250755552260461,4429.6,0.000225754018421528,111.049603874068
3,0.0300091318449476,636,953,318,2929,111896.4,0.0125342589822793,38.2029361556845,0.0130429962976048,2929,0.000341413451689997,38.1898931593869
4,0.0399911830462575,954,1270,317,4656.6,2224159.4,0.0117998683907541,477.635914615814,0.102571815190442,4656.6,0.000214748958467551,477.533342800624
5,0.0500047233680763,1271,1588,318,2573.4,99152.7,0.0112504580062607,38.5298437864304,0.0149723493380082,2573.4,0.000388590969145877,38.5148714370924
6,0.0599867745693863,1589,1905,317,3650.2,543317.2,0.0107937164135178,148.845871459098,0.0407774564295376,3650.2,0.000273957591364857,148.805094002669
7,0.0700003148912051,1906,2223,318,6237.8,5021656.1,0.0103885278177412,805.036407066594,0.129057745850555,6237.8,0.000160312930841002,804.907349320743
8,0.0800138552130239,2224,2541,318,14377.8,88722936.1,0.0100400757986912,6170.8283673441,0.429191417834724,14377.8,6.95516699355952e-05,6170.39917592627
9,0.0899959064143338,2542,2858,317,2981.8,203612.8,0.00970725947157061,68.2851968609565,0.0229006629757048,2981.8,0.000335367898584747,68.2622961979808
10,0.100009446736153,2859,3176,318,35619,423101278.8,0.00945521612299353,11878.5277183526,0.333488523494555,35619,2.80749038434543e-05,11878.1942298291
11,0.109991497937463,3177,3493,317,5747,8809989.2,0.00909756341881512,1532.97184618062,0.266742969580758,5747,0.000174003828084218,1532.70510321104
12,0.120005038259281,3494,3811,318,3330.4,281624.9,0.00894387719172519,84.5618844583233,0.0253909093377142,3330.4,0.000300264232524622,84.5364935489856
13,0.129987089460591,3812,4128,317,9595,5822166.1,0.00863248914538724,606.791672746222,0.0632404036212842,9595,0.000104220948410631,606.728432342601
14,0.14000062978241,4129,4446,318,3241.6,408224,0.00840773108625613,125.932872655479,0.0388489858882894,3241.6,0.000308489634748273,125.89402366959
