"comparison_name","analysis_label","dataset_key","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","regulation_direction","stat","pvalue","padj","greaterAbs_pvalue","greaterAbs_padj","lessAbs_pvalue","lessAbs_padj","empirical_p","empirical_bh","empirical_q","empirical_lfdr","neglog10_empirical_p","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","hc_pass","standard_flag","strong_alt_BH20_flag","strong_flag","lessAbs_alt_BH20_flag","weak_hbfss_flag","weak_flag","hbfss_flag","display_standard","display_strong","display_weak","display_hbfss","final_class","lfcSE","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier"
"RT4_ZT10","Raw","Raw","20","20","-",3.40816797503546,0.531395382956506,0.0139162722020009,"upregulated",0.288636595410045,0.772859487752154,0.968461311996031,1,1,0.399542793062803,NA,0.794125327806652,0.995924545897087,0.946606748949467,1,0.100110952384413,0.00139317126378304,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.84105339172807,4.97347004753248,3.6567373430351,0,11.5216775444757,0,0,13.9297948153113,0,0,0,6.73825447973944,1.98242930749219,3.73801250940371,8,FALSE
"RT4_ZT10","Raw","Raw","25","25","-",17.8324254236142,-1.78823415056889,-0.918585093440463,"downregulated",-2.61878955682875,0.00882423660266145,0.160243940872804,0.248363289400571,1,0.875818355299715,0.909816073649319,0.0179010955444325,0.344486568332966,0.328594957760699,0.598782583788338,1.74712038944791,1.60487874619275,0.0223630001696145,1.65046993290979,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.682847594953133,4.52133640684771,8.68475118970837,7.18364978628431,2.50471250966863,18.2597690899569,35.2285558631407,15.0013174934122,23.3883487086329,4.55805294540642,58.9937602430839,0.51038024903841,0.43958675533949,0.48593473061254,9,FALSE
"RT4_ZT10","Raw","Raw","31","31","Pcmt1",32.8636613859256,-0.0254761276247745,-0.0084915733417657,"downregulated",-0.0619401899285762,0.950610461991131,0.994890580621141,1,1,0.00890937801175217,0.0430472730887138,0.955341519875457,0.998958232261888,0.955213451640442,1,0.0198413470726739,0.000168484253867039,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.411302058552795,23.9630829562928,26.5113457370045,40.2284388031921,26.5499526024875,46.9536919456036,28.7047492218183,30.0026349868244,28.5857595327735,15.1935098180214,61.9434482552381,0.121237963009807,0.272851330766758,0.17053387282491,6,FALSE
"RT4_ZT10","Raw","Raw","35","35","Pcmt1",129.840791233256,-0.31882755082923,-0.202148399544625,"downregulated",-1.27221075562316,0.203298247127703,0.697520191643984,1,1,0.00328321853836067,0.022641791169117,0.250057154147557,0.892150217989498,0.848083440706555,1,0.601960715751944,0.121685395277992,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.250609067263435,118.911147500095,101.931553437104,127.868966195861,119.224315460227,110.862883760453,95.2475769633063,174.658196530442,185.807436963028,97.238462835337,166.657372686712,0.0439380949183776,0.125110078139072,0.0673236825124766,7,FALSE
"RT4_ZT10","Raw","Raw","37","37","Pcmt1",120.398866810187,-0.22260684774154,-0.114001737435352,"downregulated",-0.741619767952142,0.458317743076188,0.883351193926012,1,1,0.00480014980478739,0.0290416470828225,0.502538313158759,0.983056286011336,0.918161836304924,1,0.298830822347001,0.0340672329467931,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.300163044947185,70.984981587509,110.159212458932,102.007826965237,127.239395491166,146.078152719656,208.761812522315,91.0794276385741,119.540448955235,135.222237380391,92.9151723828572,0.0866216697084476,0.129036405604179,0.0994052506491803,9,FALSE
"RT4_ZT10","Raw","Raw","38","38","Pcmt1",43.7013591290777,-0.504719529261916,-0.203270959802045,"downregulated",-1.25794306738326,0.208412346770186,0.703100653596467,1,1,0.108523680091432,0.199595391839966,0.255408256936214,0.895378335829136,0.850791365192807,1,0.592765066806861,0.120491924066954,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.401226050962561,34.8142903327273,30.1680830800396,22.9876793161098,40.0754001546981,52.1707688284484,56.1047371153722,17.1443628496139,55.8721663595119,79.0062510537114,48.6698522005442,0.142147656034943,0.223796058050877,0.169185059023037,8,FALSE
"RT4_ZT10","Raw","Raw","89","89","Tab2",50.8517243806599,-0.175035795866843,-0.0846259675985452,"downregulated",-0.55906104624261,0.576120058462244,0.924291491397379,1,1,0.00420785351975915,0.0265971619898682,0.613243361422923,0.99342330656499,0.931929926560846,1,0.212367144488063,0.0179717750884424,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.313088878295564,45.2133640684771,53.022691474009,64.6528480765588,37.0697451430957,40.4323458420475,63.933305084959,75.006587467061,48.0760501233009,50.1385823994707,30.9717241276191,0.050859395167813,0.202879647900408,0.0970788451651053,10,FALSE
"RT4_ZT10","Raw","Raw","90","90","Tab2",18.3619531103321,0.212040436088445,0.0747503765819061,"upregulated",0.51537539507114,0.606290722740377,0.931646387318022,1,1,0.0277349657266495,0.0865551706518045,0.641249250911173,0.993925053781377,0.93470871196906,1,0.192973129210083,0.0144248140786425,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.41142910219681,13.5640092205431,26.9684379048839,24.4244092733666,19.0358150734816,14.3469614278233,15.6571359391736,12.8582721372105,20.7896432965626,19.7515627634278,16.2232840668481,1e-08,0.429073942497259,0.144424868631058,10,FALSE
"RT4_ZT10","Raw","Raw","143","143","Ust",15.9060741085916,0.915124088993068,0.286302483679102,"upregulated",1.71547459384221,0.0862582495091296,0.499449020349147,1,1,0.436792363889977,0.519434128347813,0.120909571795179,0.741813027886001,0.729680273736284,1,0.917539316895388,0.262693785300376,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.533452429011748,18.9896129087604,20.5691475545725,30.1713291023941,23.5442975908851,10.4341537656897,11.7428519543802,4.28609071240349,15.5922324724219,4.55805294540642,19.1729720790023,0.125986908477666,0.483735832149267,0.262107941983157,7,FALSE
"RT4_ZT10","Raw","Raw","214","214","LOC365036",1.66534045068912,3.7475306663341,0.054521625693341,"upregulated",1.67027397371633,0.0948651700475581,0.521153184452187,0.220735734275616,NA,0.889632132862192,NA,0.131017645648575,0.761723352469584,0.745222101103338,1,0.882670208987573,0.0481246147450835,0.0223630001696145,1.65046993290979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",2.24366225260393,0,3.6567373430351,11.4938396580549,1.50282750580118,0,0,0,0,0,0,7.09877307924037,3.97856444094923,4.92146871694795,9,FALSE
