"rank","feature_id","mu","empirical_variance.x","NB2","NB2_NB1","alpha_mu","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d2_spline"
1,"615",0,0,0,0,0,0,0,0,-0.49458019380752,-1.07570960824829e-07
2,"1576",0,0,0,0,0,0,0,0,-0.493708226461325,-1.03349023804251e-07
3,"2563",0,0,0,0,0,0,0,0,-0.492836362464154,-9.91270867836718e-08
4,"4092",0,0,0,0,0,0,0,0,-0.49196459759407,-9.49051497630931e-08
5,"4175",0,0,0,0,0,0,0,0,-0.491092927629135,-9.06832127425145e-08
6,"4303",0,0,0,0,0,0,0,0,-0.490221348347413,-8.64612757219357e-08
7,"5091",0,0,0,0,0,0,0,0,-0.489349855526967,-8.2239338701357e-08
8,"6569",0,0,0,0,0,0,0,0,-0.48847844494586,-7.80174016807783e-08
9,"7344",0,0,0,0,0,0,0,0,-0.487607112382154,-7.37954646601997e-08
10,"7829",0,0,0,0,0,0,0,0,-0.486735853613913,-6.9573527639621e-08
11,"7955",0,0,0,0,0,0,0,0,-0.4858646644192,-6.53515906190423e-08
12,"8233",0,0,0,0,0,0,0,0,-0.484993540576077,-6.11296535984636e-08
13,"8739",0,0,0,0,0,0,0,0,-0.484122477862608,-5.69077165778849e-08
14,"9340",0,0,0,0,0,0,0,0,-0.483251472056856,-5.26857795573062e-08
15,"10879",0,0,0,0,0,0,0,0,-0.482380518936882,-4.84638425367275e-08
16,"11859",0,0,0,0,0,0,0,0,-0.481509614280752,-4.42419055161488e-08
17,"11945",0,0,0,0,0,0,0,0,-0.480638753866527,-4.00199684955701e-08
18,"12443",0,0,0,0,0,0,0,0,-0.479767933472271,-3.57980314749914e-08
19,"14901",0,0,0,0,0,0,0,0,-0.478897148876046,-3.15760944544127e-08
20,"15086",0,0,0,0,0,0,0,0,-0.478026395855915,-2.7354157433834e-08
21,"15183",0,0,0,0,0,0,0,0,-0.477155670189942,-2.31322204132553e-08
22,"15943",0,0,0,0,0,0,0,0,-0.47628496765619,-1.89102833926766e-08
23,"15997",0,0,0,0,0,0,0,0,-0.47541428403272,-1.46883463720979e-08
24,"16805",0,0,0,0,0,0,0,0,-0.474543615097597,-1.04664093515192e-08
25,"17276",0,0,0,0,0,0,0,0,-0.473672956628884,-6.2444723309405e-09
26,"17327",0,0,0,0,0,0,0,0,-0.472802304404643,-2.02253531036182e-09
27,"17662",0,0,0,0,0,0,0,0,-0.471931654202937,2.19940171021689e-09
