"crossing_rank","crossing_type"
26.853803230394,"sign_change"
1550.31445790484,"sign_change"
3311.67434025816,"sign_change"
3827.26941759966,"sign_change"
3926.00025160338,"sign_change"
4200.72788271664,"sign_change"
4337.8038930393,"sign_change"
4798.1370339277,"sign_change"
5158.46705409543,"sign_change"
5451.18063733745,"sign_change"
5939.87905506723,"sign_change"
6214.32059430089,"sign_change"
7029.88468263704,"sign_change"
7732.35994262535,"sign_change"
7984.53987838972,"sign_change"
8171.11407146465,"sign_change"
9426.06871222233,"sign_change"
10090.6085898632,"sign_change"
10929.1090603084,"sign_change"
11510.2165987013,"sign_change"
12166.576063776,"sign_change"
12511.989776596,"sign_change"
13019.946351175,"sign_change"
13383.7609262158,"sign_change"
13605.3107985229,"sign_change"
13970.9618800253,"sign_change"
14294.8123064152,"sign_change"
14618.9088831648,"sign_change"
14667.0870689256,"sign_change"
14893.1285384422,"sign_change"
15616.132484403,"sign_change"
15984.664094353,"sign_change"
16141.5023595328,"sign_change"
16224.9774232451,"sign_change"
16637.0726920321,"sign_change"
16683.8771473476,"sign_change"
17263.1804706433,"sign_change"
17942.130773665,"sign_change"
18445.9637144135,"sign_change"
19100.7183944988,"sign_change"
20073.4009220544,"sign_change"
20712.1446928648,"sign_change"
21939.2332764103,"sign_change"
22606.3084602168,"sign_change"
23425.2497820594,"sign_change"
24056.5090569473,"sign_change"
24270.3444257653,"sign_change"
24685.5682388757,"sign_change"
25602.821554258,"sign_change"
26291.3330220695,"sign_change"
26713.6029312634,"sign_change"
27348.0110794108,"sign_change"
27849.6414158412,"sign_change"
28298.1557433352,"sign_change"
28471.0548610403,"sign_change"
28864.8214972208,"sign_change"
29557.2157506478,"sign_change"
29700.1997675219,"sign_change"
29765.8488223788,"sign_change"
31742.2013066982,"sign_change"
