"rank","feature_id","mu","empirical_variance.x","NB2","NB2_NB1","alpha_mu","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d2_spline"
1,"615",0,0,0,0,0,0,0,0,-0.456244825519853,-9.87967113432903e-08
2,"1576",0,0,0,0,0,0,0,0,-0.455387848582766,-9.49177820771917e-08
3,"2563",0,0,0,0,0,0,0,0,-0.45453096656346,-9.10388528110931e-08
4,"4092",0,0,0,0,0,0,0,0,-0.453674175583008,-8.71599235449945e-08
5,"4175",0,0,0,0,0,0,0,0,-0.452817471762479,-8.32809942788958e-08
6,"4303",0,0,0,0,0,0,0,0,-0.451960851222944,-7.94020650127972e-08
7,"5091",0,0,0,0,0,0,0,0,-0.451104310085475,-7.55231357466986e-08
8,"6569",0,0,0,0,0,0,0,0,-0.45024784447114,-7.16442064805999e-08
9,"7344",0,0,0,0,0,0,0,0,-0.449391450501013,-6.77652772145013e-08
10,"7829",0,0,0,0,0,0,0,0,-0.448535124296163,-6.38863479484027e-08
11,"7955",0,0,0,0,0,0,0,0,-0.44767886197766,-6.0007418682304e-08
12,"8233",0,0,0,0,0,0,0,0,-0.446822659666577,-5.61284894162054e-08
13,"8739",0,0,0,0,0,0,0,0,-0.445966513483983,-5.22495601501068e-08
14,"9340",0,0,0,0,0,0,0,0,-0.445110419550949,-4.83706308840081e-08
15,"10879",0,0,0,0,0,0,0,0,-0.444254373988545,-4.44917016179095e-08
16,"11859",0,0,0,0,0,0,0,0,-0.443398372917844,-4.06127723518109e-08
17,"11945",0,0,0,0,0,0,0,0,-0.442542412459914,-3.67338430857122e-08
18,"12443",0,0,0,0,0,0,0,0,-0.441686488735828,-3.28549138196136e-08
19,"14901",0,0,0,0,0,0,0,0,-0.440830597866656,-2.8975984553515e-08
20,"15086",0,0,0,0,0,0,0,0,-0.439974735973468,-2.50970552874163e-08
21,"15183",0,0,0,0,0,0,0,0,-0.439118899177336,-2.12181260213177e-08
22,"15943",0,0,0,0,0,0,0,0,-0.438263083599329,-1.73391967552191e-08
23,"15997",0,0,0,0,0,0,0,0,-0.437407285360519,-1.34602674891204e-08
24,"16805",0,0,0,0,0,0,0,0,-0.436551500581977,-9.58133822302179e-09
25,"17276",0,0,0,0,0,0,0,0,-0.435695725384773,-5.70240895692317e-09
26,"17327",0,0,0,0,0,0,0,0,-0.434839955889978,-1.82347969082455e-09
27,"17662",0,0,0,0,0,0,0,0,-0.433984188218663,2.0554495752741e-09
28,"18017",0,0,0,0,0,0,0,0,-0.433128418491898,5.93437884137273e-09
29,"18057",0,0,0,0,0,0,0,0,-0.432272642830754,9.81330810747136e-09
30,"18159",0,0,0,0,0,0,0,0,-0.431416857356302,1.369223737357e-08
31,"18903",0,0,0,0,0,0,0,0,-0.430561058189613,1.75711666396686e-08
32,"18905",0,0,0,0,0,0,0,0,-0.429705241451757,2.14500959057673e-08
33,"19175",0,0,0,0,0,0,0,0,-0.428849403263805,2.53290251718659e-08
34,"20285",0,0,0,0,0,0,0,0,-0.427993539746828,2.92079544379645e-08
35,"22275",0,0,0,0,0,0,0,0,-0.427137647021897,3.30868837040632e-08
36,"22781",0,0,0,0,0,0,0,0,-0.426281721210082,3.69658129701618e-08
37,"22831",0,0,0,0,0,0,0,0,-0.425425758432454,4.08447422362604e-08
38,"22963",0,0,0,0,0,0,0,0,-0.424569754810084,4.47236715023591e-08
39,"23058",0,0,0,0,0,0,0,0,-0.423713706464042,4.86026007684577e-08
40,"23773",0,0,0,0,0,0,0,0,-0.422857609515399,5.24815300345545e-08
41,"23880",0,0,0,0,0,0,0,0,-0.422001460085227,5.6360459300655e-08
42,"24206",0,0,0,0,0,0,0,0,-0.421145254294595,6.02393885667536e-08
43,"24516",0,0,0,0,0,0,0,0,-0.420288988264574,6.41183178328522e-08
44,"24944",0,0,0,0,0,0,0,0,-0.419432658116236,6.79972470989509e-08
45,"25351",0,0,0,0,0,0,0,0,-0.41857625997065,7.18761763650495e-08
46,"25496",0,0,0,0,0,0,0,0,-0.417719789948889,7.57551056311481e-08
47,"25630",0,0,0,0,0,0,0,0,-0.416863244172021,7.96340348972468e-08
48,"27113",0,0,0,0,0,0,0,0,-0.416006618761119,8.3512964163347e-08
49,"27115",0,0,0,0,0,0,0,0,-0.415149909837253,8.7391893429444e-08
50,"27946",0,0,0,0,0,0,0,0,-0.414293113521493,9.12708226955426e-08
51,"30561",0,0,0,0,0,0,0,0,-0.41343622593491,9.51497519616413e-08
52,"30795",0,0,0,0,0,0,0,0,-0.412579243198575,9.90286812277399e-08
53,"31054",0,0,0,0,0,0,0,0,-0.41172216143356,1.02907610493839e-07
54,"31291",0,0,0,0,0,0,0,0,-0.410864976760933,1.06786539759937e-07
55,"32097",0,0,0,0,0,0,0,0,-0.410007685301767,1.10665469026036e-07
56,"33459",0,0,0,0,0,0,0,0,-0.409150283177132,1.14544398292133e-07
57,"33464",0,0,0,0,0,0,0,0,-0.408292766508099,1.18423327558233e-07
58,"34738",0,0,0,0,0,0,0,0,-0.407435131415738,1.22302256824332e-07
59,"34964",0,0,0,0,0,0,0,0,-0.40657737402112,1.2618118609043e-07
60,"35232",0,0,0,0,0,0,0,0,-0.405719490445316,1.30060115356529e-07
61,"36051",0,0,0,0,0,0,0,0,-0.404861476809397,1.33939044622628e-07
