"feature_id","gene_symbol","lfc_shrunk","empirical_p","padj","HBFSS","hc_pass","weak_cnh_pass","strong_cnh_pass","standard_pass","hbfss_pass","plot_class","overlap_standard_hbfss"
"248551","Mbp",-0.0265490162423381,0.229759294278123,0.763498150926664,0.0169575711452269,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"25328","-",-6.46163967501014e-05,0.982457896141516,0.992936720946053,4.96645019086607e-07,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"8277","Apoe",-0.0163378693686608,0.270346751194086,0.763498150926664,0.0092811979615676,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"415923","-",-0.0255261073176016,0.208492995549567,0.763498150926664,0.0173809442315749,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"156760","Uchl1",-0.0119691201064103,0.392796746735775,0.784429307476704,0.00485745336136412,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"412143","Yipf1",-0.0021135112820182,0.90585790815692,0.966198716603344,9.07540052004944e-05,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"111059","-",0.0132525906028891,0.42614873553862,0.786777891798226,0.00490927370483752,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"506371","Fxyd2",0.019913351348923,0.224777490107871,0.763498150926664,0.0129087739056261,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"263417","Mblac2",0.0168039775885852,0.192003810788373,0.763498150926664,0.0120432452449018,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"55601","Bc1",-0.0164915537956097,0.404505147109021,0.785089039087716,0.0064824331398006,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"359542","Cyp24a1",0.00616986908736395,0.706278511116311,0.893023796636251,0.000931798353342259,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"179269","Lcp1",-0.035549525926897,0.155532190532301,0.763498150926664,0.0287304056007298,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"437093","Clstn1",-0.0212613340946489,0.292987034058877,0.763498150926664,0.0113355142614913,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"278624","Atp1a1",-0.011392716415919,0.570749084278396,0.834319146563121,0.00277475050186752,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"339719","Stmn3",-0.0308241108227532,0.109712626805601,0.763498150926664,0.0295832365123826,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"335788","Cst3",0.0133607426813583,0.488026142146976,0.806503443944584,0.00416263175155933,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"568576","-",0.0264611583189746,0.143919259203428,0.763498150926664,0.0222771486786781,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"163095","Atp5me",0.0117710869039279,0.410010117252524,0.785089039087716,0.00455782872693259,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"206283","Cpe",0.0256093871775292,0.130213562355841,0.763498150926664,0.0226731116368946,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
