"rank_index","n_lead","n_rem","lead_mean_abs","lead_sd_dev","lead_skew_abs","lead_distortion","rem_mean_abs","rem_sd_dev","rem_skew_abs","rem_distortion","total_distortion","split_score"
4990,4990,26668,0.105372380848604,0.65070247456782,0.14512836327357,0.82863903705321,0.115635724649726,0.237752364913999,0.0782112136899291,0.39249369640869,1.2211327334619,-1.2211327334619
4991,4991,26667,0.105323084257338,0.650540739454466,0.145053024727642,0.828390336075626,0.115634785992153,0.237775563641658,0.0782074742920457,0.392514086779833,1.22090442285546,-1.22090442285546
4992,4992,26666,0.105316872805403,0.650375437815097,0.145056261417826,0.828220441329413,0.115641909306568,0.237798226560064,0.0782232396580111,0.392551755695638,1.22077219702505,-1.22077219702505
4993,4993,26665,0.106277681560462,0.651606118351971,0.141540017580885,0.828653808702876,0.115830106452494,0.23743986302766,0.0762491876318871,0.391394563296098,1.22004837199897,-1.22004837199897
4994,4994,26664,0.106644636523318,0.651644306912421,0.14189473512172,0.829236310996599,0.115907164691037,0.237399087883291,0.0762746984031907,0.391443601775923,1.22067991277252,-1.22067991277252
4995,4995,26663,0.106722312540342,0.651488060185014,0.142045074968033,0.829232910209372,0.115930063221069,0.237416643461565,0.0763253208943281,0.391509367129798,1.22074227733917,-1.22074227733917
4996,4996,26662,0.10670299035263,0.651323302561853,0.142024099681022,0.829038342754994,0.115934793501091,0.237439608666416,0.0763353617976643,0.39154208306634,1.22058042582133,-1.22058042582133
4997,4997,26661,0.106144935037826,0.651629205845026,0.141866543532248,0.828707412648976,0.115838549375806,0.237363020312845,0.0764535556692178,0.391428347523261,1.22013576017224,-1.22013576017224
4998,4998,26660,0.105974447279989,0.651507917782186,0.141587259383667,0.828275994754008,0.11581491417966,0.237380208981011,0.0764008896159243,0.391395567968634,1.21967156272264,-1.21967156272264
4999,4999,26659,0.105876579259263,0.651357190222763,0.141425144061013,0.827946341512533,0.115804881812574,0.237402332903269,0.0763757142668161,0.391395071849251,1.21934141336178,-1.21934141336178
5000,5000,26658,0.106061578669092,0.651243830690556,0.141726866654416,0.828168842686856,0.115847896236395,0.237405610764,0.0764524025865114,0.391479708293651,1.21964855098051,-1.21964855098051
5001,5001,26657,0.106199122562355,0.651107348928935,0.141969072567149,0.828291007774865,0.11588202485121,0.237416274380478,0.0765211241440139,0.391558861303695,1.21984986907856,-1.21984986907856
5002,5002,26656,0.105989405659426,0.651008888369546,0.141636370915729,0.827816479486836,0.115851002837365,0.237429119773072,0.0764576007529259,0.391508922986901,1.21932540247374,-1.21932540247374
5003,5003,26655,0.105797411485732,0.650899700400825,0.141326709152748,0.827360466462931,0.115823289221065,0.237444059803639,0.0763984958243597,0.391466596936883,1.21882706339981,-1.21882706339981
5004,5004,26654,0.106166856574337,0.650941564079663,0.141678317884722,0.827947579596362,0.115900963263388,0.237402291348666,0.0764216882559726,0.39151409874004,1.2194616783364,-1.2194616783364
5005,5005,26653,0.106330504367973,0.650817191287304,0.141954960555512,0.828125175933033,0.115940025471281,0.237409071085487,0.0764956518500676,0.391596922481803,1.21972209841484,-1.21972209841484
5006,5006,26652,0.106317887312612,0.650652507637646,0.141946172118343,0.82794348100943,0.115945995362873,0.237431902092236,0.0765086807845934,0.391632237847406,1.21957571885684,-1.21957571885684
5007,5007,26651,0.10665430113062,0.650659288547433,0.142315139854251,0.828471159605179,0.116017538189388,0.237399995783115,0.0765536387930144,0.39169435336901,1.22016551297419,-1.22016551297419
5008,5008,26650,0.107107708718097,0.650806303090311,0.142552876544209,0.829190450080512,0.116111096802424,0.237328943902941,0.0764894954997205,0.391684788455225,1.22087523853574,-1.22087523853574
5009,5009,26649,0.107021290522554,0.65065280917181,0.142410750757174,0.828879475072952,0.116103229717882,0.237351493326853,0.0764692930882305,0.39168936958885,1.2205688446618,-1.2205688446618
5010,5010,26648,0.106672782660512,0.65067236235045,0.141980227125924,0.828335258573924,0.116046080968685,0.237339539499694,0.0764057892086259,0.391588515072692,1.21992377364662,-1.21992377364662
