"rank_index","n_lead","n_rem","lead_mean_abs","lead_sd_dev","lead_skew_abs","lead_distortion","rem_mean_abs","rem_sd_dev","rem_skew_abs","rem_distortion","total_distortion","split_score"
5003,5003,26655,0.105797411485732,0.650899700400825,0.141326709152748,0.827360466462931,0.115823289221065,0.237444059803639,0.0763984958243597,0.391466596936883,1.21882706339981,-1.21882706339981
