"cutoff_rule","cutoff_mode","fixed_top_n_requested","empiric_rank_selected","normalized_cutoff_quantile","raw_cutoff_quantile","treatment_cutoff_normalized","control_cutoff_normalized","composite_cutoff_normalized","treatment_cutoff_raw","control_cutoff_raw","composite_cutoff_raw","selected_reason","comparison_name"
"first_terminal_crossing_no_later_recrossing","terminal_crossing",5000,4698,0.851601490934361,0.851601490934361,0.000766500761492468,0.000479199945740075,0.000622850353616272,0.00117722535702491,0.000577891732883233,0.00087755854495407,"first_terminal_crossing","RT4_ZT10"
