"comparison_name","selected_reason","crossing_id","terminal_crossing","n_later_recrossings","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT4_ZT10","first_terminal_crossing","crossing_1",TRUE,0,0.153231797009688,4698,0.15,0.16,0.0252803941072561,-0.0529435600318003
