"comparison_name","analysis_label","dataset_key","feature_id","orig_id","gene_symbol","baseMean","log2FoldChange","lfc_shrunk","regulation_direction","stat","pvalue","padj","greaterAbs_pvalue","greaterAbs_padj","lessAbs_pvalue","lessAbs_padj","empirical_p","empirical_p_calc","empirical_p_plot","empirical_bh","empirical_q","empirical_lfdr","neglog10_empirical_p_calc","neglog10_empirical_p_plot","neglog10_empirical_p","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","hc_pass","standard_flag","strong_alt_flag","strong_flag","lessAbs_alt_flag","weak_region_hbfss_flag","weak_hbfss_flag","weak_flag","hbfss_flag","display_standard","display_strong","display_weak","display_hbfss","final_class","lfcSE","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier"
"RT4_ZT10","Rem_NormEVS","Rem","20","20","-",3.35475797532926,0.458622214519146,0.0213269418304732,"upregulated",0.282503849721063,0.777557195102084,0.961446243435879,1,1,0.369386014660375,NA,0.798473287040674,0.798473287040674,0.798473287040674,0.991195996072492,0.934010893804305,1,0.0977396086236687,0.0977396086236687,0.0977396086236687,0.0020844869476502,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.62341934445134,4.80070591104821,3.49019333758729,0,11.1096037417476,0,0,14.1470767629095,0,0,0,6.71533349112997,1.51507739946957,2.83421776143772,9,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","25","25","-",17.8983825861243,-1.83327193455286,-1.36661438371966,"downregulated",-3.09865723177377,0.00194399787031328,0.0550470638604464,0.159005570449673,1,0.920497214775163,0.948088910484406,0.00510191239952063,0.00510191239952063,0.00510191239952063,0.167327741113784,0.156537022733566,0.422048593061318,2.29226700255324,2.29226700255324,2.29226700255324,3.13264505701521,0.0339201556248525,1.46954216387819,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Std",0.591634310421432,4.36427810095292,8.28920917676983,7.0920711359759,2.41513124820599,18.741653281823,36.3252536674602,15.2353134369795,23.344164161812,4.53584507344862,58.6409065778151,0.524635639553625,0.192588140273092,0.346563750595608,11,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","31","31","Pcmt1",32.7236561346445,-0.0706259425748926,-0.0357825652375146,"downregulated",-0.206379872892167,0.836494191523025,0.970472365188548,1,1,0.00330605168224533,0.0189961131841596,0.852034210219708,0.852034210219708,0.852034210219708,0.991656294467746,0.93790152900005,1,0.069542967426527,0.069542967426527,0.069542967426527,0.00248842576875005,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.342213325287755,23.1306739350505,25.3039016975079,39.7155983614651,25.6003912309835,48.1928227246877,29.5983548401527,30.470626873959,28.5317561977702,15.1194835781621,61.5729519067059,0.129431896935115,0.0908565845374125,0.108066718090298,9,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","35","35","Pcmt1",129.053434820652,-0.363085095078683,-0.298704588343516,"downregulated",-1.91693235849294,0.0552465255331892,0.376276030839245,1,1,0.000386011288163641,0.0043354439338897,0.0831846591266452,0.0831846591266452,0.0831846591266452,0.622617657357111,0.59588780747117,1,1.07995675869667,1.07995675869667,1.07995675869667,0.322588039035287,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.189409445497667,114.780514055062,97.2891392852458,126.238866220371,114.960247414605,113.788609211068,98.2127228786887,177.382577873404,185.456415285507,96.7646949002373,165.660561082328,0.043132240970036,0.0282088363417707,0.0350248583532433,9,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","38","38","Pcmt1",43.5313138443714,-0.53786082067035,-0.340707140676233,"downregulated",-1.66956377593697,0.0950057023895539,0.485495300020425,1,1,0.0757122999143293,0.141777566062179,0.131316441909452,0.131316441909452,0.131316441909452,0.724466126582518,0.699497661555386,1,0.881680893228911,0.881680893228911,0.881680893228911,0.300394976120889,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.322156498854619,33.6049413773374,28.7940950350952,22.6946276351229,38.6420999712958,53.5475808052085,57.851329914844,17.4117867851194,55.7666143865509,78.6213146064428,48.3787479266975,0.145137802403944,0.066698550135586,0.100575837268065,11,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","90","90","Tab2",18.1761977616401,0.167087054006182,0.0803470474456825,"upregulated",0.450366806841178,0.652445974896611,0.92980207082196,1,1,0.0123829314409548,0.0460049992934536,0.683981622171117,0.683981622171117,0.683981622171117,0.987199526501329,0.923806604878945,1,0.164955567134998,0.164955567134998,0.164955567134998,0.0132536927790251,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.371002150842581,13.0928343028587,25.7401758647063,24.1130418623181,18.3549974863655,14.7255847214323,16.1445571855379,13.0588400888396,20.7503681438329,19.6553286516107,16.1262493088992,1e-08,0.188770471405397,0.106544692200333,6,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","143","143","Ust",15.6779034617754,0.87251123666306,0.435973460834882,"upregulated",1.86231401722642,0.0625588408177594,0.397983161028473,1,1,0.392766482718652,0.465960435462067,0.0923487351119088,0.0923487351119088,0.0923487351119088,0.64395138787198,0.620782045130992,1,1.03456904865558,1.03456904865558,1.03456904865558,0.451044648615024,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",0.468509192645453,18.3299680240022,19.6323375239285,29.7866987710988,22.7022337331363,10.7095161610417,12.1084178891534,4.35294669627986,15.5627761078747,4.53584507344862,19.0582946377899,0.115709992418217,0.228614462469598,0.183871300903253,9,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","214","214","LOC365036",1.62865859040723,3.70181678427409,0.0856467339167917,"upregulated",1.74494677567292,0.0809941340959502,NA,0.202815496962464,NA,0.898592251518768,NA,0.114781463216391,0.114781463216391,0.114781463216391,0.695570603720081,0.670473392808522,1,0.940128243234695,0.940128243234695,0.940128243234695,0.0805189134959828,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",2.12144968309795,0,3.49019333758729,11.3473138175614,1.44907874892359,0,0,0,0,0,0,7.09284317277377,3.52129712289344,4.2791270895633,7,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","304","304","Sash1",3.02327314122696,1.28329208976869,0.121623666303406,"upregulated",1.14250358436819,0.25324475699593,0.708579314754182,0.800876863828429,1,0.599561568085786,NA,0.301800267404849,0.301800267404849,0.301800267404849,0.889758404381945,0.842515145900029,1,0.520280379761227,0.520280379761227,0.520280379761227,0.0632784072922887,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.12322806451269,2.61856686057175,5.23529000638094,5.67365690878072,2.89815749784719,5.35475808052085,0,3.2647100222099,5.18759203595823,0,0,0.102249667840518,1.7208279180161,1.04412532175779,10,FALSE
"RT4_ZT10","Rem_NormEVS","Rem","576","576","-",2.40906857654103,-0.857769961612236,-0.0432457540116319,"downregulated",-0.55803953997799,0.576817384412922,0.905321056991766,1,NA,0.463138232706888,NA,0.61401602983993,0.61401602983993,0.61401602983993,0.981882844716716,0.915855107800443,1,0.211820290780405,0.211820290780405,0.211820290780405,0.00916032818976175,0.0339201556248525,1.46954216387819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"BG",1.5371132333133,1.74571124038117,2.18137083599206,0,4.34723624677078,0,0,5.44118337034983,10.3751840719165,0,0,2.69558984302162,2.25659927476424,2.4074535173547,6,FALSE
