"comparison_name","analysis_label","dataset_key","n_features","n_weak","n_strong","n_standard","n_hbfss_total","n_hbfss_added_display","hc_p_threshold","hbfss_threshold","alpha_level","lfc_boundary"
"RT4_ZT10","Rem_NormEVS","Rem",24565,253,91,809,1062,0,0.0339201556248525,1.46954216387819,0.2,1
