"feature_id","rank","diff_emp","diff_nb"
"157795",1,350.852694872721,874.816084022781
"112224",1,114.074258516123,290.754275375311
"572970",2,327.090217040831,438.362555820228
"37170",2,489.874859503047,938.99746527929
"56517",3,78.0411925279705,158.696610238246
"217083",3,188.018828342598,253.112384109477
"435225",4,94.147820122761,247.588001010953
"312769",4,71.7615494102426,197.188014961221
"221935",5,58.1453380102118,99.7089643046796
"379434",5,187.318226442024,405.43347144435
"513909",6,37.3748959794738,85.2297453196095
"299528",6,277.154532255725,690.075662716793
"71208",7,92.694931531396,122.36945017884
"11310",7,180.107093695374,236.661380962575
"172193",8,129.174581369481,223.259881455545
"167027",8,86.0504335352201,150.364944826828
"416922",9,73.3986860030418,156.618692470813
"124536",9,51.260035924041,92.4451899251686
"56594",10,88.5844826224293,146.365539482207
"481724",10,NA,NA
"60559",11,57.4885216610203,92.4258294422888
"287107",11,57.814926880049,247.064222194365
"426214",12,30.693771284229,65.2442409265569
"534198",12,155.622422545865,432.185868383252
"329429",13,553.789168694493,2365.18551285536
"410853",14,44.9783321605655,102.27049498134
"372469",14,50.4651429678714,134.789468665359
"263481",15,168.10647959175,175.518050935981
"38945",16,68.6804612642299,159.637116275513
"38928",16,45.6640957906204,57.0550710240664
"96935",17,169.682385796452,212.158763837999
"342491",17,34.2225659617051,71.6585872112646
"343726",18,43.0023092775784,110.926736245124
"419024",18,49.5385899009276,56.3568336024316
"120304",19,77.2544149369513,107.163737369448
"389837",19,26.5477908530715,145.626743394656
"39125",20,35.4906669986985,98.586454464077
"46012",20,54.3041608542387,118.780727646104
"135069",21,66.1587549953605,68.0607755696504
"409991",21,208.217914140378,363.50898843888
"75091",22,57.9579060711355,135.890614105408
"266648",22,72.2577835072707,96.1965767812186
"148936",23,32.3369877783575,83.9467561944695
"492548",23,58.9829808547754,55.4188283792482
"525889",24,26.1720832545187,41.3576794432224
"149776",24,90.8432177047982,162.626934845551
"57786",25,61.8342734309533,98.9206414292449
"553278",25,41.383841689159,56.0658132168924
"555084",26,30.5574972223597,80.7322621234141
"327664",26,28.597484727759,73.6413032565868
"125167",27,36.5112506240695,48.8041790162565
"149237",27,136.923708860337,222.91953839652
"373273",28,46.7522886048864,130.549414386906
"254185",28,30.6248633082572,78.3558917900925
"563670",29,91.2212242619805,118.126680313676
"457865",29,102.887728413135,291.113697834874
"141285",30,19.4243828343194,34.9539672460684
"515342",30,167.882593339071,305.192530616559
"131758",31,49.0934611971033,93.2182205024437
"531328",31,86.7000990546946,211.190048131008
"292406",32,38.2663092564909,136.193203354335
"200263",32,73.9389367407118,219.262898779599
"10226",33,95.1800173258079,149.857635115638
"281697",34,52.9125561831721,120.030431204919
"25153",34,58.6381637053388,92.2861597426417
"494843",35,34.3455114235467,108.826791886449
"161135",35,124.819248008639,343.395298971765
"359327",36,28.6271137700526,123.228474941515
"178462",36,411.947161864565,592.697025201645
"78329",37,50.750483053443,103.567807651279
"381674",37,35.8610838060238,36.9950307426683
"181655",38,49.8290477506095,111.68626430325
"425265",38,43.5664362710345,58.6327533448816
"241836",39,26.0272539035167,49.0904606252203
"191103",39,36.0941386823906,116.517660540449
"570244",40,20.4475275907581,64.5997479004168
"268905",40,54.5473059252738,115.072846675004
"532167",41,21.3650189909838,72.936847112565
