"feature_id","gene","baseMean","lfc","stat","pvalue","padj","emp_p","emp_q","lfdr","hc","hbfss_thr","hbfss","std","weak","strong","hbfss_sig","hbfss_only","overlap","dir"
"25","-",17.7473007366392,-1.18379022260826,-2.80874085649553,0.00497356633819248,0.0719993287821728,0.0257517006422596,0.344948860280296,0.619162518337184,0.0320824785169365,1.49373208787387,1.88127241949477,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"down"
"31","Pcmt1",32.9210089689327,-0.0140568549674932,-0.0921697095615483,0.926563203845682,0.979139643686448,0.941666030247466,0.933745298588752,1,0.0320824785169365,1.49373208787387,0.000366927435790146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"35","Pcmt1",131.572337144172,-0.203911693325493,-1.22611218817225,0.220156459869168,0.587403114530898,0.330332747860361,0.83175925307374,1,0.0320824785169365,1.49373208787387,0.0980913876911715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"37","Pcmt1",120.005959315364,-0.126146298430755,-0.787042219306473,0.431257151782484,0.777617589033424,0.532066717962942,0.888431171926124,1,0.0320824785169365,1.49373208787387,0.0345683629339921,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"38","Pcmt1",43.3968450020628,-0.235433958837171,-1.31551877798232,0.188335610653319,0.551285589285929,0.296288251899708,0.815985105614062,1,0.0320824785169365,1.49373208787387,0.124376362753691,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"89","Tab2",51.3406108629256,-0.0870710251299135,-0.54131331692006,0.588291643145424,0.861389503713508,0.667367769053981,0.908991916337737,1,0.0320824785169365,1.49373208787387,0.0152926996203619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"90","Tab2",18.5018936463306,0.10014735685221,0.62116076262269,0.534493853158407,0.836545631380373,0.621902047895811,0.902984024110441,1,0.0320824785169365,1.49373208787387,0.0206581977858553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"143","Ust",16.1557921866142,0.376946623871412,1.85644007016752,0.0633908577431587,0.321832003398054,0.14051435138512,0.677729333615526,1,0.0320824785169365,1.49373208787387,0.321263811129353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"214","LOC365036",1.68821232236006,0.0698213703152702,1.76867160758136,0.0769486930953268,0.360086834233317,0.16026032476742,0.705753072879518,1,0.0320824785169365,1.49373208787387,0.0555201370271469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"up"
"224","Sash1",45.7165056200158,-0.417008958022995,-2.08653493930126,0.0369301937138842,0.235649655946665,0.0976090880125078,0.593636041505402,1,0.0320824785169365,1.49373208787387,0.421391615808009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"708","-",10.6502603743695,-0.384364357384384,-1.99091844370447,0.0464898541738346,0.270956678746454,0.113959372219503,0.630389607719177,1,0.0320824785169365,1.49373208787387,0.362551661603991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
"829","-",3.74159400478324,-0.052031262677472,-0.666399322202508,0.505155895625726,0.821023261116726,0.596755106666872,0.899307474063927,1,0.0320824785169365,1.49373208787387,0.0116656097184668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"down"
