"index","rank","d1","d2","left_d1","right_d1","left_d2","right_d2","before_terminal_start","inside_terminal_block"
27,27,0.00105891392373339,1.76972338810496e-09,0.00105891375092288,0.00105891729036965,-1.42410236428137e-09,4.96354914049127e-09,TRUE,FALSE
933,933,0.00283402350445157,-2.08267031978955e-08,0.00283402993699644,0.00283398828359004,7.96161346013274e-09,-4.96150198559268e-08,TRUE,FALSE
1494,1494,0.00170809455006532,2.49782204393399e-10,0.00170809460493172,0.00170809510449613,-3.59515001727749e-10,8.5907941051455e-10,TRUE,FALSE
1548,1548,0.00170889255650176,-1.46054503980608e-09,0.0017088914373307,0.00170888851624062,3.69888714986313e-09,-6.61997722947529e-09,TRUE,FALSE
2969,2969,0.00026406818335951,1.23586648768458e-10,0.000264068292617266,0.000264068539790564,-3.42102161656124e-10,5.89275459192836e-10,TRUE,FALSE
3103,3103,0.000267651835263533,-2.09125453351458e-09,0.000267652458911373,0.000267648276402306,8.43958854964903e-10,-5.02646792199276e-09,TRUE,FALSE
4203,4203,-0.00135928513264032,1.65018028397042e-08,-0.00135929111761922,-0.00135925811401354,-4.5318450391752e-09,3.7535450718565e-08,TRUE,FALSE
5040,5040,0.000762467758540186,-2.61643631594651e-10,0.000762464912163075,0.000762464388875812,5.95439785357468e-09,-6.47768511676942e-09,TRUE,FALSE
5206,5206,0.000737819635135404,2.45053797827495e-09,0.000737818460369345,0.000737823361445302,-1.01005859843672e-10,5.00208181639355e-09,TRUE,FALSE
5405,5405,0.000754277376962465,-1.86545488646358e-09,0.000754274051565115,0.000754270320655343,8.51624958440507e-09,-1.22471593573322e-08,TRUE,FALSE
5839,5839,0.000398179899486612,6.27721783990775e-09,0.000398177004678563,0.000398189559114243,-4.87601742607045e-10,1.30420374224166e-08,TRUE,FALSE
5893,5893,0.000401818556839031,-3.47505968945776e-09,0.000401820056415155,0.000401813106295776,4.75907441885895e-10,-7.42602682080146e-09,TRUE,FALSE
6422,6422,0.000101475918176451,3.507956577729e-09,0.000101474558905135,0.000101481574818291,-7.89413946959616e-10,7.8053271024176e-09,TRUE,FALSE
7401,7401,0.000372793926242123,-3.21720944556308e-09,0.000372795199661036,0.000372788765242145,6.70371620922993e-10,-7.10479051204916e-09,TRUE,FALSE
8549,8549,-0.00027087976668458,2.43341694800826e-09,-0.000270880026806925,-0.000270875159973029,-1.91317225754487e-09,6.78000615356137e-09,TRUE,FALSE
9188,9188,0.000375060962138547,-1.40359231450763e-08,0.000375065929822125,0.000375037857975835,4.10055598822324e-09,-3.21724022784077e-08,TRUE,FALSE
9531,9531,3.88019468808817e-05,3.69315761971738e-09,3.88042396442365e-05,3.8811625959476e-05,-8.27868432935537e-09,1.56649995687902e-08,TRUE,FALSE
9672,9672,6.17610315636402e-05,-2.44810012916267e-09,6.17620350103028e-05,6.17571388100445e-05,4.41206803941216e-10,-5.33740706226655e-09,TRUE,FALSE
9748,9748,5.72323387555308e-05,2.8019653893723e-10,5.72337016225195e-05,5.72342620155974e-05,-3.00593051640326e-09,3.56632359427771e-09,TRUE,FALSE
10816,10816,0.000719092785694929,-1.97649806713824e-09,0.000719091823132255,0.000719087870136121,3.90162341499495e-09,-7.8546195492714e-09,TRUE,FALSE
11527,11527,8.7742960249116e-05,7.10412107365178e-10,8.77439161255001e-05,8.77453369497149e-05,-2.62216487571679e-09,4.04298909044712e-09,TRUE,FALSE
11826,11826,0.000172818794027893,-4.36191626631375e-09,0.000172820580549958,0.000172811856717426,7.88872135416507e-10,-9.51270466803493e-09,TRUE,FALSE
12111,12111,0.000122653394912632,2.18256823985649e-09,0.000122652536387844,0.000122656901524324,-4.65518662910533e-10,4.83065514262352e-09,TRUE,FALSE
12224,12224,0.000132994279605862,-1.35944946268841e-09,0.000132993598922802,0.000132990880023876,2.72081558377168e-09,-5.4397145091485e-09,TRUE,FALSE
12892,12892,-0.00043175668821592,7.99619169293932e-09,-0.000431758611782358,-0.000431742619398972,-4.14905881782673e-09,2.01414422037053e-08,TRUE,FALSE
13384,13384,-0.000154737273785519,-4.67788379891277e-09,-0.000154736074360731,-0.000154745430128329,2.27903422250262e-09,-1.16348018203281e-08,TRUE,FALSE
13909,13909,-0.000459656346925122,4.0624777421261e-09,-0.000459654673272713,-0.000459646548317229,-7.40978256079076e-09,1.5534738045043e-08,TRUE,FALSE
14226,14226,-0.000213650210457464,-7.5780852465471e-09,-0.000213649421563481,-0.000213664577733975,6.00029728258652e-09,-2.11564677756569e-08,TRUE,FALSE
14583,14583,-0.000612685529786149,3.34333038195771e-09,-0.000612680103604288,-0.000612673416943524,-1.41956941046037e-08,2.0882354868519e-08,TRUE,FALSE
15212,15212,7.49378116757998e-05,-4.74658443050802e-09,7.49382358274762e-05,7.49287426586152e-05,3.89828107758943e-09,-1.33914499386054e-08,TRUE,FALSE
15423,15423,1.51818093662158e-05,2.7109662986157e-08,1.51700870889319e-05,1.52243064149042e-05,-3.66510841835086e-09,5.78844343906649e-08,TRUE,FALSE
15888,15888,0.00137338313501786,-9.60336027976142e-09,0.00137338535493894,0.00137336614821838,5.16351812473347e-09,-2.43702386842042e-08,TRUE,FALSE
16923,16923,-0.000541354179528524,8.4172978356581e-10,-0.000541354090590746,-0.000541352407131178,-1.01960534088579e-09,2.70306490801741e-09,TRUE,FALSE
17702,17702,-6.3135939465947e-05,-2.68777315511136e-09,-6.3136649678905e-05,-6.31420252252152e-05,4.10819907112963e-09,-9.48374538135232e-09,TRUE,FALSE
17891,17891,-9.04696587149854e-05,4.06226434122005e-09,-9.04649694949092e-05,-9.04568449662268e-05,-1.34407044936099e-08,2.156523317605e-08,TRUE,FALSE
18337,18337,0.000522641618086694,-2.08101247898376e-10,0.000522636599320797,0.000522636183118301,1.02456330420091e-08,-1.06618355378059e-08,TRUE,FALSE
19244,19244,-0.000500953446362136,1.03469763840049e-09,-0.000500950146144935,-0.000500948076749659,-7.63513203944892e-09,9.7045273162499e-09,TRUE,FALSE
20071,20071,0.000402059288551311,-4.87464909306276e-10,0.000402058282949198,0.00040205730801938,2.49866913525832e-09,-3.47359895387087e-09,TRUE,FALSE
21230,21230,-0.000394259811003757,9.46609457822233e-10,-0.000394259622723379,-0.000394257729504464,-1.3231702142877e-09,3.21638912993215e-09,TRUE,FALSE
21664,21664,-0.000250617168394646,-2.62342262117472e-09,-0.000250617462998803,-0.000250622709844045,3.21263093390329e-09,-8.45947617625274e-09,TRUE,FALSE
22491,22491,-0.00197117071930379,6.92048967451985e-09,-0.00197116889849413,-0.00197115505751479,-1.05621089764994e-08,2.44030883255391e-08,TRUE,FALSE
23381,23381,0.00163827364238797,-3.83099397078895e-09,0.00163826862780988,0.00163826096582193,1.38601501620553e-08,-2.15221381036332e-08,TRUE,FALSE
24576,24576,-0.00156230693232287,1.58875035440414e-08,-0.00156231392947917,-0.00156228215447208,-1.8931909451205e-09,3.36681980332034e-08,TRUE,FALSE
