"index","rank","d1_here","d2_here","d1_left","d1_right","role"
23381,23381,0.00163827364238797,-3.83099397078895e-09,0.00163826862780988,0.00163826096582193,"cutoff_center"
24576,24576,-0.00156230693232287,1.58875035440414e-08,-0.00156231392947917,-0.00156228215447208,"terminal_start"
