"index","rank","d1_here","d2_here","d1_left","d1_right","role"
25015,25015,0.000634419036740506,-6.49739486545905e-09,0.000634420971692789,0.000634407976903058,"cutoff_center"
25957,25957,-0.000396639086418007,3.96144786693482e-09,-0.000396639688654841,-0.000396631765759107,"terminal_start"
