"comparison_name","selected_reason","crossing_id","crossing_rank","rank_cutoff","n_total","leading_edge_union_n","remainder_union_n"
"RT2_ZT8","last_local_amplitude_crossing_before_divergence","crossing_2",9746,9746,31534,15753,15781
