"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled","center_distance","center_agreement"
0.005,154,1,15546,0.385245596313239,0.424692988602544,1.00632156798772,0.0635828347796513,1,15546,1,15546,7773.5,7773.5,0.386250631990402,0.559090310049728,15546,0.72521000440344,0.184774924256543,0,1
0.01,308,1,15700,0.384670084446509,0.449301761625134,1.00503621132151,0.0517860870585255,1,15700,1,15700,7850.5,7850.5,0.387806823046075,0.559944364522457,15700,0.72362587578486,0.242455812953679,0,1
0.015,462,1,15854,0.383735776639505,0.461754315882366,1.00406189486418,0.0443186977277115,1,15854,1,15854,7927.5,7927.5,0.388061898903496,0.561190359939013,15854,0.721054141262602,0.271643550003679,0,1
0.02,616,1,16008,0.382536848058941,0.490044541032337,1.00319207973723,0.0298507597022263,1,16008,1,16008,8004.5,8004.5,0.390202322140432,0.562066174955878,16008,0.717754023253047,0.337953452029046,0,1
0.025,770,1,16162,0.368508426945409,0.357325825253336,1.00777814602181,0.0815880275311021,1,16162,1,16162,8081.5,8081.5,0.389328257300732,0.573806038485776,16162,0.679140009113376,0.0268719744662168,0,1
0.03,924,1,16316,0.380109592026827,0.345861259861839,1.00226518970765,0.0780536567431263,1,16316,94,13895,8158.5,6994.5,0.388710168294668,0.578068393994881,16316,0.711072865196407,0,1164,0.000858369098712446
0.035,1077,1,16469,0.383471583928747,0.369330932329691,0.999727355862032,0.0822141744585311,1,16469,1,16469,8235,8235,0.389338861930041,0.579740461083383,16469,0.720326936042124,0.055010933057642,0,1
0.04,1231,1,16623,0.382589841338619,0.38094858970363,0.998720913237964,0.0787046230001773,1,16623,1,16623,8312,8312,0.390096911118537,0.581935447025771,16623,0.717899890220844,0.0822417422203951,0,1
0.045,1385,1,16777,0.381285299336445,0.383571805796811,0.997904643422779,0.0785776640470601,1,16777,1,16777,8389,8389,0.390442402330273,0.584042579061316,16777,0.714309065358227,0.0883903395259355,0,1
0.05,1539,1,16931,0.393426692286609,0.407179440832703,0.991547550897391,0.0696797656485077,1,16931,1,16931,8466,8466,0.390325851683831,0.58540783902724,16931,0.747728928880909,0.143724645208625,0,1
0.055,1693,1,17085,0.380089679951458,0.349964431279258,0.995420885397599,0.0617442249914513,1,17085,550,13877,8543,7213.5,0.389496287333561,0.594728192557316,17085,0.711018056094679,0.00961748778031948,1329.5,0.000751597143930853
0.06,1847,1,17239,0.379613446452508,0.35165743990357,0.994466940634784,0.0515321806322288,1,17239,1013,13743,8620,7378,0.388400386366271,0.600271053514802,17239,0.70970719673899,0.0135857572236013,1242,0.00080450522928399
0.065,2001,1,17393,0.378452315868557,0.353501939415888,0.993658991313426,0.0636870559568863,1,17393,463,13866,8697,7164.5,0.389512997688161,0.602941754587698,17393,0.706511119830276,0.0179091085330822,1532.5,0.0006521030322791
0.07,2155,1,17547,0.37489041372781,0.36240153342903,0.993962586696883,0.0807372417922354,1,17547,1,13986,8774,6993.5,0.390949676592182,0.604572124757311,17547,0.696706784865292,0.0387690063935148,1780.5,0.000561324726354196
0.075,2309,1,17701,0.374299092333624,0.37199833858723,0.993171896477281,0.0971630979430853,1,17701,1,14113,8851,7057,0.391500578597642,0.606761599209431,17701,0.695079139637693,0.0612631083818612,1794,0.000557103064066852
0.08,2463,1,17855,0.377578400152429,0.385879762661398,0.990580619018326,0.10030098408825,1,17855,1,17855,8928,8928,0.391967654443097,0.608289253216615,17855,0.70410561791767,0.0937999957855884,0,1
0.085,2617,1,18009,0.387050238404096,0.413753532265968,0.985399335007982,0.0896042287520914,1,18009,1,18009,9005,9005,0.391916253010425,0.609168274319641,18009,0.730177382745555,0.159133761132401,0,1
0.09,2771,1,18163,0.388549354583935,0.433756400742547,0.983121041824236,0.0808022228817026,1,18163,1,18163,9082,9082,0.39261245929413,0.611069151181054,18163,0.734303783920487,0.206018797991488,0,1
