"rank","feature_id","mu","empirical_variance","nb1_mu","nb2_variance_minus_mu","alpha_hat","alpha_mu","log_nb1","log_nb2","log_alpha_mu","nb_gap","combined_nb_support","abs_pc1_loading"
1,"214",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
2,"672",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
3,"926",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
4,"1576",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
5,"3279",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
6,"4456",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
7,"5332",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
8,"6396",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
9,"6569",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
10,"6612",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
11,"7638",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
12,"7955",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
13,"8035",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
14,"8269",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
15,"8595",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
16,"8739",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
17,"8841",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
18,"9271",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
19,"9592",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
20,"9593",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
21,"9936",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
22,"10937",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
23,"11109",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
24,"11500",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
25,"11538",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
26,"11556",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
27,"12336",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
28,"12384",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
29,"12443",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
30,"14901",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
31,"15217",0,0,0,0,0,0,0,0,0,0,0.333288613937572,0
