"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","center_nb_support","nb_support_threshold","pre_evs_remainder_size","pre_evs_leading_edge_size","directional_call_nb2","directional_call_gap","directional_call_alpha_mu"
"RT2_ZT8","treatment",26757,26758,26759,26757,26759,5001,5001,1.82454929205105,1.82454929205105,0,2.82731362192903,3.06805293513362,0.240739313204589,1.00726251007988,1.29250329714488,0.285240787065001,1.40534255609059,1.65822807660353,0.252885520512948,0.329558645101079,0.387131491708248,26756,5001,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
