"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,153,76,230,0.174417186581387,0.0449693114510835,1.69650052365803,0.542770528244211,76,230,103,222,155,0.44931738251777,0.031494225599253
0.01,307,230,384,0.153907136991319,0.144171510565442,1.57152244504657,0.487185868565973,230,384,230,384,155,0.396481294642801,0.100970415872885
0.015,460,383,537,0.109352808984388,0.087654970813471,1.46257329844894,0.485449662476368,383,537,449,409,155,0.281704566315224,0.0613890970667489
0.02,613,536,690,0.106340604928955,0.0826876465724079,1.38108579374385,0.445072776933658,571,626,690,536,155,0.273944805546665,0.0579102350334074
0.025,766,689,843,0.0650751006152727,0.0911145875986668,1.35548337923498,0.451328041630861,762,706,843,774,155,0.167640439847888,0.0638120372453736
0.03,920,843,997,0.0937700958273301,0.16066809881057,1.32195621840336,0.440277069251498,997,963,905,950,155,0.241561825651375,0.112523789830483
0.035,1073,996,1150,0.128463908248406,0.142125217652064,1.28942621921064,0.391192997701593,1027,1129,1032,996,155,0.330936808083662,0.0995372960723697
0.04,1226,1149,1303,0.108559097813937,0.120189688411595,1.21411291909561,0.414882883812839,1272,1303,1285,1241,155,0.279659881198051,0.0841747636197694
0.045,1380,1303,1457,0.0870729032562901,0.135948348543854,1.24473838936797,0.327714127727224,1417,1304,1404,1457,155,0.224309139174673,0.0952113301433019
0.05,1533,1456,1610,0.169960545961894,0.142471956538427,1.31275141291467,0.365182314677179,1610,1574,1480,1526,155,0.437836598214219,0.099780134407198
0.055,1686,1609,1763,0.0990663852281835,0.172938302213392,1.18780496448116,0.358270158284472,1759,1710,1609,1635,155,0.255205635285569,0.121117218140756
0.06,1839,1762,1916,0.0618970962428489,0.169085640755705,1.19735207104003,0.461234504596092,1916,1885,1916,1837,155,0.159453559677216,0.118419009402605
0.065,1993,1916,2070,0.0610095396723493,0.425713034139063,1.21459338808535,0.39006645352553,2064,1965,2035,2070,155,0.15716711874264,0.298147823595271
