"crossing_id","rank_left","rank_right","crossing_rank","regime_difference_left","regime_difference_right"
"crossing_1",1826,1978,1930,0.160563636344032,-0.0734614409525537
"crossing_2",1978,2130,2050,-0.0734614409525537,0.0806121781823026
"crossing_3",4412,4565,4439,0.0481147411025156,-0.227942807435677
"crossing_4",4565,4718,4612,-0.227942807435677,0.512444759096827
"crossing_5",5478,5630,5562,0.0703083168264478,-0.0573620168359108
"crossing_6",5630,5782,5638,-0.0573620168359108,1.07194907323071
"crossing_7",6543,6695,6647,0.54003651550678,-0.248600518335353
"crossing_8",7000,7152,7055,-0.280448885828404,0.492660365473865
"crossing_9",7913,8065,8001,0.171368377104223,-0.124302715765152
"crossing_10",8217,8369,8260,-0.215579421615613,0.55506701484217
"crossing_11",8369,8522,8491,0.55506701484217,-0.142310874858294
"crossing_12",8522,8674,8556,-0.142310874858294,0.499579213953967
"crossing_13",8826,8978,8879,0.132861995130291,-0.251265548599845
"crossing_14",9130,9282,9254,-0.240146014725245,0.0539835953325657
"crossing_15",9282,9434,9319,0.0539835953325657,-0.170640093779951
"crossing_16",9434,9586,9556,-0.170640093779951,0.0414022097115829
"crossing_17",9586,9738,9644,0.0414022097115829,-0.0670487550731126
"crossing_18",9738,9890,9810,-0.0670487550731126,0.0751788441285112
"crossing_19",10499,10652,10623,0.173282997970762,-0.0399551366159133
"crossing_20",10956,11108,10961,-0.00297050826783962,0.0906360939597205
"crossing_21",11108,11260,11172,0.0906360939597205,-0.125353765007497
"crossing_22",11260,11412,11327,-0.125353765007497,0.159135892533091
"crossing_23",13086,13238,13106,0.0903525965153716,-0.59016356028291
"crossing_24",13390,13542,13470,-0.229255714157617,0.207851786564444
"crossing_25",13694,13847,13833,0.514383516251448,-0.0498804379469058
"crossing_26",13847,14000,13874,-0.0498804379469058,0.236999930436574
"crossing_27",14760,14912,14879,0.738761586997955,-0.208232487571258
"crossing_28",15216,15368,15305,-0.500190126417469,0.352973259861882
"crossing_29",15368,15521,15433,0.352973259861882,-0.481679998325068
"crossing_30",15521,15673,15640,-0.481679998325068,0.131076292010856
"crossing_31",15673,15825,15738,0.131076292010856,-0.175991866245064
"crossing_32",15825,15977,15888,-0.175991866245064,0.248732261558567
"crossing_33",15977,16130,16024,0.248732261558567,-0.564141724739445
"crossing_34",16130,16282,16226,-0.564141724739445,0.324696866909164
"crossing_35",16282,16434,16378,0.324696866909164,-0.187426874586595
"crossing_36",16434,16586,16486,-0.187426874586595,0.355372553782735
"crossing_37",16586,16738,16638,0.355372553782735,-0.675926161178238
"crossing_38",16890,17042,16971,-0.383267741794073,0.33241880926913
"crossing_39",17042,17195,17096,0.33241880926913,-0.608456168346457
"crossing_40",17499,17651,17501,-0.0036672676917876,0.224318367899259
"crossing_41",17804,17956,17808,0.0171336835303114,-0.673962558822112
"crossing_42",17956,18108,18095,-0.673962558822112,0.0626220916328957
"crossing_43",18108,18260,18122,0.0626220916328957,-0.633207810805993
"crossing_44",18412,18564,18431,-0.0336185459027089,0.237358463035613
"crossing_45",18716,18868,18824,0.252343866552156,-0.102787436644673
"crossing_46",19020,19172,19137,-1.04930734946845,0.312682368237159
"crossing_47",19477,19629,19607,0.328995599681746,-0.0558282165788531
"crossing_48",19629,19781,19643,-0.0558282165788531,0.532416752124789
"crossing_49",20086,20238,20194,0.456834600944371,-0.186874090101343
"crossing_50",20542,20694,20547,-0.0132930251781351,0.430051821164429
"crossing_51",21455,21608,21582,0.565284628851963,-0.115380764799141
"crossing_52",21608,21760,21643,-0.115380764799141,0.386877578849014
"crossing_53",21760,21912,21842,0.386877578849014,-0.329432100999794
"crossing_54",21912,22064,21981,-0.329432100999794,0.401386926066881
"crossing_55",22064,22216,22207,0.401386926066881,-0.0243436569794838
"crossing_56",22520,22672,22535,-0.0537635089707323,0.502191375578277
"crossing_57",22825,22977,22924,0.423352035362213,-0.228211616386257
"crossing_58",22977,23130,23096,-0.228211616386257,0.0651900453298069
"crossing_59",23130,23282,23167,0.0651900453298069,-0.201382910982632
"crossing_60",23586,23738,23635,-0.0779828698185343,0.164547779664677
"crossing_61",24194,24346,24294,0.202525203779003,-0.105487737009194
"crossing_62",24498,24650,24512,-0.0860876431068278,0.851902602484837
"crossing_63",25716,25868,25856,0.302497529118743,-0.0262938636400716
"crossing_64",25868,26020,25877,-0.0262938636400716,0.413288736825027
"crossing_65",26020,26172,26111,0.413288736825027,-0.27719877998965
"crossing_66",26172,26324,26264,-0.27719877998965,0.181789998117528
"crossing_67",26324,26477,26409,0.181789998117528,-0.146286364442513
"crossing_68",26477,26629,26603,-0.146286364442513,0.0300719639923963
"crossing_69",26781,26934,26791,0.0270795496918376,-0.397583259725539
"crossing_70",26934,27086,26980,-0.397583259725539,0.9176521251384
"crossing_71",27238,27390,27287,0.379113307071347,-0.799630828754755
"crossing_72",27542,27694,27680,-0.980808805676406,0.100008099757771
"crossing_73",27694,27846,27733,0.100008099757771,-0.290589444348827
"crossing_74",27846,27998,27910,-0.290589444348827,0.403378058627961
"crossing_75",27998,28150,28060,0.403378058627961,-0.578970228881661
"crossing_76",28454,28607,28603,-0.948421557683224,0.02849910788874
"crossing_77",28759,28912,28783,0.0271312695204702,-0.148294689321364
"crossing_78",28912,29064,28993,-0.148294689321364,0.128667400274409
"crossing_79",29216,29368,29275,0.226866981628836,-0.357880003851059
"crossing_80",29976,30128,30086,-0.472578197288864,0.179966200564031
"crossing_81",30281,30433,30366,0.436990141386752,-0.345727316874969
