"Comparison","Analysis","PAS","Gene","Direction","Apeglm_LFC","Std_p","Std_BH","Strong_p","Strong_BH","Weak_p","Weak_BH","EmpP","HBFSS","HCp","Htau","Std","Strong","Weak","HBFSS_sig","Ovlp","Support"
"RT0_ZT6","RawEVS Lead","500103","Gpd1","upregulated",1.99415670906763,2.53041251263852e-09,1.666782722075e-05,0.00164488956848589,1,0.999177555215757,0.999332226663933,8.97564430291098e-06,10.06437802711,0.0195442803810726,1.70898031562737,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT0_ZT6","RawEVS Lead","268475","-","upregulated",2.98411558509939,1.55631400107072e-07,0.000512572016252642,0.000286137716638287,1,0.999856931141681,0.999856931141681,9.27980589684463e-05,12.0333300378088,0.0195442803810726,1.70898031562737,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT0_ZT6","RawEVS Lead","116400","-","upregulated",1.5605740193669,2.2560436306546e-05,0.0495351979837396,0.0620882246603121,1,0.968955887669844,0.969406006539929,0.00159005436415116,4.36740376560529,0.0195442803810726,1.70898031562737,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT0_ZT6","RawEVS Lead","171529","Ramp3","downregulated",-0.860416234779068,0.000118641652627839,0.195373141464893,0.936229022820239,1,0.531885488589881,0.576100278241429,0.00413236904139613,2.05106099547162,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","466749","RGD1566401","downregulated",-1.02998804630439,0.000196500923894126,0.258870317138122,0.46327127121998,1,0.76836436439001,0.784761643743891,0.00553024152068105,2.32494659595432,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","257551","Prdx2","upregulated",1.51560290096748,0.00043654952292219,0.479258617914744,0.0958244849654247,1,0.952087757517288,0.953120390659931,0.00877962543090649,3.11687375879768,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","358487","Ttpal","upregulated",1.19264402766952,0.000542044062012661,0.510063462353914,0.243323048471088,1,0.878338475764456,0.883947802478839,0.00995475046002925,2.38763711342695,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","282293","Cisd2","upregulated",1.36824172467546,0.0010935716347746,0.683783591696401,0.141614243107471,1,0.929192878446265,0.931644194233599,0.0149743276108369,2.49656591550089,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","570401","Klhl34","upregulated",1.36157660755178,0.00172598511722113,0.683783591696401,0.136987647263849,1,0.931506176368076,0.933818682003745,0.0195442803810726,2.32690762052469,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","101579","-","upregulated",1.4862075699621,0.00189931086590714,0.683783591696401,0.102613270918404,1,0.948693364540798,0.950311291209007,0.0206689055984657,2.50378791167907,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","40451","Ttc9b","upregulated",1.21234265277294,0.00215657084452258,0.683783591696401,0.19254715341422,1,0.90372642329289,0.907659944177734,0.0222636107832717,2.00328033257051,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","88204","Arhgap44","upregulated",1.68942392557364,0.00234108124954384,0.683783591696401,0.0725124768926584,1,0.963743761553671,NA,0.0233598804418191,2.75634477714006,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","15145","LOC102548165","upregulated",1.29265306005673,0.00236847359179494,0.683783591696401,0.15138460283989,1,0.924307698580055,0.927033846713091,0.0235195825004881,2.10517650041558,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","390593","Herc3","upregulated",1.54921881433714,0.00246513446763509,0.683783591696401,0.0845500749036952,1,0.957724962548152,0.958615179399475,0.0240772167140366,2.50724599728402,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","316126","Cdkn1a","upregulated",1.0864337867978,0.00250557125703795,0.683783591696401,0.255460943497441,1,0.872269528251279,0.87838737874556,0.0243078474332266,1.75377954083574,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT0_ZT6","RawEVS Lead","365961","-","upregulated",1.45128330099706,0.00304076824861893,0.683783591696401,0.0959485019488413,1,0.952025749025579,0.953120390659931,0.0272299229857467,2.27119100760673,0.0195442803810726,1.70898031562737,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
