"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb_gw","cv2_nb_gw","iod_nb_fit","cv2_nb_fit","iod_nb_final","cv2_nb_final","alpha_gene_wise","alpha_fitted","alpha_final","diff_emp","diff_nb_gw","diff_nb_fit","diff_nb_final"
0.01,315,1,315,315,20.9649125753471,327.888824280758,30.8553838976564,2.95938107121529,63.667731239386,5.53552094133845,17.9713308561204,1.72869686974427,40.077513619507,4.12828120669028,2.71130471242604,0.761329063243462,2.02347777231117,26.6240564001707,56.8901984540184,16.250729716791,35.3382428917342
0.02,631,316,631,316,14.0242624439244,128.577820682212,18.1980268998446,2.75695298424991,40.7180851422641,4.97724149341824,17.4885760876898,2.48421451458354,28.0812743246638,3.64999686315863,2.36328881663658,1.10389990359798,1.71467157193357,14.9592610979907,32.7844647999576,15.012883044502,22.9573401344445
0.03,946,632,946,315,12.3068119849645,88.6627274486825,14.9264254475128,2.51476512912538,31.4707621347035,4.7024234981867,17.3817670202581,2.78317212831278,24.4547835069007,3.63710065730543,2.24541756389058,1.24825867025865,1.68370788757631,11.9970440563731,25.271728300214,14.5992098760413,19.3759702053007
0.04,1261,947,1261,315,11.9509121124991,76.3035087137364,12.5874549764496,2.22330168479983,28.3665302809228,4.24077663061599,17.3563050345387,2.86355183371888,22.5421600010314,3.5467149886087,2.01784268977308,1.28337130269762,1.6159094007582,10.0543868352984,20.7428743375588,14.4932541716098,17.5920734826816
0.05,1577,1262,1577,316,10.6237125739716,66.3222633913851,12.1648885582174,2.29157224343216,25.7078509664902,4.09827964415023,17.2855587130744,3.16309306577375,21.5473651162227,3.58254316604618,1.9206901417582,1.43506004114911,1.61304946723699,9.53060906583897,19.4558957422492,14.1300212890926,16.3285303560813
0.06,1892,1578,1892,315,9.69651166965324,56.6444932701354,11.3174953330916,2.49157772422239,23.3344712215916,4.7748778107418,17.191318807552,3.49666084644758,20.3480918783804,4.42514151802101,2.25892643481274,1.56566206098685,2.06905254469692,8.70108774725495,17.8213593544893,13.6946579611044,15.4258706936804
0.07,2207,1893,2207,315,8.8896086782182,46.0140700544789,9.96862377667359,2.43546338027857,22.0044211965276,4.52602211361937,17.1330388263545,3.84120850129005,19.4202262387415,3.98213594979411,2.14107859205257,1.70149507383681,1.78668503766479,7.24266689373806,14.7911407228267,13.2875093201496,13.7284263273717
0.08,2523,2208,2523,316,7.48661892057937,42.3105213568153,10.0768691931121,2.63683199602158,20.9722169304868,4.96233421513866,17.0574303004849,4.41691283747608,19.0143748054674,4.85604172214232,2.46018957624351,2.00738934266247,2.2084767155831,7.11832144798538,14.5513857848271,12.6377666329781,13.4396227764526
0.09,2838,2524,2838,315,8.97428996930129,41.5739203960806,9.91694513025167,2.41724963620029,22.2068174105321,4.42710129319726,17.1396234266691,3.78624036028028,19.3040148838847,4.45867773061015,1.93101625420691,1.68609272676334,2.04724786026392,6.93298673510978,14.71450034311,13.3550652372188,13.5605066716902
0.1,3153,2839,3153,315,7.72306929269089,37.6055094598951,9.81067571303379,2.66373186673423,20.9314778023847,5.22978295953188,17.0535234348428,4.482349334186,18.9217802561971,4.92686838957508,2.43979966040293,1.94804734503455,2.17401548668495,6.53267655862448,13.6767115496517,12.5552781370539,12.8819325855012
0.11,3469,3154,3469,316,9.07243227883353,40.2373844768299,9.41552414265457,2.13780170880048,19.222226779704,3.75857552906172,17.1705121900688,3.64886807810406,18.278784918758,3.67678468079261,1.70670366330533,1.66861736209446,1.63047683832559,6.83879914076799,13.4106929097865,13.5216441119648,12.9585691537675
0.12,3784,3470,3784,315,7.35628161887404,31.7823434100007,8.9616629851917,2.35374388506008,19.0340887653948,4.15535409084223,17.025644595814,4.62112608484407,17.9917428207179,4.56039986402862,1.88912318751933,2.04172772217212,2.05874643648144,6.12064888726374,11.8160668553993,12.400594078902,12.0111078035385
0.13,4099,3785,4099,315,6.86356992939133,26.6166026968032,8.94930976856185,2.43681537483842,18.4514837564108,4.57084829853476,17.0094619150983,4.76119005400836,17.7439689862531,4.83436581314545,2.07427347009934,2.18332882394156,2.1967968937315,5.47857180907676,11.501908160235,12.252418683856,11.3719955031596
0.14,4415,4100,4415,316,8.7798137919069,36.7843844611836,8.64044605522192,1.98717620049975,16.8875294510983,3.42113282924357,17.1524942454724,3.75707673837953,17.1082021724867,3.52007420522056,1.60204055098026,1.72200311494666,1.56531858775828,6.33264362871017,12.5157644283373,13.3934113220922,12.4440863585616
