"comparison","treatment_cutoff_percentile","treatment_cutoff_rank","treatment_cutoff_method","control_cutoff_percentile","control_cutoff_rank","control_cutoff_method","cutoff_range_rank_min","cutoff_range_rank_max"
"RT2_ZT8",0.3,9460,"leading_edge_divergence",0.29,9145,"leading_edge_divergence",9145,9460
