"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","combined_rank","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_gene_wise","iod_emp_ctrl","iod_emp_trt","cv2_emp_ctrl","cv2_emp_trt","iod_nb_ctrl","iod_nb_trt","cv2_nb_ctrl","cv2_nb_trt","diff_emp_ctrl","diff_emp_trt","diff_nb_ctrl","diff_nb_trt","gene_symbol"
"167027",0.0128559771980577,0.0217314931837887,674,8,8,4.6,28,28.8,3330.5,6.55124461464553,6.26086956521739,118.946428571429,1.36105860113422,4.24808673469388,31.1357252273695,184.434849210075,6.76863591899336,6.58695890035982,4.89981096408318,114.698341836735,24.3670893083761,177.847890309715,"RGD1563570"
"68989",0.0210700152331454,0.00403636048795615,9,14625,9,31.8,8.4,2886.2,43.8,3.18406076334582,90.7610062893082,5.21428571428571,2.85411969463233,0.620748299319728,102.253132274397,27.7461104121049,3.21550730422633,3.30310838239344,87.9068865946758,4.59353741496599,99.0376249701709,24.4430020297115,"Vdac1"
"481724",0,0.0209922129039109,31415,9,9,0,23.8,0,2388.2,10,NA,100.344537815126,NA,4.21615705105572,NA,239,NA,10.0420168067227,NA,96.1283807640703,NA,228.957983193277,"Kdelr3"
"60050",0.0209629903151435,0.00351244309976156,10,16442,10,18.2,6.6,1251.2,27.8,4.31241007010473,68.7472527472528,4.21212121212121,3.77732157951938,0.638200183654729,79.4858632759061,29.4619064626912,4.36735512504978,4.46392522161988,64.9699311677334,3.57392102846648,75.1185081508563,24.9979812410713,"Plce1"
"10226",0.00556603815660506,0.020763131823435,9872,10,10,3,28.4,9.5,3756.8,6.74461275729693,3.16666666666667,132.281690140845,1.05555555555556,4.65780599087483,21.2338382718908,192.547002307233,7.07794609063026,6.77982402490256,2.11111111111111,127.62388414997,14.1558921812605,185.76717828233,"LOC108349721"
"579569",0.0209301214351185,0.00576848005677361,11,10120,11,58.8,7.8,15176.7,234.2,8.38619735078277,258.107142857143,30.025641025641,4.38957725947522,3.84944115713347,494.108404226027,66.4123393361056,8.40320415350386,8.5144024789879,253.717565597668,26.1761998685076,485.705200072523,57.8979368571177,"-"
"178462",0.0133284461296801,0.0205875432532672,520,11,11,102.6,40.4,41121.8,3947.3,5.01681327570486,400.797270955166,97.7054455445545,3.90640614966049,2.41845162238996,515.725042087319,203.679256338476,5.02655986439882,5.04156575095239,396.890864805505,95.2869939221645,510.69848222292,198.637690587524,"Nefm"
"360822",0.0208706815298051,0.0181992394751529,12,43,12,61.4,51.4,5710.3,6590.3,2.8267660589941,93.0016286644951,128.215953307393,1.5146845059364,2.49447379975473,174.563436022238,146.295775432297,2.84305270394524,2.84622131191239,91.4869441585587,125.721479507638,171.720383318293,143.449554120385,"LOC120102190"
"11310",0.00860422202670678,0.0205602847343284,4003,12,12,29.2,93,1978.7,14774,2.34115520091554,67.763698630137,158.860215053763,2.32067461062113,1.70817435541681,69.3617318667338,218.727433685145,2.37540177625801,2.35190788908759,65.4430240195159,157.152040698347,66.9863300904758,216.375525796058,"Prmt1"
"138767",0.0208305330671571,0.00424911328304162,13,13890,13,23.4,21,1350.8,724,3.92393647039165,57.7264957264957,34.4761904761905,2.46694426181606,1.64172335600907,92.8201134071645,83.4026658782246,3.96667151312669,3.97155551801069,55.2595514646797,32.8344671201814,88.8534418940378,79.4311103602139,"-"
"457865",0.000965625735300994,0.0205107871917328,27902,13,13,13.6,23,316.8,2645,10,23.2941176470588,115,1.71280276816609,5,137,231,10.0735294117647,10.0434782608696,21.5813148788927,110,126.926470588235,220.95652173913,"-"
"71210",0.0203140490432916,0.0116384642864323,14,1171,14,17.8,21.4,1141.2,1359.8,5.24445901259508,64.1123595505618,63.5420560747664,3.60181795227875,2.96925495676478,94.3513704241925,113.231422869535,5.30063878787598,5.2911879845577,60.510541598283,60.5728011180016,89.0507316363165,107.940234884977,"Vamp2"
"124536",0.0032701609298661,0.0204341304787998,18298,14,14,16,22.4,47.5,1588.8,2.92065514308195,2.96875,70.9285714285714,0.185546875,3.16645408163265,47.7304822893112,66.4226752050356,2.98315514308195,2.9652980002248,2.783203125,67.7621173469388,44.7473271462292,63.4573772048108,"Pnpla6"
"229193",0.0201949737710927,0.00518422027755901,15,11513,15,16.6,6,584.3,15.5,2.1925656097749,35.1987951807229,2.58333333333333,2.12040934823632,0.430555555555556,37.3965891222634,14.1553936586494,2.25280657363032,2.35923227644157,33.0783858324866,2.15277777777778,35.1437825486331,11.7961613822078,"-"
"379434",0.000787310457887058,0.0204155229275927,28393,15,15,136.6,113.6,5128.8,21391.3,1.81704768332217,37.5461200585652,188.303697183099,0.274861786665924,1.65760296816108,249.208713541809,207.416616825399,1.82436832753886,1.82585050022358,37.2712582718992,186.646094214938,247.38434521427,205.590766325175,"-"
"121354",0.0201823196555946,0.00315432212590031,16,17885,16,17.8,3.4,1178.7,6.3,2.53254681202053,66.2191011235955,1.85294117647059,3.72017422042671,0.544982698961938,46.0793332539654,9.61065916086979,2.58872658730143,2.82666445907935,62.4989269031688,1.30795847750865,43.490606666664,6.78399470179044,"Tmem132d"
"266648",0.0018462303023596,0.0203894145220058,24403,16,16,4,26.4,21.5,2580.3,4.27628914166309,5.375,97.7386363636364,1.34375,3.70222107438017,18.1051565666523,113.894033339905,4.52628914166309,4.31416792954187,4.03125,94.0364152892562,13.5788674249893,109.579865410364,"-"
"256372",0.0201316842715013,0.00987347379788338,17,2549,17,16,6.8,606,71.2,4.10164949172473,37.875,10.4705882352941,2.3671875,1.53979238754325,66.6263918675956,28.8912165437281,4.16414949172473,4.24870831525414,35.5078125,8.93079584775086,62.4622423758709,24.642508228474,"-"
"531328",0.0117474688940254,0.0203593751928035,1140,17,17,7.6,22.2,81.3,2464.2,10,10.6973684210526,111,1.40754847645429,5,77,223,10.1315789473684,10.045045045045,9.28981994459834,106,66.8684210526316,212.954954954955,"Mobp"
"468726",0.0196696065587653,0.0102310196564318,18,2177,18,15.6,10,506.3,161.5,6.62657039450801,32.4551282051282,16.15,2.08045693622617,1.615,104.374498154325,67.26570394508,6.69067295861057,6.726570394508,30.374671268902,14.535,97.6838251957143,60.539133550572,"-"
"205134",0.0181036350851964,0.0203498608003201,47,18,18,12,29,232.5,3468,7.33028619861096,19.375,119.586206896552,1.61458333333333,4.12366230677765,88.9634343833315,213.578299759718,7.41361953194429,7.36476895723165,17.7604166666667,115.462544589774,81.5498148513872,206.213530802486,"Ccdc124"
"74442",0.0196580822677129,0.0012376364310535,19,25026,19,15.2,15.4,460.7,58.3,1.51357222197193,30.3092105263158,3.78571428571429,1.99402700831025,0.24582560296846,24.0062977739733,24.3090122183677,1.57936169565614,1.57850728690699,28.3151835180055,3.53988868274583,22.4269360783172,22.7305049314607,"-"
"419024",0.00773088605451543,0.0199884621557347,5328,19,19,13.8,26,81.2,1816.5,1.82290134659994,5.88405797101449,69.8653846153846,0.426381012392354,2.68713017751479,26.1560385830791,48.3954350115983,1.89536511471588,1.86136288506147,5.45767695862214,67.1782544378698,24.2606734683632,46.5340721265369,"Camta1"
"347068",0.0196572850021491,0.00669178031784139,20,7629,20,16.8,9.8,470.7,84.7,1.53798241877146,28.0178571428571,8.64285714285714,1.66772959183673,0.881924198250729,26.8381046353606,16.0722277039603,1.59750622829527,1.64002323509799,26.3501275510204,7.76093294460641,25.2405984070653,14.4322044688623,"-"
"492548",0.00278908208794187,0.0198721751884017,20286,20,20,12,21.2,52.5,1712.7,2.12305134513604,4.375,80.7877358490566,0.364583333333333,3.81074225703097,26.4766161416324,46.008688516884,2.20638467846937,2.17022115645679,4.01041666666667,76.9769935920256,24.2702314631631,43.8384673604272,"Lrig3"
