"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.005,157,0.338486658505114,0.249633276139629,0.932429005675699,0.0246689583140744,7930.5,7930.5,150,0.363937913934274,0.334151206719584,0.925513922171424,0,7553.5,7553.5,154,0.702424572439388,0.583784482859213,1.85794292784712,0.0246689583140744,0,1,0.118640089580175,1.83327396953305
0.01,314,0.345839304730447,0.267012528486332,0.965460678504014,0.066417106667781,8009,8009,299,0.368579539441486,0.378171761118839,0.942522611916387,0.118845981894785,7628,7628,306,0.714418844171933,0.645184289605171,1.9079832904204,0.185263088562566,0,1,0.0692345545667619,1.72272020185784
0.015,471,0.338487949264859,0.253774998734183,0.932434804397997,0.0346181348302984,8087.5,8087.5,449,0.37294444872197,0.41622748773691,0.958517307654186,0.221588218069817,7703,7703,460,0.711432397986829,0.670002486471094,1.89095211205218,0.256206352900116,0,1,0.0414299115157353,1.63474575915207
0.02,628,0.334033128949914,0.246319222439833,0.912421578867681,0.0167079941280925,8166,8166,598,0.36732739723357,0.437058745755435,0.937934284336335,0.277828112071631,7777.5,7777.5,613,0.701360526183484,0.683377968195268,1.85035586320402,0.294536106199724,0,1,0.0179825579882154,1.55581975700429
0.025,785,0.328652502884798,0.266629175571168,0.888249182379729,0.0654962227278507,8244.5,8244.5,748,0.370180714455361,0.459846067321458,0.948389929087079,0.339348954851204,7852.5,7852.5,766,0.698833217340159,0.726475242892627,1.83663911146681,0.404845177579055,0,1,-0.0276420255524682,1.43179393388775
0.03,942,0.321836959068246,0.254219918412604,0.857630435523702,0.0356869134157993,8323,8323,897,0.370046062620215,0.493389073753026,0.947896513303315,0.429907821941032,7927,7927,920,0.691883021688461,0.747608992165629,1.80552694882702,0.465594735356831,0,1,-0.0557259704771687,1.33993221347019
0.035,1099,0.333176392239169,0.25581008526988,0.908572699721038,0.0395067855564632,8401.5,8401.5,1047,0.375688006915765,0.531178559071861,0.968570753379829,0.531931264155823,8002,8002,1073,0.708864399154933,0.786988644341741,1.87714345310087,0.571438049712286,0,1,-0.0781242451868075,1.30570540338858
0.04,1256,0.332224628540259,0.241121324079527,0.904296912997621,0.00422168991059724,8480,8480,1196,0.377786776231331,0.56739191071721,0.976261446237161,0.629699486131362,8076.5,8076.5,1226,0.71001140477159,0.808513234796737,1.88055835923478,0.633921176041959,0,1,-0.0985018300251469,1.24663718319282
0.045,1413,0.328742662750652,0.257296370341851,0.888654224469321,0.0430771146156597,8558.5,8558.5,1346,0.369753959412668,0.507426661167216,0.946826135518,0.467806273753841,8151.5,8151.5,1380,0.698496622163321,0.764723031509067,1.83548035998732,0.5108833883695,0,1,-0.0662264093457465,1.32459697161782
0.05,1570,0.327633441136633,0.262183038722719,0.883671059996895,0.0548157873991612,8637,8637,1496,0.368728024350886,0.495354100127076,0.943066717370797,0.435212968413178,8226.5,8226.5,1533,0.696361465487519,0.757537138849795,1.82673777736769,0.49002875581234,0,1,-0.0611756733622765,1.33670902155535
0.055,1727,0.323734124420065,0.263173348290403,0.866153427557046,0.0571946924247045,8715.5,8715.5,1645,0.366024050114607,0.50428224225907,0.933158322393263,0.459317022363733,8301,8301,1686,0.689758174534672,0.767455590549473,1.79931174995031,0.516511714788438,0,1,-0.0776974160148008,1.28280003516187
0.06,1884,0.315571188199583,0.239363885314478,0.829481536881232,0,8794,8794,1795,0.367558952634623,0.53452072194406,0.938782791819149,0.540954381506785,8376,8376,1840,0.683130140834207,0.773884607258539,1.76826432870038,0.540954381506785,0,1,-0.0907544664243322,1.2273099471936
0.065,2041,0.322850865719667,0.244355253583319,0.862185398697748,0.0119901810974674,8872.5,8872.5,1944,0.367399107722418,0.541111829423169,0.938197058973019,0.558748947041424,8450.5,8450.5,1992,0.690249973442085,0.785467083006488,1.80038245767077,0.570739128138891,0,1,-0.0952171095644032,1.22964332953188
0.07,2198,0.325109502526738,0.244434507846792,0.872332296802556,0.0121805643592506,8951,8951,2094,0.367449935975611,0.546859469722694,0.938383313117712,0.574266333505476,8525.5,8525.5,2146,0.692559438502349,0.791293977569486,1.81071560992027,0.586446897864727,0,1,-0.0987345390671373,1.22426871205554
0.075,2355,0.32029373707919,0.251002866204729,0.850697529698816,0.0279589645859732,9029.5,9029.5,2243,0.361382642909221,0.539792076146676,0.916150432589619,0.555185898457776,8600,8600,2299,0.681676379988412,0.790794942351405,1.76684796228843,0.583144863043749,0,1,-0.109118562362994,1.18370309924469
0.08,2512,0.324049679907433,0.240802465282115,0.867571056706943,0.00345573265808184,9108,9108,2393,0.360207089287792,0.561890918571143,0.911842754860258,0.614847996368981,8675,8675,2452,0.684256769195225,0.802693383853258,1.7794138115672,0.618303729027063,0,1,-0.118436614658032,1.16111008254014
