"rank_index","n_lead","n_rem","lead_mean_abs","lead_sd_dev","lead_skew_abs","lead_distortion","rem_mean_abs","rem_sd_dev","rem_skew_abs","rem_distortion","total_distortion","split_score"
3893,3893,27687,0.0903702209847144,0.125720388280299,0.0903338321474783,0.261257525338753,0.0194247480662855,0.0832467699181593,0.0382504103890262,0.121796723178958,0.38305424851771,-0.38305424851771
3918,3918,27662,0.0904707576040131,0.127479569359829,0.0858448368832265,0.260872745405456,0.0193463900553906,0.0837670297134969,0.0389852124532657,0.12260602599552,0.383478771400976,-0.383478771400976
3943,3943,27637,0.0870974323293646,0.129051982734179,0.0801106167944729,0.25620472346078,0.0197633279418915,0.0842225803938377,0.0409498339211563,0.124460825296307,0.380665548757087,-0.380665548757087
3968,3968,27612,0.0870428626769166,0.129445365284851,0.0727071900767748,0.252841823000155,0.0197102053781955,0.0845095784927814,0.0427400795803058,0.12558982366113,0.378431646661285,-0.378431646661285
3993,3993,27587,0.0879311597937499,0.129379290272145,0.0722404855652315,0.25343069284851,0.0195206129317539,0.08472614637349,0.0424941380064439,0.125493828308466,0.378924521156976,-0.378924521156976
4018,4018,27562,0.087868814374453,0.129281388616395,0.0729395556011282,0.253619980791412,0.0194676501650166,0.0849271295953967,0.0421686769146926,0.12547911821776,0.379099099009171,-0.379099099009171
4043,4043,27537,0.0901993564898571,0.12934070596017,0.0727705857853381,0.255925355342696,0.0190633791522768,0.0851835786696528,0.0414549921982862,0.124974453921073,0.380899809263769,-0.380899809263769
4068,4068,27512,0.0885216317100711,0.127654128948304,0.0754618504589785,0.253906685887865,0.019246811289916,0.0850772868982702,0.0411714545849452,0.124909825480659,0.378816511368524,-0.378816511368524
4093,4093,27487,0.088651169601307,0.126989824989581,0.0740344097475487,0.252658199464662,0.0191645153282129,0.0851752703146993,0.0414478793234726,0.125063725304649,0.377721924769311,-0.377721924769311
4118,4118,27462,0.0880235830878049,0.127536109071842,0.0728921599607959,0.252005772140045,0.0191953665009525,0.0854870777625607,0.041696600045397,0.125530744286212,0.377536516426256,-0.377536516426256
4143,4143,27437,0.0894440248548495,0.127315048894166,0.0767274377245698,0.2551227926113,0.0189181643412581,0.0856813840184872,0.0401061590810168,0.124652627900254,0.379775420511554,-0.379775420511554
4168,4168,27412,0.0880966561565012,0.126977586361144,0.0804477820911764,0.255298133563233,0.0190587117738378,0.0858218812120133,0.0392646992377197,0.124512942604711,0.379811076167944,-0.379811076167944
4193,4193,27387,0.0856329797032831,0.125391946175929,0.0832079565390149,0.25262890414872,0.019372884438196,0.0857142086642363,0.0391425314510888,0.124658358827977,0.377287262976696,-0.377287262976696
4218,4218,27362,0.0839307582823446,0.12498602066632,0.0807198657070616,0.249276711802195,0.0195747508065861,0.0858358230123466,0.0401737687418177,0.125497458189842,0.374774169992037,-0.374774169992037
4243,4243,27337,0.0833388618123604,0.125026427626376,0.0806157373409045,0.248673158109189,0.019607765275447,0.0860542382378658,0.0401826465444108,0.125753326785518,0.374426484894707,-0.374426484894707
4268,4268,27312,0.0826043716815252,0.124541460249707,0.0798473123906892,0.247069488126576,0.0196642066369358,0.086170606139751,0.0404903894547646,0.126080007504069,0.373149495630645,-0.373149495630645
