"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","alpha_gene_wise","alpha_mu_ctrl","alpha_mu_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"20",0.00223088047484163,0.000516056926116696,22849,27857,4.6,1,5.48782043716901,25.2439740109775,5.48782043716901,3.22858747420861,1.70253117071356,"-"
"25",0.000383078835144092,0.00784673939615448,29474,5249,15.6,14.8,0.245455306643712,3.8291027836419,3.63273853832693,1.34263051560364,1.28998678211822,"-"
"31",0.00294119439163528,0.00335956465743746,19666,17148,23.4,18.6,0.1660937824011,3.88659450818574,3.08934435266046,1.357533326435,1.1279588847905,"Pcmt1"
"35",0.000788201657416737,0.00137778902515023,28391,24607,120,91.2,0.0450875189172038,5.41050227006445,4.11198172524898,1.68834192959596,1.4139050838942,"Pcmt1"
"37",0.00231441549284667,0.00570628390497398,22423,10246,103.4,90.2,0.0523275346175283,5.41066707945243,4.71994362250105,1.68837239014651,1.55179685514076,"Pcmt1"
"38",0.00480012170467825,0.0084164560624437,11958,4255,30,30.2,0.222515015569873,6.67545046709619,6.71995347021017,1.89843668771655,1.90508123043522,"Pcmt1"
"89",0.00376421306049101,0.00377760122754808,15826,15451,39.2,42.6,0.0369964954177456,1.45026262037563,1.57605070479596,0.371744657533121,0.454922164012028,"Tab2"
"90",0.00253698941924111,0.00589663602708072,21443,9853,17.8,11,0.499285081760829,8.88727445534276,5.49213589936912,2.18462041706813,1.70331723256846,"Tab2"
"143",0.0095426258102212,0.00884936755088793,2876,3729,13.6,11.2,1.22846557820503,16.7071318635884,13.7588144758963,2.81583568595943,2.62167967151847,"Ust"
"214",0.00255006652452281,0,21336,30534,1.2,0,10,12,0,2.484906649788,NA,"LOC365036"
"224",0.00506767251356033,0.00447287588639806,11148,13268,47.4,43.2,0.0512395331988553,2.42875387362574,2.21354783419055,0.887378316613332,0.794596583162366,"Sash1"
"304",0.00130528825887263,0.000454908484278181,26601,28330,3.4,0.6,4.18091104457972,14.2150975515711,2.50854662674783,2.65430460765916,0.919703552271053,"Sash1"
"576",0.0025110856307593,0.0023279039619987,21527,21434,2.2,4,7.05652642646884,15.5243581382315,28.2261057058754,2.74241028321166,3.34024728396728,"-"
"615",0,0.000682362726417271,30785,26821,0,1.4,10,0,14,NA,2.63905732961526,"-"
"672",0.00352841861768602,0,16996,30535,0.6,0,10,6,0,1.79175946922805,NA,"-"
"673",0.00456041490678237,0.000399276141119725,12772,28717,1,0.6,10,10,6,2.30258509299405,1.79175946922805,"-"
"708",0.0040963671594644,0.0103464366239326,14458,2031,3.2,2,2.69699359859471,8.63037951550307,5.39398719718942,2.15528848043235,1.68528485118662,"-"
"774",0.00372506804629312,0.0025366217275429,15969,20419,5.4,4.8,0.531046387477057,2.86765049237611,2.54902265988987,1.05349305072834,0.935710015071952,"-"
"829",0.0127574254121886,0.00337041049407527,712,17114,5,2.4,3.69412025419129,18.4706012709565,8.8658886100591,2.91618034760421,2.18221117252401,"-"
"833",0.00901284610545706,0.00370980843164399,3484,15669,4,5,2.54725917283272,10.1890366913309,12.7362958641636,2.32131230805847,2.54445585937268,"Stxbp5"
"842",0.000442654195432135,0.00336799861353545,29322,17117,25,22.8,0.0737630564372239,1.8440764109306,1.6817976867687,0.611978561873826,0.51986327296602,"Stxbp5"
"845",0.00857131660061185,0.00478399319406508,4038,12431,3,2.4,1.87474952654244,5.62424857962732,4.49939886370186,1.72708735332307,1.50394380200886,"Stxbp5"
"964",0.00541429009183393,0.000174999541370007,10274,29745,2.8,2,2.69465762249217,7.54504134297808,5.38931524498434,2.02089057172476,1.68441833510354,"-"
"969",0.00551128900596953,0.00516180550499685,10042,11565,7.4,5.4,1.37385545653095,10.166530378329,7.4188194652671,2.31910098944514,2.00401994280524,"LOC120098778"
"984",0.00132539024596355,0.00251747257856596,26521,20482,12.8,11.4,0.126764564339815,1.62258642354963,1.44511603347389,0.484021433847576,0.368189618322454,"Grm1"
"986",0.00468489800326909,0.00734094845761208,12346,6257,6,2.2,4.93804004142676,29.6282402485606,10.8636880911389,3.38872796895307,2.38542586008929,"Grm1"
"1106",0.0138748812963047,0.00468465908988357,400,12714,13.6,9.4,1.42487627662937,19.3783173621594,13.3938370003161,2.96415477927526,2.59479467580921,"-"
"1110",0,0.00695385932346602,30786,6936,0,2.6,5.71833962356615,0,14.867683021272,NA,2.6991899326807,"Epm2a"
"1132",0.0163121540195735,0.00165917416401885,108,23739,8,3.4,2.80265866136061,22.4212692908849,9.52903944862607,3.11001003026472,2.254343920207,"-"
"1137",0.00289987352502053,0.000500124914500594,19821,28030,66.8,54.6,0.0354143373099703,2.36567773230601,1.93362281712438,0.861064548462505,0.659395350670765,"Utrn"
"1138",0.00596634617133225,0.000882348115828874,8804,26066,0.6,4.2,1.64014321142326,0.984085926853955,6.88860148797769,-0.0160420617038329,1.92986808735148,"Utrn"
"1272",0.000856747865889716,0.00315169896931317,28198,17891,3.4,5,4.72472173459151,16.0640538976111,23.6236086729575,2.77658409868367,3.16224657949565,"-"
"1282",0.00332997509838329,0.00324642143454338,18062,17538,7.6,8.2,0.082745249652648,0.628863897360125,0.678511047151714,-0.463840425090763,-0.387854518112841,"Ltv1"
"1293",0.00423541998429802,0.00359142068751093,13938,16098,8.2,8,0.33831770860587,2.77420521056813,2.70654166884696,1.02036429556897,0.995671682978597,"Phactr2"
