"feature_id","gene_symbol","rank","abs_loading","mu","alpha","alpha_mu","log_alpha_mu","log_mu","log_alpha"
"320904","-",1,0.0289211318564718,298.6,4.00308867130952,1195.32227725302,7.08617111608416,5.69910488510509,1.38706623097907
"329429","Mdk",2,0.0288211979228063,99,7.4516974038536,737.718042981506,6.60356169601803,4.59511985013459,2.00844184588344
"257905","Adgrl1",3,0.0265262817852913,92.6,10,926,6.83087423464618,4.52828914165213,2.30258509299405
"320902","LOC108352829",4,0.0259017855930683,53.6,6.78405233497254,363.625205154528,5.89612368100779,3.98154906807676,1.91457461293103
"190379","Vwa8",5,0.0236246879901466,192.6,2.81416206804552,542.007614305568,6.29528004987522,5.26061549936403,1.0346645505112
"485900","Smarcc2",6,0.0221666534158666,39.6,3.14319324978886,124.470452691639,4.82406835996007,3.67882911826043,1.14523924169963
"386526","LOC120102252",7,0.0219003785552403,28.8,6.85469268148985,197.415149226908,5.28530886785872,3.3603753871419,1.92493348071682
"58773","Pgm5",8,0.0213545137851843,21.4,3.06495230007928,65.5899792216966,4.18342292851487,3.06339092202781,1.12003200648707
"68989","Vdac1",9,0.0210700152331454,31.8,3.18406076334582,101.253132274397,4.61762364155157,3.45946628978613,1.15815735176544
"60050","Plce1",10,0.0209629903151435,18.2,4.31241007010473,78.4858632759061,4.36291852291375,2.90142159408275,1.461496928831
"579569","-",11,0.0209301214351185,58.8,8.38619735078277,493.108404226027,6.20072903673933,4.07414185490458,2.12658718183474
"360822","LOC120102190",12,0.0208706815298051,61.4,2.8267660589941,173.563436022238,5.15654315805061,4.1174098351531,1.03913332289751
"138767","-",13,0.0208305330671571,23.4,3.92393647039165,91.8201134071645,4.51983137392339,3.15273602236366,1.36709535155973
"71210","Vamp2",14,0.0203140490432916,17.8,5.24445901259508,93.3513704241925,4.53637055037481,2.87919845729804,1.65717209307677
"229193","-",15,0.0201949737710927,16.6,2.1925656097749,36.3965891222634,3.59447506481974,2.8094026953625,0.785072369457244
"121354","Tmem132d",16,0.0201823196555946,17.8,2.53254681202053,45.0793332539654,3.80842389877749,2.87919845729804,0.929225441479451
"256372","-",17,0.0201316842715013,16,4.10164949172473,65.6263918675956,4.18397793009785,2.77258872223978,1.41138920785807
"468726","-",18,0.0196696065587653,15.6,6.62657039450801,103.374498154325,4.63835829871853,2.74727091425549,1.89108738446304
"74442","-",19,0.0196580822677129,15.2,1.51357222197193,23.0062977739733,3.13576799470803,2.72129542785223,0.414472566855798
"347068","-",20,0.0196572850021491,16.8,1.53798241877146,25.8381046353606,3.25185032619941,2.82137888640921,0.430471439790197
"128848","-",21,0.0195484103623642,40.2,3.49040475486688,140.314271145649,4.94388470072122,3.69386699562498,1.25001770509624
"271767","-",22,0.019547315722626,14.6,8.30611699940878,121.269308191368,4.79801375995521,2.68102152871429,2.11699223124092
"552341","-",23,0.0195365142122336,14.4,5.29850761197071,76.2985096123783,4.33465340484116,2.66722820658195,1.6674251982592
"245452","LOC100359896",24,0.0194706569737467,14.4,2.31964979539478,33.4029570536848,3.50864443060517,2.66722820658195,0.84141622402321
"540464","-",25,0.0194292607454471,14.4,2.06252076124385,29.7002989619115,3.39115711181562,2.66722820658195,0.723928905233663
"142934","Cntnap5c",26,0.019323289887891,18.6,4.71835966396298,87.7614897497115,4.47462279109308,2.92316158071916,1.55146121037393
"92006","Taf15",27,0.0193167817150459,17.2,2.44135635739063,41.9913293471188,3.73746315285463,2.84490938381941,0.892553769035222
"205087","Slc27a1",28,0.0193042844755851,13,6.39952103594465,83.1937734672805,4.421172506893,2.56494935746154,1.85622314943147
"356876","Cdk5rap1",29,0.0192255281798988,54,1.63807885163023,88.4562579880323,4.4825081698049,3.98898404656427,0.493524123240627
"415341","Ptp4a2",30,0.0190739707080399,13.4,4.11150146162259,55.0941195857427,4.00904298788181,2.59525470695687,1.41378828092494
"554745","St8sia4",31,0.0190107486061435,14,2.18313697987198,30.5639177182077,3.41982015366704,2.63905732961526,0.780762824051784
"34939","-",32,0.0189063877662384,12,4.92839462824321,59.1407355389186,4.0799199515962,2.484906649788,1.5950133018082
"200263","Tex15",33,0.0188084694988391,59.6,3.24208903899902,193.228506724342,5.26387346122697,4.0876555740713,1.17621788715566
"372852","Nat8f2",34,0.018547842542437,14.2,1.31965440294373,18.7390925218009,2.93061185097399,2.65324196460721,0.277369886366778
"293467","-",35,0.0185154228323334,11.8,3.44037865522388,40.5964681316418,3.70368107099219,2.46809953147162,1.23558153952058
"142235","Nsl1",36,0.0185033768106177,12.2,1.50883504208543,18.4077875134422,2.91277380950272,2.50143595173921,0.411337857763509
"415437","Pum1",37,0.0184022123707509,11.6,1.85594654895373,21.5289799678632,3.06939993300652,2.45100509811232,0.618394834894204
"190452","Sugt1",38,0.0184004648131399,10.8,5.52645428652028,59.6857062944191,4.08909256617756,2.37954613413017,1.70954643204739
"406858","LOC102551711",39,0.0183982756875308,13,4.88274356768949,63.4756663799634,4.15065662584148,2.56494935746154,1.58570726837994
"215708","Phactr1",40,0.0183957581582993,14,2.13252651573385,29.855371220274,3.39636476402897,2.63905732961526,0.757307434413711
"162147","LOC103693231",41,0.0183023581499087,10.6,3.51800204836589,37.2908217126785,3.61874722968617,2.36085400111802,1.25789322856815
"91430","Utp6",42,0.0183010725970251,10.6,4.01018867990959,42.5080000070416,3.7496922936761,2.36085400111802,1.38883829255808
"349512","-",43,0.0182236532393231,22,2.20386262016688,48.4849776436713,3.88125401065856,3.09104245335832,0.790211557300249
"229996","Fam107b",44,0.0181613893175768,11.2,2.10179147378932,23.5400645064404,3.15870384211896,2.41591377830105,0.742790063817914
"231436","Abi1",45,0.0181466109281754,12,3.22161865011694,38.6594238014032,3.65479056941157,2.484906649788,1.16988391962357
"77020","Smarce1",46,0.0181167340645391,44.4,1.06037487134018,47.0806442875041,3.85186196724967,3.79323946943818,0.0586224978114937
"205134","Ccdc124",47,0.0181036350851964,12,7.33028619861096,87.9634343833315,4.47692120975529,2.484906649788,1.99201455996729
"417259","Padi2",48,0.0180961940082238,13.2,10,132,4.88280192258637,2.58021682959233,2.30258509299405
"190957","-",49,0.018053474321474,29.6,3.30492927686424,97.8259065951815,4.58318943557392,3.38777436133001,1.1954150742439
"541605","-",50,0.0180522010092977,10.8,1.43556016781014,15.5040498123495,2.74110126801409,2.37954613413017,0.361555133883918
"229213","-",51,0.0180463937034908,43.8,4.00822518541196,175.560263121044,5.16798236357172,3.7796338173824,1.38834854618932
"154205","Alb",52,0.0180233110021817,28.6,1.23011921656621,35.1814095937937,3.56051780655087,3.35340671782581,0.207111088725066
"96831","LOC102547853",53,0.0179929003184939,40.6,2.67203022421304,108.48442710305,4.68660663367509,3.70376806660769,0.982838567067403
"236082","Sema6a",54,0.0178865428454318,18.2,3.62447583277522,65.965460156509,4.189131274079,2.90142159408275,1.28770967999625
"197738","Spock3",55,0.0178755835003875,9.8,10,98,4.58496747867057,2.28238238567653,2.30258509299405
"161838","-",56,0.0178735449407625,9.8,1.94649388146171,19.0756400383247,2.9484121303861,2.28238238567653,0.666029744709571
"230763","-",57,0.0178447524443811,10.2,3.34905541540717,34.1603652371531,3.53106606081734,2.32238772029023,1.20867834052712
"61749","-",58,0.0177571903023331,10.2,8.34530963124121,85.1221582386603,4.44408738051932,2.32238772029023,2.12169966022909
"187199","Mmp14",59,0.0177321920334056,10,3.53618353550702,35.3618353550702,3.56563314126039,2.30258509299405,1.26304804826635
"515480","LOC120094274",60,0.0177209993503589,28.6,2.03696452667009,58.2571854627646,4.06486744042208,3.35340671782581,0.711460722596269
"29659","Got1",61,0.0176926808238784,12.6,2.28710312328017,28.8174993533301,3.36098281905285,2.53369681395743,0.827286005095418
"157980","Anapc4",62,0.0176915200888961,13.6,5.20661925468315,70.8100218636909,4.26000054242922,2.61006979274201,1.64993074968721
"256759","Aktip",63,0.0176408024635555,15.4,2.72560597139584,41.9743319594959,3.73705828763733,2.73436750941958,1.00269077821775
"205734","-",64,0.0175435777485324,10.2,2.04336759249404,20.8423494434392,3.03698694773998,2.32238772029023,0.714599227449753
"469243","Olr1050-ps",65,0.0175020643979852,46.8,1.34785328219585,63.0795336067657,4.14439636838909,3.8458832029236,0.29851316546549
"454206","LOC102556504",66,0.0175015162399518,9.8,2.20076087935278,21.5674566176572,3.07118554049826,2.28238238567653,0.788803154821738
"441288","LOC120103499",67,0.0174858575451903,31.2,2.16542700349662,67.5613225090944,4.21303566707504,3.44041809481544,0.772617572259603
"246208","Camk2a",68,0.0174553403229552,90,2.9097896281912,261.881066537208,5.56789045618262,4.49980967033027,1.06808078585235
"342222","Mapkap1",69,0.0173382174050595,10.8,3.20544703153499,34.6188279405779,3.54439769419455,2.37954613413017,1.16485156006438
