"Comparison","Analysis","PAS","Gene","Direction","Apeglm_LFC","Std_p","Std_BH","Strong_p","Strong_BH","Weak_p","Weak_BH","EmpP","HBFSS","HCp","Htau","Std","Strong","Weak","HBFSS_sig","Ovlp","Support"
"RT4_ZT10","RawEVS Lead","4512","RGD1560015","upregulated",2.95955583152217,2.77464221374649e-29,1.86594688874451e-25,6.51686650993454e-14,2.19129636396549e-10,0.999999999999967,0.999999999999998,6.43929354282591e-15,41.999535592094,0.0229484284932837,1.63924704956303,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Lead","340122","Rnf208","upregulated",3.82807272829507,3.67366622430104e-26,1.23527026792123e-22,3.54347933563815e-15,2.38298985321665e-11,0.999999999999998,0.999999999999998,2.1227464230833e-13,48.5135556983496,0.0229484284932837,1.63924704956303,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Lead","270331","LOC100360846","upregulated",3.26463348243003,1.10732374386205e-18,2.48225072582411e-15,5.99933938536055e-10,1.00863893416374e-06,0.999999999700033,0.999999999999998,9.23839227340295e-10,29.4940164896913,0.0229484284932837,1.63924704956303,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Lead","309984","Cstb","downregulated",-1.61022777088156,4.88620045318211e-17,8.21492451191243e-14,0.000890821969845105,0.239631109888333,0.999554589015077,0.999999999999998,5.85968251698432e-09,13.2555977598283,0.0229484284932837,1.63924704956303,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","RawEVS Lead","3192","LOC120098984","downregulated",-2.14963538059306,1.43946996404661e-16,1.93608710164269e-13,5.86932654637492e-06,0.0053727731004295,0.999997065336727,0.999999999999998,9.93006987748402e-09,17.2036344785666,0.0229484284932837,1.63924704956303,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Lead","281697","LOC103691697","upregulated",5.5086806412708,3.89220165085789e-15,4.36250935033655e-12,9.35478129408396e-11,2.09703014009049e-07,0.999999999953226,0.999999999999998,4.97331409388124e-08,40.2318454112704,0.0229484284932837,1.63924704956303,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Lead","486755","Gamt","upregulated",1.40278970298194,6.59345298218804e-13,5.70315681402113e-10,0.0243064774423466,1,0.987846761278827,0.999739574055697,6.1358840097725e-07,8.71430197985115,0.0229484284932837,1.63924704956303,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","RawEVS Lead","321277","Grin1","upregulated",1.17510717815131,6.78442446277607e-13,5.70315681402113e-10,0.198048988189672,1,0.900975505905164,0.933024372838347,6.22238147229837e-07,7.29276610888622,0.0229484284932837,1.63924704956303,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","RawEVS Lead","77047","Krt222","downregulated",-2.09231075716338,8.07450728195703e-13,6.03345127457344e-10,0.000107564157911669,0.0482245974637316,0.999946217921044,0.999999999999998,6.77681185168311e-07,12.9074118571331,0.0229484284932837,1.63924704956303,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Lead","348412","Alkbh3","downregulated",-2.87951989201585,1.00389046169775e-12,6.75116335491739e-10,1.9849814832142e-06,0.00222483341243592,0.999999007509258,0.999999999999998,7.54049243933963e-07,17.630149329292,0.0229484284932837,1.63924704956303,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
