"comparison","control_mode","control_cutoff_center_rank","control_terminal_start_rank","control_cutoff_range_rank_min","control_cutoff_range_rank_max","control_pre_evs_leading_edge_size","control_pre_evs_remainder_size","control_center_nb_support","control_nb_support_threshold","control_leading_edge_median_log_nb2","control_remainder_median_log_nb2","control_leading_minus_remainder_log_nb2","control_leading_remainder_log_nb2_ratio","control_leading_edge_median_nb_gap","control_remainder_median_nb_gap","control_leading_minus_remainder_nb_gap","control_leading_remainder_nb_gap_ratio","control_leading_edge_median_log_alpha_mu","control_remainder_median_log_alpha_mu","control_leading_minus_remainder_log_alpha_mu","control_leading_remainder_log_alpha_mu_ratio","control_leading_edge_median_nb_support","control_remainder_median_nb_support","control_leading_minus_remainder_nb_support","control_leading_remainder_nb_support_ratio","control_leading_edge_more_nb2","treatment_mode","treatment_cutoff_center_rank","treatment_terminal_start_rank","treatment_cutoff_range_rank_min","treatment_cutoff_range_rank_max","treatment_pre_evs_leading_edge_size","treatment_pre_evs_remainder_size","treatment_center_nb_support","treatment_nb_support_threshold","treatment_leading_edge_median_log_nb2","treatment_remainder_median_log_nb2","treatment_leading_minus_remainder_log_nb2","treatment_leading_remainder_log_nb2_ratio","treatment_leading_edge_median_nb_gap","treatment_remainder_median_nb_gap","treatment_leading_minus_remainder_nb_gap","treatment_leading_remainder_nb_gap_ratio","treatment_leading_edge_median_log_alpha_mu","treatment_remainder_median_log_alpha_mu","treatment_leading_minus_remainder_log_alpha_mu","treatment_leading_remainder_log_alpha_mu_ratio","treatment_leading_edge_median_nb_support","treatment_remainder_median_nb_support","treatment_leading_minus_remainder_nb_support","treatment_leading_remainder_nb_support_ratio","treatment_leading_edge_more_nb2"
"RT0_ZT6","manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,5807,4258,5807,5000,26757,0.370784360746631,0.259549052522642,1.87180217690159,4.0517849478033,-2.17998277090171,0.461969774066217,0.798507696217771,1.76555709683403,-0.96704940061626,0.452269540106997,1.1882244473578,1.89711998488588,-0.708895537528085,0.626330678514924,0.24638501738806,0.515118010728395,-0.268732993340335,0.478307906647765,FALSE,"manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,5505,1907,5052,5000,26757,0.376293965358574,0.263405775751002,1.94591014905531,3.31054301339402,-1.36463286433871,0.587791833902298,1.11496142666964,1.36524095192206,-0.25027952525242,0.816677396836022,1.53345200545618,1.54044504094715,-0.00699303549097063,0.995460379757092,0.344147522063568,0.407994031456943,-0.0638465093933751,0.843511168128171,FALSE
"RT2_ZT8","manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,5839,905,5839,5000,26757,0.156248534449393,0.109373974114575,1.3609765531356,3.3322045101752,-1.9712279570396,0.408431279946873,0.204946192262302,1.22050210627715,-1.01555591401484,0.167919572779306,0.693147180559946,1.38629436111989,-0.693147180559945,0.5,0.221395495419426,0.435793794388065,-0.214398298968639,0.508028104737714,FALSE,"manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,6661,4406,5276,5000,26757,0.463594639152349,0.324516247406645,1.22377543162212,3.43398720448515,-2.21021177286303,0.356371575882326,0.635988766719997,1.26025364022453,-0.624264873504529,0.504651402242083,1.17445048966267,1.46040233327361,-0.285951843610947,0.804196530575268,0.251578409469211,0.364569190484141,-0.11299078101493,0.690070406484759,FALSE
"RT4_ZT10","manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,5032,1890,5032,5000,26757,0.312753150228804,0.218927205160163,0.993251773010284,2.91777073208428,-1.924518959074,0.340414605605686,0.422414666421937,1.01341341846811,-0.590998752046168,0.416823636557396,0.964276796441485,1.19741401666426,-0.23313722022278,0.805299406071553,0.288524889442485,0.431868624935613,-0.143343735493128,0.668084859106171,FALSE,"manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,5930,4977,5285,5000,26757,0.342574553015332,0.239802187110732,2.96527306606928,4.9119193211571,-1.94664625508782,0.60368928563158,1.09861228866811,2.17692537286529,-1.07831308419718,0.504662356533658,1.32267243052315,2.2553322081435,-0.93265977762035,0.586464568610902,0.325068220118503,0.72106307780656,-0.395994857688057,0.450818007638591,FALSE
"RT8_ZT14","manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,5702,4884,5031,5000,26757,0.407383819016889,0.285168673311822,3.02042488614436,3.85862222870103,-0.838197342556668,0.782772893308387,1.03759818291296,1.53200617230128,-0.494407989388321,0.677280680504275,1.31058253938419,1.68175857401373,-0.371176034629532,0.779292913760104,0.325540096808541,0.487503077584921,-0.16196298077638,0.667770341925345,FALSE,"manual cutoff fixed at top 5000 ranks; local d2 zero-crossings used only to corroborate that boundary",5000,6081,4517,6081,5000,26757,0.253641359792076,0.177548951854453,1.77495235091167,4.01638302075239,-2.24143066984071,0.441928058589186,0.421594490038048,1.68562705079165,-1.2640325607536,0.250111369439668,0.838329190404443,1.81237875643079,-0.974049566026348,0.462557391731631,0.141050482770781,0.486403418547379,-0.345352935776598,0.28998661890992,FALSE
