"crossing_id","rank_left","rank_right","crossing_rank","regime_difference_left","regime_difference_right"
"crossing_1",3096,3406,3294,0.357623581365422,-0.20209294217444
"crossing_2",3406,3715,3636,-0.20209294217444,0.0695006972498256
"crossing_3",4024,4334,4114,0.0546860473420193,-0.13340716294942
"crossing_4",4334,4644,4611,-0.13340716294942,0.0158633654630948
"crossing_5",4644,4954,4663,0.0158633654630948,-0.242674387472404
"crossing_6",7430,7740,7607,-0.0934172025538452,0.0699607881165084
"crossing_7",7740,8050,7818,0.0699607881165084,-0.207556714618176
"crossing_8",12074,12384,12267,-0.0820041150179438,0.0498394934352249
"crossing_9",12384,12694,12446,0.0498394934352249,-0.199108703284604
"crossing_10",16099,16408,16280,-0.563706114308616,0.400771233520136
"crossing_11",16408,16718,16540,0.400771233520136,-0.537128182002866
"crossing_12",17647,17956,17788,-0.425031400073704,0.508072781140079
"crossing_13",18266,18576,18279,0.0183312249822525,-0.430090141551382
"crossing_14",21362,21672,21537,-0.462633433323136,0.355886691081634
"crossing_15",21672,21981,21898,0.355886691081634,-0.131335735162711
"crossing_16",21981,22291,22159,-0.131335735162711,0.0976876425683778
"crossing_17",22600,22910,22729,0.0892298590693991,-0.125425331785376
"crossing_18",26006,26316,26116,-0.0178245924440947,0.0324922484036918
"crossing_19",26935,27244,27083,0.0519058994956681,-0.0564483266981745
"crossing_20",27244,27554,27408,-0.0564483266981745,0.050213132103758
"crossing_21",27554,27864,27650,0.050213132103758,-0.111471342920476
"crossing_22",29412,29721,29711,-0.0421107473718246,0.00138505614997769
"crossing_23",29721,30031,29726,0.00138505614997769,-0.077436313253795
