"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.01,309,1,2163,0.492106274952919,0.203199174620672,1.32474194977613,0.389322079538696,1,2163,1,2163,2163,0.98226916266981,0.258200367342623
0.02,618,1,2472,0.451261383698167,0.132718125885489,1.32230925006483,0.413527188325783,1,2472,1,1794,2472,0.898028974984503,0.150511913071836
0.03,927,1,2781,0.498239186046571,0.209348507785607,1.28163583397976,0.391937503206812,1,2781,1,2781,2781,0.994917931358267,0.267595973611423
0.04,1236,1,3090,0.454194387057917,0.126453825848253,1.27128478739667,0.410036567804721,1,3090,1,3090,3090,0.904078122036112,0.140940648168656
0.05,1545,1,3399,0.483413683933305,0.178629181043882,1.24201925362427,0.380201553064675,1,3399,1,3399,3399,0.964341204571044,0.220659713830654
0.06,1854,1,3708,0.500703289543066,0.216211736161756,1.20899077201667,0.337650267126522,1,3708,1,3708,3708,1,0.278082345031801
0.07,2163,309,4017,0.215388145419838,0.076243799904251,1.10035714520098,0.318056732514449,309,3268,4017,3249,3709,0.4115542837293,0.0642244218945352
0.08,2472,618,4326,0.169664646109138,0.0541572836594332,1.04651078179553,0.316114646453137,618,3409,618,3351,3709,0.317252253653157,0.0304782896034623
0.09,2781,927,4635,0.142226884479393,0.0589847830720964,1.01953862895878,0.314311392914217,927,3449,927,3372,3709,0.260663482858339,0.0378542574568367
0.1,3090,1236,4944,0.159925163947257,0.109269447038916,0.955479612872692,0.244828792519535,1236,4944,1236,4944,3709,0.297165144101138,0.114684523653055
0.11,3399,1545,5253,0.0583268122375616,0.211908579107321,0.939290532755495,0.325469578652456,1997,4898,5253,1545,3709,0.0876245148174951,0.271507523289042
0.12,3708,1854,5562,0.0527044470171629,0.0615972656931023,0.921114344439321,0.319981841129448,2074,5289,5562,4383,3709,0.0760287169869247,0.041845886700642
0.13,4017,2163,5871,0.0562035880833274,0.0979595960966033,0.923163711152807,0.333096672051056,2302,5014,2163,5871,3709,0.0832454897850839,0.0974041285983953
0.14,4326,2472,6180,0.0548869026941669,0.0488110660964498,0.921285887868894,0.301246669799315,6180,5060,5403,6180,3709,0.0805299035539054,0.0223097689034345
0.15,4635,2781,6489,0.0545830736802585,0.0512728763852968,0.914035019600007,0.292473034477689,2781,6489,5354,6489,3709,0.0799032740692963,0.0260711849077556
0.16,4944,3090,6798,0.0306352548153142,0.0973882447290372,0.899786001189655,0.265544904287966,5934,6798,5361,3090,3709,0.0305123051166746,0.0965311571156657
0.17,5254,3400,7108,0.0447934267863581,0.0751808265255085,0.886363963608877,0.280346739291726,5822,3400,5430,6494,3709,0.0597127027057573,0.0626002979329597
0.18,5563,3709,7417,0.0458127910719015,0.123697149546922,0.913184504578452,0.302325800689141,3709,4797,3709,7417,3709,0.0618150816348206,0.136728704459779
0.19,5872,4018,7726,0.0314839995723318,0.117350128398313,0.888066031794263,0.249397912752795,5861,7726,5310,7726,3709,0.0322627912957697,0.127031049430754
0.2,6181,4327,8035,0.0494847156714442,0.148768047004761,0.872837853702976,0.215513916320263,5816,8035,5342,8035,3709,0.0693882103157739,0.175034692280139
0.21,6490,4636,8344,0.0564417175173366,0.155341233678032,0.866020879775899,0.224377426729438,5556,4636,5375,8000,3709,0.0837366177474333,0.185077907090087
0.22,6799,4945,8653,0.0361251794498157,0.159419530160163,0.885769415962461,0.250808076749336,8653,7846,5089,8054,3709,0.041834952022603,0.191309162897145
0.23,7108,5254,8962,0.0631476366331468,0.133521110118272,0.858827557942084,0.227712376271902,5254,8962,5254,8962,3709,0.0975671818048814,0.151738797920799
0.24,7417,5563,9271,0.0476913950658305,0.105753155523593,0.892703119046544,0.199006186890373,5563,8496,5563,8247,3709,0.0656895919633685,0.10931195890202
0.25,7726,5872,9580,0.0941292276209185,0.0866834656976227,0.860349222256003,0.180408746866788,5872,9580,6457,8495,3709,0.161464892373414,0.0801752553819291
0.26,8035,6181,9889,0.0645089517922966,0.114841439596444,0.8432572288586,0.133023618217401,6950,9595,6983,9889,3709,0.100374814313691,0.123198007440491
0.27,8344,6490,10198,0.0578033829978903,0.142462737914487,0.848674357560542,0.0901287894680085,6971,9488,7054,10198,3709,0.0865449727735494,0.165400769377226
0.28,8653,6799,10507,0.0528871444800353,0.173839582458066,0.8539354158724,0.0594607081108422,6799,9511,6799,10507,3709,0.0764055197666409,0.213341654897933
0.29,8962,7108,10816,0.147283934778282,0.148698365380873,0.784924918596146,0.0979599783043981,7108,10816,7108,10339,3709,0.271093351887869,0.174928225272308
0.3,9271,7417,11125,0.0706194291553825,0.184431145140799,0.813090968769809,0.0513221742941967,8125,10727,7417,11125,3709,0.112977314751326,0.229524572633752
0.31,9580,7726,11434,0.0865415268674585,0.105290213728706,0.819935929943846,0.0243111273830254,11434,10683,8872,10968,3709,0.145815705512204,0.108604627112788
0.32,9889,8035,11743,0.0756383117868466,0.156087782348534,0.8173666261818,-0.0237692630528285,11743,10744,8970,11743,3709,0.123328465209975,0.186218563675182
0.33,10198,8344,12052,0.078801460148922,0.174536508960334,0.817917434482975,-0.0187545883890554,8344,10680,8344,12052,3709,0.129852272802845,0.214406493448386
0.34,10507,8653,12361,0.0594549074243909,0.290291781264418,0.797935103442051,-0.0966089280302908,11631,10634,8653,12361,3709,0.0899511448401502,0.391269729336904
