"feature_id","gene_symbol","R8_1","R8_2","R8_3","R8_4","R8_5","ZT14_1","ZT14_2","ZT14_3","ZT14_4","ZT14_5"
"481881","Cbx6",221,317,463,200,170,313,658,320,343,284
"217352","Hist1h2bq",78,106,118,67,50,54,126,63,47,71
"317127","Smarcb1",194,240,370,270,115,189,325,163,153,244
"450520","Ankrd9",10,16,35,11,10,28,81,19,18,20
"341870","Prrc2b",48,85,94,32,43,57,133,101,63,93
"95857","Dcaf7",7,14,9,9,4,19,19,3,8,11
"486393","Mrpl54",201,309,413,171,150,232,398,180,182,266
"89","Tab2",50,66,100,32,40,35,81,72,51,36
"270235","Zbtb10",9,25,16,8,8,6,33,34,10,19
"552437","Dnajb2",541,1027,1185,411,513,305,714,714,400,610
"161513","Aftph",5,7,7,5,3,8,6,3,8,3
"521007","Nectin1",67,138,179,56,71,97,181,128,112,110
"35867","Oprm1",0,3,0,3,0,4,13,3,3,3
"439406","Eml4",88,159,130,113,56,85,195,133,98,109
"187280","Bcl2l2",213,360,368,142,166,179,425,264,210,250
"321769","Fam163b",171,368,339,150,153,164,376,224,165,310
"532490","Gtf2f1",268,402,383,177,179,200,376,287,221,292
"86584","LOC120095102",14,5,9,5,4,0,0,6,3,0
"415595","Ythdf2",15,14,38,7,13,12,30,27,14,29
"85984","Skp1",31,66,72,26,31,27,88,46,26,52
"528965","Cpne4",33,52,45,20,24,16,58,26,14,32
"565435","-",0,3,0,3,0,0,7,4,0,4
"40367","Blvrb",10,62,61,11,23,22,55,32,24,26
"97307","LOC100912002",21,56,86,53,22,48,54,25,40,45
"436460","Mfap2",117,256,391,149,117,213,562,193,160,233
"56710","Slc22a6",15,40,26,23,11,27,71,35,25,47
"214944","Spin1",24,40,46,23,18,33,68,32,31,42
"304","Sash1",0,0,3,3,0,7,0,0,3,12
"440088","Slc30a6",18,29,30,10,14,26,45,32,25,58
"252068","Rnf150",9,8,0,0,3,5,4,4,5,10
"514914","Ndufaf3",43,86,130,50,43,47,82,33,35,57
"536198","LOC120094660",72,118,133,68,54,66,156,94,70,87
"293920","Pld1",20,59,26,20,15,12,30,27,17,20
"50604","Cckbr",172,226,227,127,98,102,276,188,120,157
"353130","Atrn",59,100,91,47,41,45,129,66,46,66
"561934","Phka1",5,17,15,4,7,11,26,11,9,13
"350956","Bahd1",60,78,54,33,31,52,144,79,52,75
"11489","Lin7b",125,262,298,135,115,361,905,242,219,437
"56226","Rela",63,81,103,50,41,33,91,49,29,61
"29658","Got1",341,702,807,268,339,348,801,513,378,573
"574524","Plp1",2754,5790,3536,2271,2005,4140,6638,2819,3138,5278
"407671","Lpar1",66,73,55,33,33,30,60,44,36,44
"57625","Gnaq",156,267,325,123,132,150,238,179,174,168
"274853","Slc33a1",36,64,94,61,27,42,127,68,40,64
"249963","Gnao1",89,241,320,87,118,149,287,169,171,129
"208237","Wwc2",14,18,23,5,12,10,25,27,15,19
"380368","LOC120102435",62,84,84,28,44,53,94,54,56,62
"212484","Irs2",0,0,0,0,0,0,5,4,0,4
"455823","Ntsr2",254,353,565,214,197,201,415,310,271,231
"77707","Lsm12",144,228,366,127,121,125,270,186,139,196
"577817","Eola2",12,27,20,14,9,21,22,14,19,25
"94363","Tcap",91,144,101,59,57,73,170,98,71,110
"464993","Nrxn3",62,66,81,32,37,30,64,53,48,21
"93948","-",3,36,37,8,11,17,8,3,10,14
"55205","Tmem80",104,128,142,118,52,70,181,115,78,98
"438675","Msh2",14,44,71,20,21,21,46,25,21,26
"199173","Pdlim3",6,11,21,12,5,8,25,17,10,13
"177974","-",106,168,230,141,75,191,333,139,153,203
"62580","Pnlip",36,62,41,20,24,40,65,33,35,51
"526197","Lysmd2",128,215,312,95,115,107,229,181,129,178
"520912","LOC102547107",0,0,0,0,0,0,6,4,0,3
"45835","LOC102555346",18,51,55,29,18,19,58,47,26,30
"131542","-",0,3,0,3,0,0,0,0,0,0
"223389","Macroh2a1",54,73,179,50,50,48,148,151,70,102
"266815","Gpbp1",104,170,195,97,78,82,172,142,96,158
"437774","Prdm16",0,0,0,0,0,3,6,5,4,3
"333885","Avp",91,69,141,104,39,86,295,153,79,175
"280767","Fnbp1l",0,0,0,0,0,0,4,3,0,3
"191679","Slain1",79,134,148,70,59,72,155,121,83,128
"533683","Zfp318",0,0,0,0,0,0,12,3,0,0
"251092","-",0,0,0,0,0,0,3,3,0,6
"82655","Carhsp1",18,57,86,24,26,39,117,45,28,82
"22016","Taok2",15,14,32,11,10,13,50,21,13,15
"289904","Lmbrd2",0,0,0,0,0,0,3,3,0,6
"293290","-",0,3,0,3,0,0,0,0,0,0
"145491","Fcamr",0,0,0,0,0,0,7,5,0,6
"340972","Prrt1b",0,3,0,3,0,0,0,0,0,0
"36995","-",0,0,0,0,0,3,9,0,0,11
"117125","Ccdc116",0,5,10,0,3,0,0,0,0,0
"455594","-",99,265,202,187,75,216,337,177,175,365
"527593","-",0,6,0,7,0,0,0,0,0,0
"83065","Adcy9",0,0,0,0,0,3,7,0,0,11
"15997","-",4,0,12,0,3,0,0,0,0,0
"57516","-",0,3,0,3,0,0,0,0,0,0
"77485","Ezh1",0,3,0,3,0,0,0,0,0,0
"465909","Btbd7",0,0,0,0,0,0,4,3,0,4
"410292","-",0,4,0,4,0,0,0,0,0,0
"62913","Bmerb1",0,0,4,5,0,0,0,0,0,0
