"percentile","center_rank_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","window_n_trt","center_rank_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","window_n_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","regime_difference","local_window_n"
0.01,309,0.98226916266981,0.258200367342623,2163,310,0.877115586954855,0.26353448514869,2171,310,1.85938474962467,0.521734852491313,1.33764989713335,2171
0.02,618,0.898028974984503,0.150511913071836,2472,620,0.90640019767472,0.175907913087507,2481,619,1.80442917265922,0.326419826159344,1.47800934649988,2481
0.03,927,0.994917931358267,0.267595973611423,2781,930,1,0.214687172042237,2791,928,1.99491793135827,0.48228314565366,1.51263478570461,2791
0.04,1236,0.904078122036112,0.140940648168656,3090,1241,0.985952204337745,0.278581582465784,3102,1238,1.89003032637386,0.419522230634441,1.47050809573942,3102
0.05,1545,0.964341204571044,0.220659713830654,3399,1551,0.94900865258449,0.270462239243674,3412,1548,1.91334985715553,0.491121953074328,1.42222790408121,3412
0.06,1854,1,0.278082345031801,3708,1861,0.981244909666822,0.259308787445725,3722,1858,1.98124490966682,0.537391132477526,1.4438537771893,3722
0.07,2163,0.4115542837293,0.0642244218945352,3709,2171,0.534487566987633,0.183829264213855,3723,2167,0.946041850716933,0.24805368610839,0.697988164608543,3723
0.08,2472,0.317252253653157,0.0304782896034623,3709,2481,0.379199676932579,0.163232084775784,3723,2476,0.696451930585736,0.193710374379246,0.50274155620649,3723
0.09,2781,0.260663482858339,0.0378542574568367,3709,2791,0.395642102863231,0.226197840077802,3723,2786,0.65630558572157,0.264052097534639,0.392253488186931,3723
0.1,3090,0.297165144101138,0.114684523653055,3709,3102,0.298662760411702,0.123519799494363,3723,3096,0.59582790451284,0.238204323147418,0.357623581365422,3723
0.11,3399,0.0876245148174951,0.271507523289042,3709,3412,0.200055411451127,0.21826534515402,3723,3406,0.287679926268622,0.489772868443062,-0.20209294217444,3723
0.12,3708,0.0760287169869247,0.041845886700642,3709,3722,0.155330143118276,0.120012276154733,3723,3715,0.2313588601052,0.161858162855375,0.0695006972498256,3723
0.13,4017,0.0832454897850839,0.0974041285983953,3709,4032,0.21500328890347,0.146158602748139,3723,4024,0.298248778688554,0.243562731346535,0.0546860473420193,3723
0.14,4326,0.0805299035539054,0.0223097689034345,3709,4342,0.0941137111642592,0.28574100876415,3723,4334,0.174643614718165,0.308050777667584,-0.13340716294942,3723
0.15,4635,0.0799032740692963,0.0260711849077556,3709,4652,0.0615392559395087,0.0995079796379547,3723,4644,0.141442530008805,0.12557916454571,0.0158633654630948,3723
0.16,4944,0.0305123051166746,0.0965311571156657,3709,4963,0.0572686214440115,0.233924156917425,3723,4954,0.0877809265606861,0.33045531403309,-0.242674387472404,3723
0.17,5254,0.0597127027057573,0.0626002979329597,3709,5273,0.0929368580090698,0.127436867911156,3723,5264,0.152649560714827,0.190037165844116,-0.0373876051292891,3723
0.18,5563,0.0618150816348206,0.136728704459779,3709,5583,0.113934774144823,0.251617415530038,3723,5573,0.175749855779644,0.388346119989816,-0.212596264210172,3723
0.19,5872,0.0322627912957697,0.127031049430754,3709,5893,0.047406294862365,0.0853102109999053,3723,5882,0.0796690861581347,0.212341260430659,-0.132672174272525,3723
0.2,6181,0.0693882103157739,0.175034692280139,3709,6203,0.0677532374844807,0.224231432761133,3723,6192,0.137141447800255,0.399266125041271,-0.262124677241017,3723
0.21,6490,0.0837366177474333,0.185077907090087,3709,6513,0.0536435002045169,0.141598733622263,3723,6502,0.13738011795195,0.32667664071235,-0.1892965227604,3723
