"feature_id","gene_symbol_trt","pc1_loading_trt","pc1_loading_abs_trt","rank_trt","gene_symbol_ctrl","pc1_loading_ctrl","pc1_loading_abs_ctrl","rank_ctrl","gene_symbol","combined_rank","in_treatment_leading_edge","in_control_leading_edge","in_leading_edge_union","in_remainder"
"499747","Vdr",0.0159029107753089,0.0159029107753089,219,"Vdr",0.0129398487795664,0.0129398487795664,876,"Vdr",548,TRUE,TRUE,TRUE,FALSE
"167027","RGD1563570",-0.0133529794803675,0.0133529794803675,779,"RGD1563570",-0.0152877691044102,0.0152877691044102,318,"RGD1563570",548,TRUE,TRUE,TRUE,FALSE
"178069","LOC102557042",0.0132575038264405,0.0132575038264405,815,"LOC102557042",-0.0153914997097646,0.0153914997097646,305,"LOC102557042",560,TRUE,TRUE,TRUE,FALSE
"435352","Man1c1",-0.0126067253593682,0.0126067253593682,1110,"Man1c1",-0.0186368971643172,0.0186368971643172,52,"Man1c1",581,TRUE,TRUE,TRUE,FALSE
"113992","Gap43",-0.017656909130085,0.017656909130085,89,"Gap43",-0.0123634870166865,0.0123634870166865,1115,"Gap43",602,TRUE,TRUE,TRUE,FALSE
"92652","Septin4",0.0150589085759753,0.0150589085759753,342,"Septin4",-0.0129293638876089,0.0129293638876089,879,"Septin4",610,TRUE,TRUE,TRUE,FALSE
"460382","Lrfn5",-0.0134939377778757,0.0134939377778757,729,"Lrfn5",0.0142136560928204,0.0142136560928204,499,"Lrfn5",614,TRUE,TRUE,TRUE,FALSE
"385540","Ing3",-0.0162465173825596,0.0162465173825596,187,"Ing3",0.0124918974617478,0.0124918974617478,1061,"Ing3",624,TRUE,TRUE,TRUE,FALSE
"120567","Dnajc30",-0.0130701952326083,0.0130701952326083,900,"Dnajc30",0.0151250102974065,0.0151250102974065,347,"Dnajc30",624,TRUE,TRUE,TRUE,FALSE
"305466","-",-0.0134023536993261,0.0134023536993261,759,"-",0.0142136560928204,0.0142136560928204,498,"-",628,TRUE,TRUE,TRUE,FALSE
"397156","-",-0.0136805707956826,0.0136805707956826,668,"-",0.0139025587649522,0.0139025587649522,591,"-",630,TRUE,TRUE,TRUE,FALSE
"125167","Slc7a1",0.0135289816113657,0.0135289816113657,720,"Slc7a1",-0.0140260221295433,0.0140260221295433,554,"Slc7a1",637,TRUE,TRUE,TRUE,FALSE
"533050","Adgre4",-0.015353662977473,0.015353662977473,287,"Adgre4",0.0126379053794587,0.0126379053794587,999,"Adgre4",643,TRUE,TRUE,TRUE,FALSE
"450859","Brf1",-0.0153618143643705,0.0153618143643705,284,"Brf1",-0.0125952628339204,0.0125952628339204,1012,"Brf1",648,TRUE,TRUE,TRUE,FALSE
"76080","Epn3",-0.0133891222895263,0.0133891222895263,764,"Epn3",0.014099611959035,0.014099611959035,532,"Epn3",648,TRUE,TRUE,TRUE,FALSE
"291878","-",0.0158010321009923,0.0158010321009923,229,"-",-0.0124682445134157,0.0124682445134157,1070,"-",650,TRUE,TRUE,TRUE,FALSE
"84336","Slit3",-0.0126559681104748,0.0126559681104748,1083,"Slit3",-0.0158449035013648,0.0158449035013648,237,"Slit3",660,TRUE,TRUE,TRUE,FALSE
"385063","Cftr",0.0139943367574433,0.0139943367574433,583,"Cftr",-0.0133210772504492,0.0133210772504492,750,"Cftr",666,TRUE,TRUE,TRUE,FALSE
"78148","Lrrc37a",-0.0136272978521713,0.0136272978521713,696,"Lrrc37a",0.0137151432237559,0.0137151432237559,639,"Lrrc37a",668,TRUE,TRUE,TRUE,FALSE
"133139","LOC102547127",-0.0256314265915497,0.0256314265915497,2,"LOC102547127",0.0119385184612708,0.0119385184612708,1355,"LOC102547127",678,TRUE,TRUE,TRUE,FALSE
"346866","Ube2e3",-0.0125265246933592,0.0125265246933592,1146,"Ube2e3",-0.0159600817703954,0.0159600817703954,216,"Ube2e3",681,TRUE,TRUE,TRUE,FALSE
"130490","Taok3",-0.0177783585962102,0.0177783585962102,83,"Taok3",0.0120280525440377,0.0120280525440377,1296,"Taok3",690,TRUE,TRUE,TRUE,FALSE
"471355","Hsp90b1",-0.0147877798793393,0.0147877798793393,391,"Hsp90b1",-0.0126235454933839,0.0126235454933839,1002,"Hsp90b1",696,TRUE,TRUE,TRUE,FALSE
"172745","Usp34",-0.0213649136672032,0.0213649136672032,16,"Usp34",0.0118610427254996,0.0118610427254996,1395,"Usp34",706,TRUE,TRUE,TRUE,FALSE
"118112","Alox5ap",-0.0135318548150123,0.0135318548150123,719,"Alox5ap",-0.0135000886083125,0.0135000886083125,705,"Alox5ap",712,TRUE,TRUE,TRUE,FALSE
"393007","Lrrtm4",-0.0136649509884159,0.0136649509884159,673,"Lrrtm4",-0.0132995715741924,0.0132995715741924,761,"Lrrtm4",717,TRUE,TRUE,TRUE,FALSE
"35939","Scaf8",-0.0130438775954391,0.0130438775954391,910,"Scaf8",0.0141157007846373,0.0141157007846373,527,"Scaf8",718,TRUE,TRUE,TRUE,FALSE
"125443","Cyp3a71-ps",-0.0145776821735344,0.0145776821735344,442,"Cyp3a71-ps",0.0126379053794587,0.0126379053794587,998,"Cyp3a71-ps",720,TRUE,TRUE,TRUE,FALSE
"460183","-",-0.0125473420180398,0.0125473420180398,1137,"-",0.0153096917269408,0.0153096917269408,315,"-",726,TRUE,TRUE,TRUE,FALSE
"459767","Srp54a",-0.0130809978988705,0.0130809978988705,894,"Srp54a",-0.0139748912435271,0.0139748912435271,571,"Srp54a",732,TRUE,TRUE,TRUE,FALSE
"450798","Ahnak2",-0.017307403692837,0.017307403692837,111,"Ahnak2",0.0118720915226653,0.0118720915226653,1386,"Ahnak2",748,TRUE,TRUE,TRUE,FALSE
"24918","Peli3",-0.012229004063664,0.012229004063664,1308,"Peli3",-0.0162031401477806,0.0162031401477806,190,"Peli3",749,TRUE,TRUE,TRUE,FALSE
"11310","Prmt1",-0.0132412815369346,0.0132412815369346,820,"Prmt1",-0.0135584028008845,0.0135584028008845,689,"Prmt1",754,TRUE,TRUE,TRUE,FALSE
"258795","Thap11",-0.0121321183277771,0.0121321183277771,1362,"Thap11",0.0163493154547935,0.0163493154547935,179,"Thap11",770,TRUE,TRUE,TRUE,FALSE
"188211","C1qtnf9",-0.0135376539884298,0.0135376539884298,716,"C1qtnf9",-0.0130260133870699,0.0130260133870699,854,"C1qtnf9",785,TRUE,TRUE,TRUE,FALSE
"352233","Eid1",-0.0121927969179395,0.0121927969179395,1325,"Eid1",-0.0158017278412943,0.0158017278412943,246,"Eid1",786,TRUE,TRUE,TRUE,FALSE
"537315","-",-0.0120257024074893,0.0120257024074893,1416,"-",0.0162757488601457,0.0162757488601457,184,"-",800,TRUE,TRUE,TRUE,FALSE
"525889","-",0.0137120977749036,0.0137120977749036,660,"-",-0.0127555108899082,0.0127555108899082,946,"-",803,TRUE,TRUE,TRUE,FALSE
"401103","LOC297756",-0.0152996273010525,0.0152996273010525,296,"LOC297756",0.0119904954168879,0.0119904954168879,1328,"LOC297756",812,TRUE,TRUE,TRUE,FALSE
"247426","Tcf4",-0.0145657626631359,0.0145657626631359,446,"Tcf4",0.0122059921893819,0.0122059921893819,1190,"Tcf4",818,TRUE,TRUE,TRUE,FALSE
"176301","Acin1",-0.0120717588329898,0.0120717588329898,1394,"Acin1",-0.015747820090342,0.015747820090342,259,"Acin1",826,TRUE,TRUE,TRUE,FALSE
"498232","RGD1560617",-0.0145290420822715,0.0145290420822715,455,"RGD1560617",0.0121954304499585,0.0121954304499585,1199,"RGD1560617",827,TRUE,TRUE,TRUE,FALSE
"497609","Srebf2",-0.0120537535237147,0.0120537535237147,1401,"Srebf2",0.015744733654874,0.015744733654874,260,"Srebf2",830,TRUE,TRUE,TRUE,FALSE
"305063","Elovl6",-0.0135635597870958,0.0135635597870958,709,"Elovl6",0.0127277601277341,0.0127277601277341,957,"Elovl6",833,TRUE,TRUE,TRUE,FALSE
"469198","-",-0.0130861204309623,0.0130861204309623,890,"-",0.0131972881148367,0.0131972881148367,788,"-",839,TRUE,TRUE,TRUE,FALSE
"239756","-",-0.0117404466524957,0.0117404466524957,1595,"-",0.0176423871412529,0.0176423871412529,93,"-",844,TRUE,TRUE,TRUE,FALSE
"132023","-",-0.0159664675459953,0.0159664675459953,214,"-",-0.0117002679207063,0.0117002679207063,1497,"-",856,TRUE,TRUE,TRUE,FALSE
"225383","Txndc5",-0.012159187895124,0.012159187895124,1344,"Txndc5",0.0149762796351982,0.0149762796351982,369,"Txndc5",856,TRUE,TRUE,TRUE,FALSE
"371082","Kdm3a",-0.0119064542073123,0.0119064542073123,1484,"Kdm3a",-0.0156002788014596,0.0156002788014596,271,"Kdm3a",878,TRUE,TRUE,TRUE,FALSE
"51459","Far1",-0.0126774365255885,0.0126774365255885,1079,"Far1",-0.0135625736041583,0.0135625736041583,688,"Far1",884,TRUE,TRUE,TRUE,FALSE
"273422","-",-0.015112697989335,0.015112697989335,332,"-",0.0117745198060281,0.0117745198060281,1447,"-",890,TRUE,TRUE,TRUE,FALSE
"100193","LOC680960",-0.0131014476765848,0.0131014476765848,880,"LOC680960",0.012846567746023,0.012846567746023,910,"LOC680960",895,TRUE,TRUE,TRUE,FALSE
"408938","Tle1",-0.0155590498851833,0.0155590498851833,255,"Tle1",-0.0116306992152711,0.0116306992152711,1545,"Tle1",900,TRUE,TRUE,TRUE,FALSE
"310075","Fam207a",-0.0143208632062111,0.0143208632062111,498,"Fam207a",0.0120255124605337,0.0120255124605337,1301,"Fam207a",900,TRUE,TRUE,TRUE,FALSE
"131467","Sez6l",-0.0117319506615846,0.0117319506615846,1601,"Sez6l",-0.0158851425881116,0.0158851425881116,225,"Sez6l",913,TRUE,TRUE,TRUE,FALSE
"520341","Tmem218",-0.0123602160420905,0.0123602160420905,1247,"Tmem218",0.0137866673008049,0.0137866673008049,616,"Tmem218",932,TRUE,TRUE,TRUE,FALSE
"544520","Ranbp3",0.0204351508045829,0.0204351508045829,30,"Ranbp3",-0.011211483683818,0.011211483683818,1837,"Ranbp3",934,TRUE,TRUE,TRUE,FALSE
"444175","Ap4s1",-0.014062320976969,0.014062320976969,572,"Ap4s1",0.0120280525440377,0.0120280525440377,1297,"Ap4s1",934,TRUE,TRUE,TRUE,FALSE
"298878","Serpini1",-0.0118605916130791,0.0118605916130791,1511,"Serpini1",0.0150270777524109,0.0150270777524109,363,"Serpini1",937,TRUE,TRUE,TRUE,FALSE
"96201","Helz",-0.0148439582932116,0.0148439582932116,374,"Helz",0.0116835385397311,0.0116835385397311,1513,"Helz",944,TRUE,TRUE,TRUE,FALSE
"345746","LOC108350389",0.0126450672439898,0.0126450672439898,1086,"LOC108350389",-0.0131595565960875,0.0131595565960875,805,"LOC108350389",946,TRUE,TRUE,TRUE,FALSE
"574130","Armcx3",-0.0160864483401465,0.0160864483401465,203,"Armcx3",0.0113861199913227,0.0113861199913227,1697,"Armcx3",950,TRUE,TRUE,TRUE,FALSE
"388210","-",-0.0143208632062111,0.0143208632062111,499,"-",0.0118425842408368,0.0118425842408368,1406,"-",952,TRUE,TRUE,TRUE,FALSE
"12279","-",-0.0187859789021269,0.0187859789021269,56,"-",0.0112001615447345,0.0112001615447345,1850,"-",953,TRUE,TRUE,TRUE,FALSE
"164269","Hnrnpd",-0.0150149672326074,0.0150149672326074,357,"Hnrnpd",0.0116199573450048,0.0116199573450048,1553,"Hnrnpd",955,TRUE,TRUE,TRUE,FALSE
"562589","Taf9b",-0.0153268387993799,0.0153268387993799,291,"Taf9b",0.0114922597203898,0.0114922597203898,1631,"Taf9b",961,TRUE,TRUE,TRUE,FALSE
"132845","Kdsr",-0.0128169704998431,0.0128169704998431,1015,"Kdsr",-0.0128711868537844,0.0128711868537844,907,"Kdsr",961,TRUE,TRUE,TRUE,FALSE
"572280","Gdpd2",-0.0133694763054561,0.0133694763054561,774,"Gdpd2",0.012293378497937,0.012293378497937,1151,"Gdpd2",962,TRUE,TRUE,TRUE,FALSE
"571451","Il1rapl1",-0.014320022623686,0.014320022623686,500,"Il1rapl1",0.0118119344189989,0.0118119344189989,1427,"Il1rapl1",964,TRUE,TRUE,TRUE,FALSE
"291763","Ankh",-0.01160602960384,0.01160602960384,1657,"Ankh",0.0155676049329534,0.0155676049329534,277,"Ankh",967,TRUE,TRUE,TRUE,FALSE
"422384","Triqk",-0.0132307496399196,0.0132307496399196,825,"Triqk",0.0123713391618422,0.0123713391618422,1112,"Triqk",968,TRUE,TRUE,TRUE,FALSE
"201420","-",0.0149804468960246,0.0149804468960246,362,"-",-0.0115697220962998,0.0115697220962998,1582,"-",972,TRUE,TRUE,TRUE,FALSE
"31923","Lrp11",-0.0120208621859541,0.0120208621859541,1420,"Lrp11",-0.0140446881246015,0.0140446881246015,547,"Lrp11",984,TRUE,TRUE,TRUE,FALSE
"482689","Shisal1",-0.0112350864822,0.0112350864822,1948,"Shisal1",-0.0205421597315202,0.0205421597315202,19,"Shisal1",984,TRUE,TRUE,TRUE,FALSE
"418208","Miip",-0.0127678774872121,0.0127678774872121,1033,"Miip",-0.0127295243998933,0.0127295243998933,956,"Miip",994,TRUE,TRUE,TRUE,FALSE
"578125","Emd",-0.0111912422651244,0.0111912422651244,1971,"Emd",0.0196863904662237,0.0196863904662237,29,"Emd",1000,TRUE,TRUE,TRUE,FALSE
"268523","-",0.0136346582651099,0.0136346582651099,690,"-",-0.0120080133490593,0.0120080133490593,1320,"-",1005,TRUE,TRUE,TRUE,FALSE
"426214","-",0.0205260153532895,0.0205260153532895,29,"-",-0.0110122506495362,0.0110122506495362,1983,"-",1006,TRUE,TRUE,TRUE,FALSE
"348332","-",-0.011508992283039,0.011508992283039,1731,"-",-0.0155184924291747,0.0155184924291747,281,"-",1006,TRUE,TRUE,TRUE,FALSE
"354219","Snap25",-0.0128517149868004,0.0128517149868004,989,"Snap25",-0.0125311398472538,0.0125311398472538,1034,"Snap25",1012,TRUE,TRUE,TRUE,FALSE
"42305","Slc17a7",-0.012509281456883,0.012509281456883,1150,"Slc17a7",-0.0129329327141517,0.0129329327141517,878,"Slc17a7",1014,TRUE,TRUE,TRUE,FALSE
"463892","Ift43",-0.0152169342116962,0.0152169342116962,313,"Ift43",0.0113304016016283,0.0113304016016283,1748,"Ift43",1030,TRUE,TRUE,TRUE,FALSE
"111664","LOC102556347",-0.0125191566965645,0.0125191566965645,1149,"LOC102556347",-0.0128301970104535,0.0128301970104535,922,"LOC102556347",1036,TRUE,TRUE,TRUE,FALSE
"426790","Snx30",-0.0125025625416675,0.0125025625416675,1152,"Snx30",0.0128264210645278,0.0128264210645278,924,"Snx30",1038,TRUE,TRUE,TRUE,FALSE
"29086","Pdlim1",-0.0147613951361924,0.0147613951361924,398,"Pdlim1",-0.0113877510211677,0.0113877510211677,1696,"Pdlim1",1047,TRUE,TRUE,TRUE,FALSE
"244862","-",-0.0125959886017202,0.0125959886017202,1114,"-",0.0126532435749359,0.0126532435749359,985,"-",1050,TRUE,TRUE,TRUE,FALSE
"270331","LOC100360846",0.0123456919530377,0.0123456919530377,1250,"LOC100360846",-0.0130400248013412,0.0130400248013412,849,"LOC100360846",1050,TRUE,TRUE,TRUE,FALSE
"351532","Map1a",-0.0137480107555171,0.0137480107555171,650,"Map1a",0.011728667148655,0.011728667148655,1476,"Map1a",1063,TRUE,TRUE,TRUE,FALSE
"117589","Insr",-0.0144500762579561,0.0144500762579561,468,"Insr",0.011438532828436,0.011438532828436,1661,"Insr",1064,TRUE,TRUE,TRUE,FALSE
"222113","-",-0.0115936779416742,0.0115936779416742,1661,"-",0.0142100034984467,0.0142100034984467,501,"-",1081,TRUE,TRUE,TRUE,FALSE
"376252","Mbd4",-0.0135811595086576,0.0135811595086576,707,"Mbd4",-0.0117505302834354,0.0117505302834354,1460,"Mbd4",1084,TRUE,TRUE,TRUE,FALSE
"51388","Tead1",-0.0142416557046668,0.0142416557046668,528,"Tead1",0.0114688757473817,0.0114688757473817,1645,"Tead1",1086,TRUE,TRUE,TRUE,FALSE
"316605","Rrp1b",-0.011011849332103,0.011011849332103,2088,"Rrp1b",0.017838242299829,0.017838242299829,84,"Rrp1b",1086,TRUE,TRUE,TRUE,FALSE
"311159","LOC120098901",-0.0113239613442604,0.0113239613442604,1872,"LOC120098901",-0.0153337995664067,0.0153337995664067,312,"LOC120098901",1092,TRUE,TRUE,TRUE,FALSE
"58588","Apba1",-0.0111341662896704,0.0111341662896704,2013,"Apba1",-0.0164158126143242,0.0164158126143242,175,"Apba1",1094,TRUE,TRUE,TRUE,FALSE
"270602","-",0.011748249227143,0.011748249227143,1590,"-",-0.0138266020581712,0.0138266020581712,610,"-",1100,TRUE,TRUE,TRUE,FALSE
"556460","Yes1",-0.0130126154562138,0.0130126154562138,933,"Yes1",-0.0120445644501055,0.0120445644501055,1286,"Yes1",1110,TRUE,TRUE,TRUE,FALSE
"295041","LOC103691527",-0.0113928859071831,0.0113928859071831,1817,"LOC103691527",0.0146298698367961,0.0146298698367961,413,"LOC103691527",1115,TRUE,TRUE,TRUE,FALSE
"284211","Srsf11",-0.014655864375339,0.014655864375339,423,"Srsf11",-0.011227070270088,0.011227070270088,1821,"Srsf11",1122,TRUE,TRUE,TRUE,FALSE
"502578","Naalad2",-0.0153947312734614,0.0153947312734614,281,"Naalad2",0.0110371456935608,0.0110371456935608,1966,"Naalad2",1124,TRUE,TRUE,TRUE,FALSE
"418779","Tmem201",-0.0141523757688815,0.0141523757688815,546,"Tmem201",-0.0113765539228594,0.0113765539228594,1707,"Tmem201",1126,TRUE,TRUE,TRUE,FALSE
"833","Stxbp5",0.0115543078271977,0.0115543078271977,1696,"Stxbp5",0.0139885382257982,0.0139885382257982,562,"Stxbp5",1129,TRUE,TRUE,TRUE,FALSE
"341996","St6galnac4",0.0112656839475601,0.0112656839475601,1918,"St6galnac4",-0.0151467478932805,0.0151467478932805,343,"St6galnac4",1130,TRUE,TRUE,TRUE,FALSE
"24168","Cdkn1c",-0.011853426005947,0.011853426005947,1518,"Cdkn1c",0.013313058714994,0.013313058714994,757,"Cdkn1c",1138,TRUE,TRUE,TRUE,FALSE
"82777","Rbm25l1",-0.0117155431750531,0.0117155431750531,1609,"Rbm25l1",-0.0135897952145325,0.0135897952145325,673,"Rbm25l1",1141,TRUE,TRUE,TRUE,FALSE
"59388","Prkg1",-0.0117964297786384,0.0117964297786384,1567,"Prkg1",0.0134591759315264,0.0134591759315264,718,"Prkg1",1142,TRUE,TRUE,TRUE,FALSE
"121746","Ddx55",-0.0110707097903321,0.0110707097903321,2051,"Ddx55",0.0158636359075358,0.0158636359075358,233,"Ddx55",1142,TRUE,TRUE,TRUE,FALSE
"566819","LOC689728",0.0128235083724967,0.0128235083724967,1011,"LOC689728",-0.0120526932176964,0.0120526932176964,1277,"LOC689728",1144,TRUE,TRUE,TRUE,FALSE
"173509","-",-0.0156178080063186,0.0156178080063186,252,"-",0.0109215119243008,0.0109215119243008,2043,"-",1148,TRUE,TRUE,TRUE,FALSE
"373278","Mgll",0.0130608947877634,0.0130608947877634,903,"Mgll",-0.0118270578023141,0.0118270578023141,1414,"Mgll",1158,TRUE,TRUE,TRUE,FALSE
"142934","Cntnap5c",-0.0130838878672943,0.0130838878672943,891,"Cntnap5c",0.0117882351292187,0.0117882351292187,1435,"Cntnap5c",1163,TRUE,TRUE,TRUE,FALSE
"140530","Akt3",-0.0115701551852901,0.0115701551852901,1687,"Akt3",-0.0136992660534755,0.0136992660534755,641,"Akt3",1164,TRUE,TRUE,TRUE,FALSE
"90149","LOC120095139",-0.0112676991937936,0.0112676991937936,1914,"LOC120095139",0.0146235681779989,0.0146235681779989,414,"LOC120095139",1164,TRUE,TRUE,TRUE,FALSE
"574047","Gla",-0.0141214719589842,0.0141214719589842,555,"Gla",0.0112856500769946,0.0112856500769946,1780,"Gla",1168,TRUE,TRUE,TRUE,FALSE
