"index","rank","d1_here","d2_here","d1_left","d1_right","var_fit_here","gap_from_terminal","left_med_log_nb2","right_med_log_nb2","log_nb2_diff","left_med_gap","right_med_gap","gap_diff","left_med_amu","right_med_amu","amu_diff","variance_trough_score_raw","terminal_proximity_raw","passes_support_gate","nb2_score","gap_score","amu_score","trough_score","prox_score","candidate_score","role"
22667,22667,0.000425834930453909,-5.58095627037697e-09,0.000425836851441155,0.000425825689528615,5.84707063664893,2564,4.73356340075649,5.41387570718231,0.680312306425819,2.10006082888257,2.48360371800758,0.383542889125013,2.1910326070883,2.5508646175798,0.3598320104915,0.0413355985893293,-2564,TRUE,1,1,1,1,0,0.9,"cutoff_center"
25231,25231,-0.000433153592391215,2.17224444362916e-09,-0.000433154082653946,-0.000433149738165059,5.48735390365856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terminal_start"
