"dataset_name","feature_id","gene_symbol","lfc_shrunk","regulation_direction","lfdr","pvalue","wald_pvalue","padj","empirical_p","empirical_q","HBFSS","hc_wald_threshold_dataset","hc_empirical_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","hc_wald_pass","hc_empirical_pass","deseq2_strong_call","deseq2_weak_call_raw","deseq2_weak_call","standard_significant","HBFSS_significant","effect_class","baseMean.x","log2FoldChange","lfcSE","stat","lfcSE_shrunk","padj_strong_effect","padj_weak_effect","neglog10_wald_pvalue","neglog10_empirical_p","raw_lfc_pass","shrunk_lfc_pass","HBFSS_only_call","overlap_call","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","baseMean.y","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","hc_empirical_threshold_source","hc_wald_threshold_source"
"RT4_ZT10_raw_dataset","3192","LOC120098984",-2.12873307530681,"downregulated",7.88984029216493e-09,8.22356082172097e-16,8.22356082172097e-16,6.49908011740608e-12,3.36841665671272e-13,2.37760979801633e-09,26.5507812204332,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0281230437275442,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",237.287961467689,-2.19655831842697,0.272836315946089,-8.0508282440707,0.276664193729332,0.0281230437275442,1,12,12,TRUE,TRUE,FALSE,TRUE,95.4001981844866,67.19254867827,44.5386286749627,104.196040402215,112.167152981164,480.152168801325,425.394503206046,271.564715561348,434.534380795412,337.739277391655,237.287961467689,0.0734288945757161,0.102439234876032,0.0829653068416864,9,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","4512","RGD1560015",2.98399888831258,"upregulated",2.24270616605029e-12,7.42392656663056e-29,7.42392656663056e-29,1.17342583312163e-24,2.22044604925031e-16,2.24270616605029e-12,46.7102049653232,0.033709669726516,0.0548022025481055,1.26120198649253,1,1.26255490129423e-09,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",368.09586247975,3.03209468741805,0.272015139807583,11.1467864971151,0.274156766350223,1.26255490129423e-09,1,12,12,TRUE,TRUE,FALSE,TRUE,934.108101654736,658.212721746319,540.21046392858,371.198393932891,776.04018632317,96.5523382915708,65.3628833641532,88.3559840103908,66.8514431992942,84.0661083463946,368.09586247975,0.0745129869077009,0.0927037656893679,0.0799485940938076,9,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","4760","Prkn",-2.75752080155196,"downregulated",9.56594603263565e-05,3.78616450102606e-10,3.78616450102606e-10,4.60339354640138e-07,1.49585379638495e-08,1.6628606236401e-05,21.5779059488687,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0654028542479486,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",31.2875047663613,-2.91135061276452,0.464879071140561,-6.26259772379436,0.476807175087883,0.0654028542479486,1,9.42180052076423,7.82511085201043,TRUE,TRUE,FALSE,TRUE,6.32987096958679,8.22765902182898,0,7.51413752900589,14.3469614278233,52.1904531305788,61.0767926517497,44.1779920051954,34.9450725814493,84.0661083463946,31.2875047663613,0.111491754877064,0.282816210125759,0.196499273085474,10,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","8525","Grik5",3.00009506201136,"upregulated",0.000190875631837344,4.52013848487358e-10,4.52013848487358e-10,5.29224510310458e-07,1.73024745642181e-08,1.87242139316051e-05,23.2864132026296,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0347951633953858,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",101.813559212877,3.16827033633091,0.508149452567,6.23491833027837,0.52381763341365,0.0347951633953858,1,9.34484825937112,7.76189178052835,TRUE,TRUE,FALSE,TRUE,372.558119924251,138.956019035334,132.179156067631,64.1206402475169,207.378806093082,11.7428519543802,8.57218142480697,15.5922324724219,22.7902647270321,44.2453201823129,101.813559212877,0.363123049702226,0.138892418997034,0.275251973302213,11,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","50175","Arap1",6.81756706602501,"upregulated",0.00459957567922035,2.48748090336509e-07,2.48748090336509e-07,9.47400558038279e-05,3.10200796604931e-06,0.00109271460858145,37.5535938931414,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0347951633953858,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",7.10077190660488,5.84907468031812,1.1338401184023,5.15864149220623,2.59474925301907,0.0347951633953858,1,6.60424024469078,5.50835709123975,TRUE,TRUE,FALSE,TRUE,18.0853456273908,9.14184335758776,20.1142194015961,8.01508003093961,15.6512306485345,0,0,0,0,0,7.10077190660488,0.131659454978036,0.990534252712357,0.515455403859952,9,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","52694","Rbbp6",-3.30650416931114,"downregulated",3.5685166780565e-06,1.68194717848629e-12,1.68194717848629e-12,3.5446476137539e-09,1.75130132618051e-10,3.31660919336723e-07,32.2603679401673,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.00244465928866624,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",25.348161838476,-3.4473490390568,0.488390271700855,-7.0585948140432,0.494042779749355,0.00244465928866624,1,11.7741876473325,9.75663912345473,TRUE,TRUE,FALSE,TRUE,4.97347004753248,4.57092167879388,5.74691982902745,5.00942501933726,0,53.4952144588433,46.0754751583375,31.1844649448438,72.9288471265028,29.496880121542,25.348161838476,0.0915217422266783,0.331499570999557,0.18765367304682,8,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","77571","Aarsd1",2.15455771489553,"upregulated",2.81560545616784e-07,2.21140350672408e-13,2.21140350672408e-13,8.62616079854874e-10,3.31350502591476e-11,1.03724991583679e-07,22.5791451287749,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0716917112745656,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",207.69115811292,2.23691696701206,0.304950208970355,7.33535148103313,0.310826340897564,0.0716917112745656,1,12,10.4797123663358,TRUE,TRUE,FALSE,TRUE,426.814156806424,383.043236682927,298.839831109427,288.542881113826,314.328882191402,41.752362504463,56.7907019393462,51.9741082414064,83.5643039991178,131.261116540862,207.69115811292,0.0985337216867172,0.106343242386619,0.101341139626967,7,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","92652","Septin4",3.48968215560202,"upregulated",4.34125117974688e-07,2.45588533426986e-13,2.45588533426986e-13,8.62616079854874e-10,3.61122243219825e-11,1.09422755194677e-07,36.4404676630665,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.000719599082409374,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",430.487881184642,3.62774566112809,0.495505980699418,7.32129540799374,0.506163834566763,0.000719599082409374,1,12,10.4423457605067,TRUE,TRUE,FALSE,TRUE,730.195829705905,728.604915599744,499.982025125388,253.476905978465,1769.89333250511,60.0190211001656,46.0754751583375,23.3883487086329,51.6579333812728,141.585024583401,430.487881184642,0.417698196166554,0.0901441973910094,0.284040705127782,10,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","150946","-",-2.44328129244116,"downregulated",7.55644407893223e-07,7.61858949355793e-13,7.61858949355793e-13,2.18944410063957e-09,9.14321951483998e-11,2.19116808518845e-07,24.5278586516734,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0286855393195675,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",129.825914657491,-2.54456396650352,0.354996927131651,-7.16784786579256,0.362314377032833,0.0286855393195675,1,12,10.0389008533548,TRUE,TRUE,FALSE,TRUE,17.6332119867061,33.8248204230747,25.8611392306235,60.6140427339808,52.1707688284484,229.637993774547,200.374740804863,161.11973554836,179.283415852653,337.739277391655,129.825914657491,0.141944477430107,0.125115815206906,0.137842492985646,7,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","173032","LOC102550342",-7.42577888681232,"downregulated",0.0108312562436521,1.90057473315809e-06,1.90057473315809e-06,0.000431115867513998,1.6556133996426e-05,0.00355897272397715,35.5029538146249,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0857597758294022,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",5.11599966726712,-6.26674190205788,1.31551470278139,-4.76371863332891,2.87253406216057,0.0857597758294022,1,5.72111504868121,4.78104106731157,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,3.91428398479341,9.64370410290784,6.4967635301758,4.55805294540642,26.5471921093878,5.11599966726712,0.655592612288323,1.34570252109968,1.01339497180328,10,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","210273","-",-2.66846537118984,"downregulated",1.75956872325213e-05,1.22208407056345e-11,1.22208407056345e-11,2.03329061256062e-08,8.91962281812653e-10,1.35135639299653e-06,24.148687013071,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0286855393195675,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",57.8821708237376,-2.7919544218084,0.41193993196165,-6.77757654741839,0.418439132414346,0.0286855393195675,1,10.91289891674,9.04965351013842,TRUE,TRUE,FALSE,TRUE,11.755474657804,16.455318043658,5.74691982902745,24.0452400928188,13.0426922071121,87.4190089937195,167.157537783736,80.5598677741799,53.1772843630749,119.462364492245,57.8821708237376,0.161620400216464,0.187352490338636,0.170932234556733,7,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","248301","-",-2.26843061431365,"downregulated",7.55644407893223e-07,1.48098044960015e-12,1.48098044960015e-12,3.34405385519713e-09,1.57763135888445e-10,3.12367194496333e-07,22.2351443365399,0.033709669726516,0.0548022025481055,1.26120198649253,1,0.0701724612203938,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",89.6882781297655,-2.36432086910613,0.334120175135225,-7.07625891836445,0.340755499751434,0.0701724612203938,1,11.8294506745556,9.80199446976143,TRUE,TRUE,FALSE,TRUE,23.0588156749233,31.0822674157984,21.5509493588529,34.5650326334271,35.2152689592027,173.533256659174,165.014492427534,59.7702244776173,171.686660943642,181.405812747483,89.6882781297655,0.101422657528745,0.147524391728004,0.116188536508032,9,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","270331","LOC100360846",3.28188987070442,"upregulated",2.24270616605029e-12,8.76242951600887e-20,8.76242951600887e-20,9.23326406200242e-16,2.22044604925031e-16,2.24270616605029e-12,51.3732592644864,0.033709669726516,0.0548022025481055,1.26120198649253,1,1.2594250738193e-06,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",83.6005285142947,3.36266360513663,0.369389334335543,9.10330454230732,0.373508835835647,1.2594250738193e-06,1,12,12,TRUE,TRUE,FALSE,TRUE,108.05994012366,168.209917779615,163.787215127282,121.228085467962,200.857459989526,28.7047492218183,9.64370410290784,11.6941743543164,7.59675490901071,16.2232840668481,83.6005285142947,0.0897258831306948,0.152802418921191,0.116306954131052,9,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
"RT4_ZT10_raw_dataset","281697","LOC103691697",5.52491538067253,"upregulated",2.25869666101423e-07,2.29447307755726e-15,2.29447307755726e-15,1.208881382129e-11,7.81374964731185e-13,3.94604149916549e-09,66.89092680691,0.033709669726516,0.0548022025481055,1.26120198649253,1,6.71123531795675e-07,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"strong_effect",40.8421905211401,5.70305271665891,0.719692272488034,7.92429338853813,0.70621826122089,6.71123531795675e-07,1,12,12,TRUE,TRUE,FALSE,TRUE,122.076082984888,87.3046040649631,84.7670674781548,64.1206402475169,43.0408842834699,0,3.21456803430261,3.89805811810548,0,0,40.8421905211401,0.146164978559778,0.234209525095154,0.191233363292014,10,FALSE,"empirical_quantile_fallback","wald_quantile_fallback"
