"dataset_name","feature_id","gene_symbol","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","wald_pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","hc_empirical_pass","deseq2_strong_call","deseq2_weak_call_raw","deseq2_weak_call","standard_significant","HBFSS_significant","effect_class","log2FoldChange","lfcSE","stat","raw_lfc_pass","shrunk_lfc_pass","neglog10_wald_pvalue","padj_strong_effect","padj_weak_effect","HBFSS_only_call","overlap_call","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispGeneEst","dispFit","dispersion","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p"
"RT4_ZT10_remainder_dataset","41462","RGD1562402",986.12203731835,0.375411358803303,"upregulated",0.707839413310793,0.0256335802869396,0.0256335802869396,0.267577945445112,0.0447212537415438,0.437710427423173,0.506612384091165,0.0543553541846138,1.26475767000815,0.0775273367424643,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.48654402290403,0.218013178828884,2.23171840123442,FALSE,FALSE,1.59119073091023,1,0.0775273367424643,FALSE,FALSE,955.649338419302,1407.53490938954,1004.81471585994,1206.41347380608,1180.4594643613,966.300364815228,978.05687827528,931.14833328183,736.637632151714,494.205262823286,0.0480271407930897,0.0754828362570704,0.0559187899769185,9,FALSE,0.572549685247294,1.34948602968778
"RT4_ZT10_remainder_dataset","11408","Rps11",816.143596456023,-0.373402210298213,"downregulated",0.707839413310793,0.0225480375255363,0.0225480375255363,0.251679614925766,0.0402087192674858,0.419733702138003,0.521149907204691,0.0543553541846138,1.26475767000815,0.053822484479704,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.470815697990446,0.206406957519723,-2.28100691782862,FALSE,FALSE,1.64689125107733,1,0.053822484479704,FALSE,FALSE,729.061397790779,698.510341522317,763.314183292741,584.411346264184,644.953018607997,722.443187729604,733.54265870646,933.749306279824,973.576746823193,1377.87377754313,0.0397778049106207,0.0766972461163204,0.0498662648585291,9,FALSE,0.59915195919847,1.39567975987202
"RT4_ZT10_remainder_dataset","377870","Tpi1",545.266817845175,-0.362997346303642,"downregulated",0.707839413310793,0.0254647819499618,0.0254647819499618,0.267081722188005,0.0444768123405364,0.436794302870073,0.490723896248823,0.0543553541846138,1.26475767000815,0.0444034581800054,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.456478265288719,0.204306827405193,-2.23427807619667,FALSE,FALSE,1.59406003825214,1,0.0444034581800054,FALSE,FALSE,378.551110391366,473.597325796545,514.626134875332,426.028854480752,506.841867148507,584.213985745239,456.855515510164,555.307735071706,677.402853483844,879.242795948294,0.0374903093066301,0.0801972200811632,0.0481837058202396,9,FALSE,0.573355832025435,1.35186634625791
"RT4_ZT10_remainder_dataset","41839","Klk6",265.848990383208,0.386271573819485,"upregulated",0.707839413310793,0.020567854725294,0.020567854725294,0.239788022943543,0.0372590530001895,0.406631063956863,0.551892536449214,0.0543553541846138,1.26475767000815,0.0658281633606412,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.485960029127942,0.209843205266964,2.31582446765289,FALSE,FALSE,1.68681100385965,1,0.0658281633606412,FALSE,FALSE,384.430637792904,274.284165519234,307.625678389165,321.275877320191,263.192949007708,262.113864140163,259.528250594976,201.57540734453,236.939114671479,147.523959051727,0.0304795086423742,0.0912807656592337,0.0485719015814202,8,FALSE,0.620172513061322,1.42876818760453
"RT4_ZT10_remainder_dataset","522691","Dnaja4",154.675971797703,-0.393269692265749,"downregulated",0.707839413310793,0.0212615155257262,0.0212615155257262,0.244196138807909,0.0382974832543188,0.411377635601877,0.557196205696853,0.0543553541846138,1.26475767000815,0.0874318461404512,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.501953964096803,0.21792741020405,-2.30330807688126,FALSE,FALSE,1.67240578209862,1,0.0874318461404512,FALSE,FALSE,128.897331495268,128.91355779404,148.062826514411,135.326812599768,97.720154334545,129.100858457095,155.502464199469,187.270055855564,232.382593235489,203.583063491383,0.0269540117837646,0.106826463210581,0.0502275407172669,10,FALSE,0.612261207334937,1.41682976505683
"RT4_ZT10_remainder_dataset","191013","LOC498555",1355.3607428238,0.358008398037422,"upregulated",0.707839413310793,0.0247559940162676,0.0247559940162676,0.262698607234518,0.0434474472390365,0.432867250064326,0.487620231736071,0.0543553541846138,1.26475767000815,0.0350036510322299,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.446431030320221,0.198838942149631,2.24518912389039,FALSE,FALSE,1.60631963095185,1,0.0350036510322299,FALSE,FALSE,1358.1708297554,1787.41847863368,1742.25384209191,1267.5611446845,1661.24262368727,966.300364815228,883.682968968016,1057.29552368454,1547.69844775793,1281.98320415951,0.0378007733593493,0.0738943248499618,0.0466427757340555,9,FALSE,0.580542229733788,1.36203573549998
"RT4_ZT10_remainder_dataset","357009","Raly",212.85000593777,0.385763549532307,"upregulated",0.707076391305732,0.0192020250729481,0.0192020250729481,0.2301588192976,0.0351970296529565,0.396746041713082,0.560704999242746,0.0543553541846138,1.26475767000815,0.0580416731707889,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.481642608757959,0.205690802279946,2.34158554208196,FALSE,FALSE,1.71665296756574,1,0.0580416731707889,FALSE,FALSE,238.799266770181,262.8556586226,265.938086457923,200.985377231508,273.616432136726,217.776195579141,171.588926013207,211.979299336506,162.515931216976,122.444886012934,0.0253037042158674,0.0966662845139058,0.0454249624056301,6,FALSE,0.637972379019418,1.45349398594692
"RT4_ZT10_remainder_dataset","529931","Map4",334.369355361142,0.411567500029269,"upregulated",0.58436936124265,0.00927853244666208,0.00927853244666208,0.153591349160125,0.0192856091254254,0.299956390876957,0.70574221900505,0.0543553541846138,1.26475767000815,0.0434065170115381,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.493176517238128,0.189565357860378,2.60161731449567,FALSE,FALSE,2.0325207092033,1,0.0434065170115381,FALSE,FALSE,408.853290076218,390.397795589044,332.063232279893,349.343660674217,475.571417761452,349.485152186884,309.932497611355,257.4963268014,255.165200415439,215.384980215522,0.0226880107016958,0.0868484889153613,0.0397193386189619,7,FALSE,0.813633244707006,1.71476663962743
"RT4_ZT10_remainder_dataset","482217","Pmm1",1199.6686530986,0.48982696513804,"upregulated",0.338641529225423,0.00181031708306406,0.00181031708306406,0.0546780686069337,0.00501690332059113,0.142035179587724,1.12638858656616,0.0543553541846138,1.26475767000815,0.0702076163963233,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",0.563631563766403,0.180668174320304,3.11970586898802,FALSE,FALSE,2.74224535034387,1,0.0702076163963233,FALSE,FALSE,1508.32491416392,1378.73507201002,1328.25292911957,1367.3020176747,1575.24888787287,1039.32711303338,1324.45202266444,889.532765313927,757.901398853001,827.609410280189,0.0260675128629392,0.0744449030595852,0.0382289845931899,9,FALSE,1.26218683441448,2.299564268065
"RT4_ZT10_remainder_dataset","523897","Rpl4",1514.42394018655,-0.36786193305638,"downregulated",0.707839413310793,0.0315823177738409,0.0315823177738409,0.29456689212652,0.0531796657544452,0.465995784646253,0.468749685549693,0.0543553541846138,1.26475767000815,0.0822340007772838,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"weak_effect",-0.480936273766537,0.223726931969858,-2.1496574843807,FALSE,FALSE,1.50055600100751,1,0.0822340007772838,FALSE,FALSE,952.031167710663,1340.33528883733,1394.37807494154,1552.74987197808,1082.73931002676,1662.66257103835,2010.80772671727,2377.28932016646,1619.08395025511,1152.16212019399,0.05146713827292,0.0734487342463649,0.0594159752134208,10,FALSE,0.53081606731949,1.27425439662943
