"comparison_name","feature_id","gene_symbol","pc1_loading_trt_normalized","pc1_loading_ctrl_normalized","pc1_loading_trt_raw","pc1_loading_ctrl_raw","baseMean_original","baseMean_leading_edge","baseMean_remainder","dispGeneEst_original","dispFit_original","dispersion_original","dispGeneEst_leading_edge","dispFit_leading_edge","dispersion_leading_edge","dispGeneEst_remainder","dispFit_remainder","dispersion_remainder"
"RT4_ZT10","100020","Nrip1",-0.00610758896459842,0.00744558778365973,-0.00710233720941111,-0.00389019461408936,28.7836613509751,NA,28.7960390874486,0.796809540194485,0.300890021741034,0.574097358220002,NA,NA,NA,0.797580955353671,0.269332530083925,0.5489648129129
"RT4_ZT10","100055","-",-0.00237164505217091,0.00999678822980013,-0.00446858914082708,0.00801448752445085,2.0076278284821,NA,2.00817100120062,2.29196876178564,3.31303971205391,2.81325760780213,NA,NA,NA,2.29251088563224,2.93295942071494,2.63665775208093
"RT4_ZT10","10008","Mag",0.00330535827755832,NA,-0.00655904435597287,NA,2.15128069133598,NA,2.1513690924008,0.74819447232159,3.09682086357085,2.25561704051266,NA,NA,NA,0.748195991897237,2.74237372697768,2.07612531168866
"RT4_ZT10","100116","-",0.00643702284504998,-0.00138200315649809,-0.00545183485638034,-0.000563426353150835,5.85489931847589,NA,5.85507265163983,1.53233603149446,1.18534288074559,1.36893602709397,NA,NA,NA,1.53189754237275,1.05170822736652,1.29410631770955
"RT4_ZT10","100129","Btg3",0.00474177739074631,0.000120998812566152,-0.00358487806138854,-0.000333458131796412,85.3077912169613,NA,85.3049693687855,0.175979881396598,0.151246230487238,0.167578198452514,NA,NA,NA,0.17551974254549,0.137057251397221,0.161760499360005
"RT4_ZT10","100144","RGD1563888",-0.00350291470371463,-0.0065267584012484,-0.00624801339872694,-0.0101843059168111,3.99699895811689,NA,3.99881844524689,1.83966825262319,1.70143651640044,1.77015503057275,NA,NA,NA,1.84071780812161,1.50757943200827,1.66483308741705
"RT4_ZT10","100145","RGD1563888",-0.00487470220210766,0.00337461147148243,-0.00826455113205316,0.00482218739551051,1.29702539471448,NA,1.29713145464224,2.61418385822433,5.08704355047262,4.08701290371602,NA,NA,NA,2.61327049701483,4.5025188291244,3.78930250988793
"RT4_ZT10","10017","Usf2",0.00274512619854271,-0.00312468450231397,-0.00185565178148723,-0.00371470241368658,126.52252764481,NA,126.534997917505,0.238047627781193,0.126423158843418,0.198881761906136,NA,NA,NA,0.237898638505601,0.115093964900118,0.192776049676653
"RT4_ZT10","10018","Usf2",-0.000120600796900946,-0.00374775525553664,-0.00498176562038571,-0.00766576321269991,26.6527941125508,NA,26.662132598323,0.5214424172043,0.318946255237885,0.452612322671696,NA,NA,NA,0.521768913765048,0.285313989289718,0.436875474988512
"RT4_ZT10","100191","-",-0.0125733603951386,-0.0121133232214289,-0.011694071780193,-0.0117105671159494,9.28740242140486,7.90513048845768,NA,1.08770622528476,0.774990654195746,0.949283529718702,0.838157868949979,1.59126644717185,1.14872314580375,NA,NA,NA
"RT4_ZT10","100193","LOC680960",-0.0115326519298958,-0.00255340201194571,-0.00639233487683527,-0.00771298222419361,8.06370402069011,NA,8.06731463683056,0.880313913193307,0.881210361633596,0.881247811491754,NA,NA,NA,0.881250115020078,0.782405946631458,0.834796460768464
"RT4_ZT10","100197","-",-0.00229052776410678,0.00154876201089218,-0.00319372588955529,0.00105861912929812,4.73924823223623,NA,4.73979927162667,1.69305313394284,1.44671487735284,1.56597007431005,NA,NA,NA,1.69324010363602,1.28278579262332,1.47119079348801
"RT4_ZT10","100213","-",-0.00672424283168936,-0.0109465381294722,-0.00407204005858093,-0.0108777959930005,2.76178870447372,NA,2.76300000069119,0.523438348319007,2.42884096862125,1.36535231256439,NA,NA,NA,0.524547304306884,2.15072722824843,1.29014538728851
"RT4_ZT10","100223","LOC103693510",0.00257279143905439,-0.00440952149661422,-0.00747620760160418,-0.00696102832323499,2.88550530522271,NA,2.88586605279293,1.45034867084439,2.32792144229257,1.95456192063508,NA,NA,NA,1.45085879066989,2.06212522642996,1.81884527681521
"RT4_ZT10","100241","-",-0.00532205393734283,-0.0127592398838888,-0.00880192916425568,-0.0124681230961766,3.389121534549,3.03191053140584,NA,1.69085434840517,1.99314857824337,1.83965391007405,1.52928704132553,2.96474834295851,2.22317362394817,NA,NA,NA
"RT4_ZT10","100261","-",-0.00677394496692186,-0.0044632791385557,-0.0029703686057523,-0.00759550194432187,2.65572024679438,NA,2.65740816717704,3.44699085451782,2.52285074749323,2.96151377487214,NA,NA,NA,3.44919814447548,2.23341853698963,2.78146373252616
"RT4_ZT10","100285","Ncam2",-0.00153334930998677,-0.00585918959539961,-0.00230285858232046,-0.00973932240447543,1.41312594024145,NA,1.4142582806664,9.16358094228435,4.67526429570483,6.09042658956328,NA,NA,NA,9.16688355797446,4.13539519954139,5.62017631355035
"RT4_ZT10","100286","Ncam2",0.00201790563343076,-0.0108866407757811,-0.000301937666787505,-0.011559248332964,3.38365392538458,NA,3.38470059714574,1.24140338745581,1.99624802323469,1.55128815771625,NA,NA,NA,1.24193343430853,1.76847605612144,1.47167349109292
"RT4_ZT10","100301","Ncam2",0.000522623129995297,-0.00781251106705965,-0.00433847759524318,-0.0111963421263244,20.6318743078291,NA,20.6390176860541,0.370602550050403,0.390123466085962,0.377367804177908,NA,NA,NA,0.370967457782097,0.348250973194292,0.362452075243009
"RT4_ZT10","100329","-",-0.0121994187809091,-0.0177551105748102,-0.00804172515168906,-0.0180545991629576,9.22294532145851,7.97342698479466,NA,1.78519504269957,0.779882428539515,1.27837264412191,1.53605337058934,1.5839470264751,1.55882546468377,NA,NA,NA
