"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT4_ZT10","last_crossing_fallback","crossing_1",0.0975187530774694,2990,0.09,0.1,0.103828294551576,-0.0342641437580505
