"comparison_name","model_selection_mode","search_stage","filtered_rank_index","cutoff_feature_id","original_rank_index","objective_score","valid_split","improvement_vs_null","regime_plausible","lead_iod_mean","rem_iod_mean","lead_cv2_mean","rem_cv2_mean","lead_slope","rem_slope"
"RT4_ZT10","bic","coarse",3067,"406827",3067,42682.8822188245,FALSE,42682.8822188245,FALSE,2.51604298734255,1.87232335049275,0.432936828114625,-0.61930773623521,1.18395384887018,-1.25286365231872
"RT4_ZT10","bic","coarse",3066,"180288",3066,42682.8645842343,FALSE,42682.8645842343,FALSE,2.51609796093481,1.87233996949817,0.432869508190428,-0.619263715269488,1.18429375259038,-1.25287796133009
"RT4_ZT10","bic","coarse",3065,"463721",3065,42682.8298918167,FALSE,42682.8298918167,FALSE,2.51615303485303,1.87235658043203,0.432802607354525,-0.619219747015527,1.18463105881751,-1.25289225161866
"RT4_ZT10","bic","coarse",3064,"298397",3064,42682.6018235751,FALSE,42682.6018235751,FALSE,2.51620768225261,1.87237323975994,0.432739221861751,-0.61917616320409,1.18494205018016,-1.25290654473113
"RT4_ZT10","bic","coarse",3068,"96136",3068,42682.5492791383,FALSE,42682.5492791383,FALSE,2.51598426781363,1.8723071361478,0.433007460429385,-0.619352120443186,1.18357599489813,-1.25284985119697
"RT4_ZT10","bic","coarse",3063,"556271",3063,42682.2673786194,FALSE,42682.2673786194,FALSE,2.51626295482026,1.87238983477892,0.432678741579784,-0.619132898070719,1.18523518356615,-1.25292070273638
"RT4_ZT10","bic","coarse",3069,"70582",3069,42681.8070917788,FALSE,42681.8070917788,FALSE,2.51592380246572,1.87229111218827,0.433084282456435,-0.619397177156674,1.18314266317005,-1.25283626628216
"RT4_ZT10","bic","coarse",3062,"252005",3062,42681.6940453719,FALSE,42681.6940453719,FALSE,2.51631960681888,1.87240628479642,0.432625160071718,-0.619090378899599,1.18548738219485,-1.25293455147482
"RT4_ZT10","bic","coarse",3061,"162155",3061,42681.0449516785,FALSE,42681.0449516785,FALSE,2.51637887835125,1.87242245723274,0.432576474603107,-0.619048390517658,1.18571664732067,-1.2529479685463
"RT4_ZT10","bic","coarse",3070,"558689",3070,42680.7603274572,FALSE,42680.7603274572,FALSE,2.51586518175442,1.87227489324652,0.433168053924947,-0.619442988681367,1.18265873653906,-1.25282233388574
"RT4_ZT10","bic","coarse",3060,"131758",3060,42680.4658443274,FALSE,42680.4658443274,FALSE,2.51643863529874,1.87243858074353,0.432526587119369,-0.619006279860781,1.1859546482148,-1.25296134537506
"RT4_ZT10","bic","coarse",3059,"561956",3059,42679.677994264,FALSE,42679.677994264,FALSE,2.51649845687353,1.87245470039308,0.432482067769462,-0.618964749822726,1.18616066915353,-1.25297461984356
"RT4_ZT10","bic","coarse",3071,"84024",3071,42679.181497105,FALSE,42679.181497105,FALSE,2.51580174369935,1.87225919478144,0.433257117643228,-0.619489377799549,1.18210713268858,-1.25280920399919
"RT4_ZT10","bic","coarse",3058,"156557",3058,42678.6878277677,FALSE,42678.6878277677,FALSE,2.51656078226948,1.87247055538243,0.432446565939332,-0.618924189983071,1.18632292224341,-1.25298741100539
"RT4_ZT10","bic","coarse",3057,"536207",3057,42677.6428571503,FALSE,42677.6428571503,FALSE,2.51662766697208,1.87248592630272,0.432419551505185,-0.61888454263224,1.18645192642472,-1.25299948878131
"RT4_ZT10","bic","coarse",3072,"492904",3072,42677.3381786914,FALSE,42677.3381786914,FALSE,2.51574198233509,1.87224310454014,0.433353086439013,-0.61953651845008,1.18150821750175,-1.25279541643679
"RT4_ZT10","bic","coarse",3056,"468864",3056,42676.3826253927,FALSE,42676.3826253927,FALSE,2.51669302243835,1.8725014642174,0.432397858395606,-0.618845468503262,1.1865537789796,-1.25301164787982
