"feature_id","gene_symbol","dataset_name","regulation_direction","effect_class","standard_significant","HBFSS_significant","HBFSS_only_call","deseq2_strong_call","deseq2_weak_call","overlap_call","lfc_shrunk","log2FoldChange","HBFSS","padj","empirical_p","empirical_q","lfdr","padj_strong_effect","padj_weak_effect","baseMean","dispGeneEst","dispFit","dispersion","lfcSE","stat","pvalue","passes_hc_p_gate","raw_lfc_pass","shrunk_lfc_pass","R4_1","R4_2","R4_3","R4_4","R4_5","ZT10_1","ZT10_2","ZT10_3","ZT10_4","ZT10_5","dispIter","dispOutlier","neglog10_padj","neglog10_empirical_p","hc_p_threshold_dataset","hbfss_threshold_dataset"
"207738","Tenm3","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0935617822494841,0.897665741499755,0.0370634233746439,0.751823915064393,0.401662703909301,0.870759994507757,1,1,NA,3.87235415339012,0.248735832205178,1.49539272673514,0.740669385257925,0.939671108469966,0.955297798781313,0.339427120354585,FALSE,FALSE,FALSE,8.59846590479385,4.1147076500599,4.31790047912408,2.00603784985625,6.50159620264661,3.90823694479232,5.37080288588146,3.90579361674674,0,0,9,FALSE,0.123883863757469,0.396138492486319,0.0584846476520411,1.23295812220902
"293621","Tbl1xr1","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.133154416972342,4.32695759452645,0.222386078707002,0.124973800722425,0.0213728923751697,0.323929393511243,0.622525538549986,NA,NA,2.40733317230376,1.89012270655463,2.36414939102824,2.18942716790017,1.65062420168802,2.62140685329917,0.00875676881920959,TRUE,TRUE,FALSE,10.8612200902659,1.37156921668663,4.31790047912408,7.52264193696093,0,0,0,0,0,0,9,FALSE,0.903181022145944,1.67013670115949,0.0584846476520411,1.23295812220902
"120226","Ift22","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.88432332168984,4.76774012385222,10.6493756578798,0.0154198657656406,0.00181288574988603,0.0780539803278844,0.165733781198942,0.512323108122529,NA,11.140900940261,2.75824580815624,0.564032296405529,1.3043348322544,1.34184347505286,3.55312688289847,0.00038068080266156,TRUE,TRUE,TRUE,38.0142703159307,5.02908712785099,0,15.0452838739219,49.4121311401143,3.90823694479232,0,0,0,0,9,FALSE,1.81191940692678,2.7416295647724,0.0584846476520411,1.23295812220902
"41242","-","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0903145628574228,1.79693684293119,0.0559114074306426,0.604797327091513,0.240395255519552,0.801288491420474,1,1,NA,4.70510016525641,2.38892982251034,1.24273406406272,1.79536031573982,1.34372286561309,1.33728232875706,0.181130496980072,FALSE,TRUE,FALSE,1.81020334837765,15.5444511224485,17.2716019164963,2.00603784985625,0,5.21098259305643,0,5.20772482232899,0,0,5,FALSE,0.218390136871882,0.619074107892306,0.0584846476520411,1.23295812220902
"16788","Kif7","RT4_ZT10_remainder_dataset","downregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0770970720418496,-0.703168147633174,0.0237339923335431,0.81759687390979,0.492214526644452,0.891967458990187,1,1,NA,6.33771430718361,0.693511430006322,0.940079242297898,0.805744723206954,0.898833929661663,-0.782311531005354,0.434031511810158,FALSE,FALSE,FALSE,8.14591506769944,6.85784608343317,5.75720063883211,3.00905677478437,0,0,15.0382480804681,5.20772482232899,6.06781589668304,13.2933357076069,8,FALSE,0.0874607777356876,0.307845573184153,0.0584846476520411,1.23295812220902
"256282","Dok4","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0388116423427914,0.538364366877211,0.00665129387082975,0.908457036320642,0.673947897337271,0.918731491783277,1,1,NA,4.45754292739945,1.21300909125338,1.30798350506607,1.25862764134564,1.12334058748514,0.479253018073944,0.631758640963016,FALSE,FALSE,FALSE,11.3137709273603,7.77222556122425,4.31790047912408,2.50754731232031,0,5.21098259305643,0,0,6.06781589668304,7.38518650422604,7,FALSE,0.0416956069691315,0.171373677312707,0.0584846476520411,1.23295812220902
"458757","-","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0370412147172331,0.626980246884951,0.00668074670610674,0.901355884117478,0.660146284135988,0.917173147945227,1,1,NA,3.6315252770237,1.52481138152206,1.59006220703645,1.56078679504705,1.25178891660195,0.500867389517176,0.616464454402537,FALSE,FALSE,FALSE,4.97805920803855,3.65751791116435,8.63580095824816,5.01509462464062,0,0,7.51912404023405,6.50965602791124,0,0,7,FALSE,0.0451037018155194,0.180359816952725,0.0584846476520411,1.23295812220902
"115226","Tnk2","RT4_ZT10_remainder_dataset","downregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00620456520781533,-0.0820109021668274,0.000148974104592146,0.98865515085918,0.946214497946444,0.940729938884709,1,1,NA,5.32809278791208,1.23594268920793,1.10535902600621,1.16992029480642,1.0672394954377,-0.0768439535056684,0.938747684248289,FALSE,FALSE,FALSE,2.71530502256648,8.2294153001198,10.0751011179562,5.01509462464062,0,9.11921953784875,10.7416057717629,0,0,7.38518650422604,7,FALSE,0.00495516663900501,0.0240104019544346,0.0584846476520411,1.23295812220902
"399903","-","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.189589224846621,4.9636005113263,0.452523724166483,0.0317570469781474,0.00410332436671501,0.127940829513908,0.323105000857463,0.757622260121999,NA,3.83615633959016,2.13706630834818,1.50886300441673,1.71506170380458,1.51825057836313,3.26928939271519,0.00107817967772329,TRUE,TRUE,FALSE,4.07295753384972,3.65751791116435,0,8.52566086188906,22.1054270889985,0,0,0,0,0,8,FALSE,1.49815988850947,2.3868641508112,0.0584846476520411,1.23295812220902
"142053","Smyd2","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0544287959311426,0.234300299100267,0.00778640848910423,0.925142138071032,0.719354916624941,0.923468719424157,1,1,0.147040228451594,30.6720607850324,0.428215859952844,0.248073580515098,0.357743274060636,0.572446549691172,0.409296377498772,0.682322173621728,FALSE,FALSE,FALSE,36.2040669675531,32.0032817226881,48.9362054300729,43.1298137719093,5.20127696211729,15.6329477791693,29.0023355837599,29.9444177283917,7.5847698708538,59.0814920338083,10,FALSE,0.0337915374905691,0.143056783746507,0.0584846476520411,1.23295812220902
"33244","Hbs1l","RT4_ZT10_remainder_dataset","downregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00369419040072595,-0.0492903166417771,5.27874142125788e-05,0.993299987033493,0.967633052846915,0.941965743905712,1,1,NA,4.80561335388631,1.07960613895203,1.21816034289896,1.14941957016777,1.06641328107985,-0.0462206515206428,0.963134382530418,FALSE,FALSE,FALSE,8.14591506769944,5.94346660564208,4.31790047912408,5.01509462464062,0,0,9.66744519458663,10.415449644658,4.55086192251228,0,7,FALSE,0.00291957019753593,0.014289305229694,0.0584846476520411,1.23295812220902
"279951","-","RT4_ZT10_remainder_dataset","downregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0589511798873325,-0.56608268104234,0.0135583922379827,0.872407984368236,0.588852375457195,0.908066992915359,1,1,NA,4.80923415123592,0.469114720743257,1.21729428875281,0.80147995359071,0.919452042866582,-0.615673960848965,0.538109726399648,FALSE,FALSE,FALSE,1.35765251128324,5.94346660564208,0,5.51660408710468,6.50159620264661,9.11921953784875,8.59328461741034,6.50965602791124,4.55086192251228,0,10,FALSE,0.0592803683670665,0.229993568642654,0.0584846476520411,1.23295812220902
"402017","Rrs1","RT4_ZT10_remainder_dataset","downregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0813923790304168,-1.67519245832666,0.0458886579490167,0.638417152045706,0.273026303192058,0.820781418834519,1,1,NA,5.79179093844079,2.99460661207414,1.02229436789359,1.93993115065902,1.34168764977147,-1.24857112503942,0.21182197898244,FALSE,TRUE,FALSE,0,0,0,5.01509462464062,9.10223468370526,20.8439303722257,0,6.50965602791124,7.5847698708538,8.86222380507124,9,FALSE,0.194895453520207,0.563795511270998,0.0584846476520411,1.23295812220902
"243227","Hars2","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0335836024720633,0.642065105605683,0.00583253558449884,0.907650985888387,0.670390537523397,0.918335465906761,1,1,NA,3.84490498502372,2.11580410413894,1.50558413228757,1.79716905996586,1.32437173194543,0.484807316645551,0.627813032160875,FALSE,FALSE,FALSE,8.14591506769944,3.20032817226881,10.0751011179562,2.00603784985625,0,0,0,9.11351843907573,0,5.90814920338083,5,FALSE,0.04208111628198,0.173672124345525,0.0584846476520411,1.23295812220902
"345829","Klhl23","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0666452870357907,1.1265891436525,0.0244944604597057,0.772162706714115,0.429007837894396,0.877992732245797,1,1,NA,3.33441890596038,1.14612725335733,1.72569612539513,1.47666632888877,1.25052946874237,0.900889720564107,0.367646957238497,FALSE,TRUE,FALSE,5.43061004513296,5.02908712785099,5.75720063883211,6.51962301203281,0,0,3.22248173152888,0,0,7.38518650422604,10,FALSE,0.112291177406845,0.367534773262383,0.0584846476520411,1.23295812220902
"300012","Gpatch4","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0613006977524564,2.36276300569865,0.0355624379539867,0.628454236518026,0.262947443797668,0.81518152496125,1,NA,NA,2.43280423689297,4.63257858504117,2.34010746215418,3.17925761497764,1.85293226248933,1.27514807396379,0.202256836380876,FALSE,TRUE,FALSE,0,3.20032817226881,0,5.51660408710468,11.7028731647639,3.90823694479232,0,0,0,0,9,FALSE,0.201726341766902,0.580131046755691,0.0584846476520411,1.23295812220902
"548117","Eif5b","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0769521072474207,4.05584668861519,0.0849846477830564,0.308252097922698,0.0786350861308351,0.568786177145634,1,NA,NA,2.04198054241374,6.76424194275167,2.77500574965462,3.82266897698253,2.02462291715487,2.003260288249,0.0451493575907002,FALSE,TRUE,FALSE,0,3.20032817226881,0,5.51660408710468,11.7028731647639,0,0,0,0,0,9,FALSE,0.511093958971807,1.10438363318381,0.0584846476520411,1.23295812220902
"439400","-","RT4_ZT10_remainder_dataset","downregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.011378873413859,-0.0880243741086336,0.000399795096855468,0.984111750269302,0.922284993770259,0.939285492098028,1,1,NA,8.29118071416901,0.555276733566669,0.734574199774967,0.624673534480376,0.792126355264579,-0.11112415781095,0.911517892216366,FALSE,FALSE,FALSE,2.71530502256648,7.77222556122425,15.8323017567883,4.51358516217656,10.4025539242346,7.81647388958464,19.3348903891733,3.90579361674674,10.6186778191953,0,6,FALSE,0.00695558269705004,0.0351348575833998,0.0584846476520411,1.23295812220902
"127376","Hip1","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0353292552200604,0.472245145617847,0.00533696674492389,0.921502037136753,0.706214021276315,0.922155516715458,1,1,NA,3.89673285624312,0.842331966403182,1.48646171900043,1.16149291455281,1.09985031908574,0.429372194945948,0.667652385281668,FALSE,FALSE,FALSE,8.14591506769944,4.1147076500599,7.19650079854013,3.00905677478437,0,3.90823694479232,0,5.20772482232899,0,7.38518650422604,9,FALSE,0.0355037003621372,0.151063664141255,0.0584846476520411,1.23295812220902
"97143","Itgb4","RT4_ZT10_remainder_dataset","downregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0499631462976399,-0.306864923758104,0.00758067328850709,0.920587559278201,0.705138944866649,0.922046084523338,1,1,NA,5.68228095609508,1e-08,1.04068868644323,0.431137550059152,0.711949784554025,-0.431020460172381,0.666453493671349,FALSE,FALSE,FALSE,5.88316088222737,7.77222556122425,4.31790047912408,6.51962301203281,0,6.51372824132054,4.29664230870517,6.50965602791124,9.10172384502456,5.90814920338083,11,FALSE,0.0359348984115594,0.151725298550007,0.0584846476520411,1.23295812220902
"191391","Pibf1","RT4_ZT10_remainder_dataset","upregulated","intermediate",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0207359526826526,0.36097093522326,0.00198114543277434,0.951269722535252,0.802524744502307,0.930851616401464,1,1,NA,4.14863775429265,1.97037438315344,1.40032347024834,1.65945405119209,1.2671744155091,0.284862865604997,0.775749206705426,FALSE,FALSE,FALSE,5.88316088222737,6.40065634453762,5.75720063883211,5.01509462464062,0,0,0,7.81158723349349,10.6186778191953,0,8,FALSE,0.0216963259644076,0.0955415679758828,0.0584846476520411,1.23295812220902
