"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","regime_difference","regime_direction"
0.01,314,0.434304444398837,0.132466501497991,1099.5,1099.5,2.19449137534126,299,0.45355150911132,0.102624944468082,1047.5,808,0.97505624922895,306,0.887855953510158,0.235091445966073,119.75,0.0082815734989648,1.06733864117034,0.652764507544085,"IOD_dominant"
0.02,628,0.465613868193271,0.121677275792647,1256.5,1256.5,2.23607241838773,598,0.476615103400862,0.109140016649785,1197,870.5,1.0305576453953,613,0.942228971594133,0.230817292442432,163.25,0.0060882800608828,1.12161996415808,0.711411679151701,"IOD_dominant"
0.03,942,0.444079991429253,0.118453088390834,1413.5,1077,1.18482547021788,897,0.435292868303887,0.136339112719033,1346.5,1346.5,1.96493190014145,920,0.87937285973314,0.254792201109867,168.25,0.00590841949778434,1.07493971292474,0.624580658623273,"IOD_dominant"
0.04,1256,0.473270631532117,0.154859459066595,1570.5,1570.5,2.33242629222679,1196,0.456322064127344,0.119029442112578,1496,1496,1.99330983000103,1226,0.929592695659461,0.273888901179173,0,1,2.14393546491936,0.655703794480287,"IOD_dominant"
0.05,1570,0.460555532850438,0.152351203773282,1727.5,1727.5,2.29896262385107,1496,0.46560215446395,0.183954682066585,1646,1646,2.07834956558209,1533,0.926157687314388,0.336305885839867,0,1,2.20170259176268,0.589851801474522,"IOD_dominant"
0.06,1884,0.389540054840992,0.104953105966083,1334.5,1285,1.05153081394252,1795,0.409744849815043,0.207293708673923,1795.5,1795.5,1.9803488928497,1840,0.799284904656035,0.312246814640007,24.75,0.0388349514563107,1.07517334592874,0.487038090016029,"IOD_dominant"
0.07,2198,0.237627891962474,0.0720776771699666,1609,1592,0.680483590526077,2094,0.19200968018541,0.103038234925028,2094,2016.5,0.415969842390321,2146,0.429637572147884,0.175115912094994,47.25,0.0207253886010363,0.509112441446022,0.25452166005289,"IOD_dominant"
0.08,2512,0.159707494983956,0.0867595093143138,1807,3660,0.492703740762379,2393,0.148979939498263,0.154972868655649,1953.5,2393,0.363939484537308,2452,0.30868743448222,0.241732377969963,1146.25,0.000871649596862061,0.419996250609268,0.0669550565122569,"IOD_dominant"
0.09,2827,0.142962756083405,0.0781508991535756,1961,1956.5,0.617148668271346,2692,0.130140696910482,0.0911242592887344,2692,2388,0.260221323357254,2760,0.273103452993886,0.16927515844231,154.25,0.00644122383252818,0.314335399144774,0.103828294551576,"IOD_dominant"
0.1,3141,0.0872784955946021,0.0687210503504232,2053,4640,0.29290750315208,2991,0.0916733147791553,0.144494903781385,2457,2991,0.228594859813462,3066,0.178951810373757,0.213215954131808,1560.5,0.00064040986231188,0.246806108126839,-0.0342641437580505,"CV2_dominant"
