"dense_rank","dense_smooth_log1p_empirical_variance","dense_d2"
1,-0.027534444260264,-1.06481338245437e-08
1.24999409574342,-0.0256636829683578,-1.08239032770459e-08
1.49998819148685,-0.0237929223529136,-1.09996727295481e-08
1.74998228723027,-0.0219221624249164,-1.11754421820503e-08
1.9999763829737,-0.0200514031953514,-1.13512116345524e-08
2.24997047871712,-0.0181806446752036,-1.15269810870546e-08
2.49996457446055,-0.0163098868754582,-1.17027505395568e-08
2.74995867020397,-0.0144391298071,-1.1878519992059e-08
2.9999527659474,-0.0125683734811143,-1.20542894445612e-08
3.24994686169082,-0.0106976179084862,-1.22300588970634e-08
3.49994095743425,-0.00882686310020055,-1.24058283495656e-08
3.74993505317767,-0.00695610906724258,-1.25815978020678e-08
3.9999291489211,-0.00508535582059733,-1.275736725457e-08
4.24992324466452,-0.00321460337124988,-1.29331367070722e-08
4.49991734040795,-0.00134385173018529,-1.31089061595744e-08
4.74991143615137,0.000526899091611349,-1.32846756120766e-08
4.99990553189479,0.002397649083155,-1.34604450645788e-08
5.24989962763822,0.00426839823346056,-1.3636214517081e-08
5.49989372338164,0.00613914653154297,-1.38119839695831e-08
5.74988781912507,0.00800989396641716,-1.39877534220853e-08
5.99988191486849,0.00988064052709805,-1.41635228745875e-08
6.24987601061192,0.0117513862026006,-1.43392923270897e-08
6.49987010635534,0.0136221309819397,-1.45150617795919e-08
6.74986420209877,0.0154928748541302,-1.46908312320941e-08
6.99985829784219,0.0173636178081872,-1.48666006845963e-08
7.24985239358562,0.0192343598331255,-1.50423701370985e-08
7.49984648932904,0.0211051009179602,-1.52181395896007e-08
7.74984058507246,0.022975841051706,-1.53939090421029e-08
7.99983468081589,0.0248465802233779,-1.55696784946051e-08
8.24982877655932,0.0267173184219909,-1.57454479471073e-08
8.49982287230274,0.0285880556365599,-1.59212173996095e-08
8.74981696804616,0.0304587918560998,-1.60969868521117e-08
8.99981106378959,0.0323295270696255,-1.62727563046138e-08
9.24980515953301,0.034200261266152,-1.6448525757094e-08
9.49979925527644,0.0360709944346942,-1.66242952096182e-08
9.74979335101986,0.037941726564267,-1.68000646621204e-08
9.99978744676329,0.0398124576438854,-1.69758341146226e-08
10.2497815425067,0.0416831876625643,-1.71516035671248e-08
10.4997756382501,0.0435539166093185,-1.7327373019627e-08
10.7497697339936,0.0454246444731632,-1.75031424721292e-08
10.999763829737,0.047295371243113,-1.76789119246314e-08
11.2497579254804,0.0491660969081831,-1.78546813771336e-08
11.4997520212238,0.0510368214573883,-1.80304508296358e-08
11.7497461169673,0.0529075448797436,-1.82062202821276e-08
11.9997402127107,0.0547782671642638,-1.83819897346402e-08
12.2497343084541,0.0566489882999639,-1.85577591871424e-08
12.4997284041975,0.0585197082758589,-1.87335286396445e-08
12.749722499941,0.0603904270809636,-1.89092980921467e-08
12.9997165956844,0.062261144704293,-1.90850675446489e-08
13.2497106914278,0.0641318611348621,-1.92608369971511e-08
13.4997047871712,0.0660025763616857,-1.94366064496533e-08
13.7496988829147,0.0678732903737787,-1.96123759021555e-08
13.9996929786581,0.0697440031601562,-1.97881453546577e-08
14.2496870744015,0.071614714709833,-1.99639148071599e-08
14.4996811701449,0.0734854250118241,-2.01396842596621e-08
14.7496752658884,0.0753561340551443,-2.03154537121643e-08
14.9996693616318,0.0772268418288086,-2.04912231646453e-08
15.2496634573752,0.0790975483218321,-2.06669926171687e-08
15.4996575531186,0.0809682535232294,-2.08427620696709e-08
15.7496516488621,0.0828389574220157,-2.10185315221836e-08
15.9996457446055,0.0847096600072059,-2.11943009746752e-08
16.2496398403489,0.0865803612678147,-2.13700704271774e-08
16.4996339360923,0.0884510611928572,-2.15458398796796e-08
16.7496280318358,0.0903217597713484,-2.17216093321818e-08
16.9996221275792,0.0921924569923031,-2.1897378784684e-08
17.2496162233226,0.0940631528447363,-2.20731482371862e-08
17.499610319066,0.0959338473176629,-2.22489176897079e-08
17.7496044148095,0.0978045404000978,-2.24246871421906e-08
17.9995985105529,0.0996752320810559,-2.26004565946928e-08
18.2495926062963,0.101545922349552,-2.2776226047195e-08
18.4995867020397,0.103416611194602,-2.29519954996972e-08
18.7495807977831,0.105287298605219,-2.31277649521994e-08
18.9995748935266,0.10715798457042,-2.33035344047016e-08
19.24956898927,0.109028669079218,-2.34793038571833e-08
19.4995630850134,0.110899352120629,-2.36550733097059e-08
19.7495571807568,0.112770033683668,-2.38308427622081e-08
19.9995512765003,0.11464071375735,-2.40066122147103e-08
20.2495453722437,0.116511392330689,-2.41823816672125e-08
20.4995394679871,0.118382069392701,-2.43581511197147e-08
20.7495335637305,0.1202527449324,-2.45339205721966e-08
20.999527659474,0.122123418938801,-2.47096900247191e-08
21.2495217552174,0.12399409140092,-2.48854594772213e-08
21.4995158509608,0.125864762307771,-2.50612289297336e-08
21.7495099467042,0.12773543164837,-2.52369983822257e-08
21.9995040424477,0.12960609941173,-2.54127678347279e-08
22.2494981381911,0.131476765586868,-2.55885372872301e-08
22.4994922339345,0.133347430162797,-2.57643067397323e-08
22.7494863296779,0.135218093128533,-2.59400761922345e-08
22.9994804254214,0.137088754473091,-2.61158456447366e-08
23.2494745211648,0.138959414185486,-2.62916150972297e-08
23.4994686169082,0.140830072254733,-2.6467384549741e-08
23.7494627126516,0.142700728669846,-2.66431540022432e-08
23.9994568083951,0.144571383419841,-2.68189234547454e-08
24.2494509041385,0.146442036493732,-2.69946929072575e-08
24.4994449998819,0.148312687880534,-2.71704623597498e-08
24.7494390956253,0.150183337569263,-2.7346231812252e-08
24.9994331913688,0.152053985548933,-2.75220012647346e-08
25.2494272871122,0.153924631808559,-2.76977707172564e-08
25.4994213828556,0.155795276337157,-2.78735401697586e-08
25.749415478599,0.15766591912374,-2.80493096222705e-08
25.9994095743425,0.159536560157324,-2.8225079074763e-08
26.2494036700859,0.161407199426924,-2.84008485272652e-08
26.4993977658293,0.163277836921555,-2.85766179797479e-08
26.7493918615727,0.165148472630232,-2.87523874322695e-08
26.9993859573162,0.16701910654197,-2.89281568847717e-08
27.2493800530596,0.168889738645783,-2.91039263372739e-08
27.499374148803,0.170760368930686,-2.92796957897761e-08
27.7493682445464,0.172630997385695,-2.94554652422783e-08
27.9993623402899,0.174501623999824,-2.96312346947805e-08
28.2493564360333,0.176372248762089,-2.98070041472827e-08
28.4993505317767,0.178242871661504,-2.99827735997849e-08
28.7493446275201,0.180113492687084,-3.01585430522871e-08
28.9993387232636,0.181984111827844,-3.03343125048062e-08
29.249332819007,0.183854729072799,-3.05100819572915e-08
29.4993269147504,0.185725344410964,-3.06858514097937e-08
29.7493210104938,0.187595957831354,-3.08616208622959e-08
29.9993151062373,0.189466569322984,-3.10373903148075e-08
30.2493092019807,0.191337178874868,-3.12131597673002e-08
30.4993032977241,0.193207786476023,-3.13889292197941e-08
30.7492973934675,0.195078392115461,-3.15646986723046e-08
30.999291489211,0.1969489957822,-3.17404681248068e-08
31.2492855849544,0.198819597465252,-3.1916237577309e-08
31.4992796806978,0.200690197153634,-3.20920070298112e-08
