"crossing_rank","crossing_type"
25.8530394183044,"sign_change"
345.113863010024,"sign_change"
1839.18401720488,"sign_change"
3407.59947413374,"sign_change"
4358.61968955613,"sign_change"
6557.09881991178,"sign_change"
7256.41319201916,"sign_change"
7733.18985098647,"sign_change"
8156.04765656379,"sign_change"
8622.40220585333,"sign_change"
8648.88056145469,"sign_change"
9099.2497391056,"sign_change"
9453.38045544436,"sign_change"
9590.46080405973,"sign_change"
10160.6857557218,"sign_change"
11010.2985832102,"sign_change"
11655.7425617641,"sign_change"
12285.8046112185,"sign_change"
12785.7483497761,"sign_change"
13387.454685447,"sign_change"
14098.8293183166,"sign_change"
14914.193189153,"sign_change"
15769.7077225178,"sign_change"
16949.1332361886,"sign_change"
17709.420634346,"sign_change"
18448.7750897275,"sign_change"
18929.8753835381,"sign_change"
19141.8883340474,"sign_change"
19505.1935697466,"sign_change"
20069.9429079572,"sign_change"
20628.5611176136,"sign_change"
21843.3425620751,"sign_change"
22477.8198036674,"sign_change"
23884.9126239163,"sign_change"
23941.9252884219,"sign_change"
24299.695164113,"sign_change"
24983.6872571888,"sign_change"
26075.4724489708,"sign_change"
26402.4520334392,"sign_change"
26939.2621715301,"sign_change"
27359.3666785284,"sign_change"
27532.5319072546,"sign_change"
27653.2314636024,"sign_change"
27799.0012521772,"sign_change"
28871.3717896229,"sign_change"
29065.1793965784,"sign_change"
31741.2394133091,"sign_change"
