"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.01,309,0.492106274952919,0.203199174620672,0.98226916266981,0.258200367342623,1082,1082,310,0.355219579892048,0.182388633300065,0.877115586954855,0.26353448514869,1086,1086,310,0.847325854844967,0.385587807920737,1.85938474962467,0.521734852491313,0,1,0.461738046924229,1.33764989713335
0.02,618,0.451261383698167,0.132718125885489,0.898028974984503,0.150511913071836,1236.5,897.5,620,0.366605005403656,0.132771164340429,0.90640019767472,0.175907913087507,1241,1241,619,0.817866389101823,0.265489290225918,1.80442917265922,0.326419826159344,169.5,0.00586510263929619,0.552377098875905,1.47800934649988
0.03,927,0.498239186046571,0.209348507785607,0.994917931358267,0.267595973611423,1391,1391,930,0.402995230545111,0.154729442887723,1,0.214687172042237,1396,1396,928,0.901234416591682,0.36407795067333,1.99491793135827,0.48228314565366,0,1,0.537156465918352,1.51263478570461
0.04,1236,0.454194387057917,0.126453825848253,0.904078122036112,0.140940648168656,1545.5,1545.5,1241,0.397533654407225,0.190908867134412,0.985952204337745,0.278581582465784,1551.5,1551.5,1238,0.851728041465142,0.317362692982665,1.89003032637386,0.419522230634441,0,1,0.534365348482477,1.47050809573942
0.05,1545,0.483413683933305,0.178629181043882,0.964341204571044,0.220659713830654,1700,1700,1551,0.383170545378918,0.186311388871604,0.94900865258449,0.270462239243674,1706.5,1706.5,1548,0.866584229312224,0.364940569915486,1.91334985715553,0.491121953074328,0,1,0.501643659396738,1.42222790408121
0.06,1854,0.500703289543066,0.216211736161756,1,0.278082345031801,1854.5,1854.5,1861,0.395703527541286,0.1799958839356,0.981244909666822,0.259308787445725,1861.5,1861.5,1858,0.896406817084352,0.396207620097355,1.98124490966682,0.537391132477526,0,1,0.500199196986996,1.4438537771893
0.07,2163,0.215388145419838,0.076243799904251,0.4115542837293,0.0642244218945352,1788.5,3633,2171,0.222010849994863,0.137256532013553,0.534487566987633,0.183829264213855,2171,2171,2167,0.437398995414701,0.213500331917804,0.946041850716933,0.24805368610839,922.25,0.00108313024641213,0.223898663496897,0.697988164608543
0.08,2472,0.169664646109138,0.0541572836594332,0.317252253653157,0.0304782896034623,2013.5,1984.5,2481,0.161637204533449,0.125593632422879,0.379199676932579,0.163232084775784,2481,2481,2476,0.331301850642586,0.179750916082312,0.696451930585736,0.193710374379246,14.5,0.0645161290322581,0.151550934560274,0.50274155620649
0.09,2781,0.142226884479393,0.0589847830720964,0.260663482858339,0.0378542574568367,2188,2149.5,2791,0.168029777665267,0.161247217125891,0.395642102863231,0.226197840077802,2791,2791,2786,0.31025666214466,0.220232000197987,0.65630558572157,0.264052097534639,19.25,0.0493827160493827,0.0900246619466732,0.392253488186931
0.1,3090,0.159925163947257,0.109269447038916,0.297165144101138,0.114684523653055,3090,3090,3102,0.130325637077267,0.103107039190733,0.298662760411702,0.123519799494363,3102,3102,3096,0.290250801024524,0.21237648622965,0.59582790451284,0.238204323147418,0,1,0.0778743147948747,0.357623581365422
0.11,3399,0.0583268122375616,0.211908579107321,0.0876245148174951,0.271507523289042,3447.5,3399,3412,0.0919885515265194,0.156755539414495,0.200055411451127,0.21826534515402,3412,3412,3406,0.150315363764081,0.368664118521816,0.287679926268622,0.489772868443062,24.25,0.0396039603960396,-0.218348754757735,-0.20209294217444
0.12,3708,0.0527044470171629,0.0615972656931023,0.0760287169869247,0.041845886700642,3681.5,4972.5,3722,0.0746000256566857,0.101120947228722,0.155330143118276,0.120012276154733,3488,3861.5,3715,0.127304472673849,0.162718212921825,0.2313588601052,0.161858162855375,832.25,0.0012001200120012,-0.0354137402479761,0.0695006972498256
0.13,4017,0.0562035880833274,0.0979595960966033,0.0832454897850839,0.0974041285983953,3658,4017,4032,0.0978000662131344,0.115925983162925,0.21500328890347,0.146158602748139,4032,4032,4024,0.154003654296462,0.213885579259529,0.298248778688554,0.243562731346535,179.5,0.00554016620498615,-0.0598819249630669,0.0546860473420193
0.14,4326,0.0548869026941669,0.0488110660964498,0.0805299035539054,0.0223097689034345,5620,5791.5,4342,0.0507999781584919,0.194962804242438,0.0941137111642592,0.28574100876415,4342,4342,4334,0.105686880852659,0.243773870338888,0.174643614718165,0.308050777667584,85.75,0.0115273775216138,-0.138086989486229,-0.13340716294942
0.15,4635,0.0545830736802585,0.0512728763852968,0.0799032740692963,0.0260711849077556,4635,5921.5,4652,0.0381355095374,0.0895106414501275,0.0615392559395087,0.0995079796379547,4647.5,4691.5,4644,0.0927185832176585,0.140783517835424,0.141442530008805,0.12557916454571,665.25,0.00150093808630394,-0.0480649346177658,0.0158633654630948
0.16,4944,0.0306352548153142,0.0973882447290372,0.0305123051166746,0.0965311571156657,6366,4225.5,4963,0.0364751497190328,0.165622149032329,0.0572686214440115,0.233924156917425,4788.5,4963,4954,0.067110404534347,0.263010393761366,0.0877809265606861,0.33045531403309,983,0.00101626016260163,-0.195899989227019,-0.242674387472404
0.17,5254,0.0447934267863581,0.0751808265255085,0.0597127027057573,0.0626002979329597,4611,5962,5273,0.0503424349777174,0.105325031016858,0.0929368580090698,0.127436867911156,5273,5119.5,5264,0.0951358617640755,0.180505857542366,0.152649560714827,0.190037165844116,598.75,0.00166736140058358,-0.085369995778291,-0.0373876051292891
0.18,5563,0.0458127910719015,0.123697149546922,0.0618150816348206,0.136728704459779,4253,5563,5583,0.0585061156340716,0.175640739162651,0.113934774144823,0.251617415530038,5583,5583,5573,0.104318906705973,0.299337888709573,0.175749855779644,0.388346119989816,655,0.00152439024390244,-0.1950189820036,-0.212596264210172
0.19,5872,0.0314839995723318,0.117350128398313,0.0322627912957697,0.127031049430754,6793.5,6518,5893,0.0326408223400343,0.0814713295368115,0.047406294862365,0.0853102109999053,5409.5,5788,5882,0.0641248219123661,0.198821457935124,0.0796690861581347,0.212341260430659,51.5,0.019047619047619,-0.134696636022758,-0.132672174272525
0.2,6181,0.0494847156714442,0.148768047004761,0.0693882103157739,0.175034692280139,6925.5,6688.5,6203,0.0405514140781012,0.160133763162078,0.0677532374844807,0.224231432761133,7531.5,6203,6192,0.0900361297495454,0.308901810166839,0.137141447800255,0.399266125041271,782.75,0.00127591706539075,-0.218865680417294,-0.262124677241017
0.21,6490,0.0564417175173366,0.155341233678032,0.0837366177474333,0.185077907090087,5096,6687.5,6513,0.0350657559511717,0.113344013339261,0.0536435002045169,0.141598733622263,7636,6357.5,6502,0.0915074734685083,0.268685247017293,0.13738011795195,0.32667664071235,156.5,0.00634920634920635,-0.177177773548785,-0.1892965227604
0.22,6799,0.0361251794498157,0.159419530160163,0.041834952022603,0.191309162897145,8249.5,6571.5,6824,0.0335993388044262,0.0696208980031852,0.0498717083420525,0.0643818421308248,7622,6715.5,6812,0.0697245182542419,0.229040428163348,0.0917066603646555,0.25569100502797,1292.25,0.0007732456988208,-0.159315909909106,-0.163984344663314
0.23,7108,0.0631476366331468,0.133521110118272,0.0975671818048814,0.151738797920799,7108,7108,7134,0.0339246629731901,0.171179581495852,0.0507084791443649,0.243738820310194,7609.5,7134,7121,0.097072299606337,0.304700691614123,0.148275660949246,0.395477618230993,237.75,0.00418848167539267,-0.207628392007787,-0.247201957281747
0.24,7417,0.0476913950658305,0.105753155523593,0.0656895919633685,0.10931195890202,7029.5,6905,7444,0.0404528563386932,0.0995820803130963,0.06749973575729,0.117294571372484,6872,7254.5,7430,0.0881442514045237,0.205335235836689,0.133189327720658,0.226606530274504,129,0.00769230769230769,-0.117190984432165,-0.0934172025538452
0.25,7726,0.0941292276209185,0.0866834656976227,0.161464892373414,0.0801752553819291,7726,7476,7754,0.0391361518524889,0.0758835032290726,0.0641130219034882,0.0754418707784648,8330.5,9113.5,7740,0.133265379473407,0.162566968926695,0.225577914276902,0.155617126160394,266.5,0.00373831775700935,-0.0293015894532879,0.0699607881165084
0.26,8035,0.0645089517922966,0.114841439596444,0.100374814313691,0.123198007440491,8272.5,8436,8064,0.0371255975647838,0.171143539640507,0.0589416473609586,0.243675168852335,7529,8064,8050,0.10163454935708,0.28598497923695,0.15931646167465,0.366873176292825,349.25,0.00285510349750178,-0.18435042987987,-0.207556714618176
0.27,8344,0.0578033829978903,0.142462737914487,0.0865449727735494,0.165400769377226,8229.5,8626,8374,0.0400144243240774,0.0651987231178232,0.0663720386973901,0.0565720921700889,7545.5,9307,8359,0.0978178073219677,0.20766146103231,0.15291701147094,0.221972861547314,1079,0.000925925925925926,-0.109843653710342,-0.0690558500763749
0.28,8653,0.0528871444800353,0.173839582458066,0.0764055197666409,0.213341654897933,8155,8653,8684,0.0613149638477709,0.245459824097008,0.121159451555914,0.374920905319557,8684,8684,8668,0.114202108327806,0.419299406555074,0.197564971322555,0.58826256021749,249,0.004,-0.305097298227268,-0.390697588894935
0.29,8962,0.147283934778282,0.148698365380873,0.271093351887869,0.174928225272308,8962,8723.5,8995,0.0246774210486344,0.152371904597825,0.026923520056369,0.210523658602751,7668,10254,8978,0.171961355826916,0.301070269978698,0.298016871944238,0.385451883875059,1173.75,0.000851244945733135,-0.129108914151782,-0.0874350119308211
0.3,9271,0.0706194291553825,0.184431145140799,0.112977314751326,0.229524572633752,9426,9271,9305,0.0142099528263523,0.126495392025991,0,0.164824630798401,9314.5,10216,9288,0.0848293819817348,0.310926537166791,0.112977314751326,0.394349203432153,373.25,0.00267201068804275,-0.226097155185056,-0.281371888680826
