"feature_id","gene_symbol","R8_1","R8_2","R8_3","R8_4","R8_5","ZT14_1","ZT14_2","ZT14_3","ZT14_4","ZT14_5"
"84483","Pank3",38,82,88,43,50,86,143,71,47,81
"82978","Pam16",224,374,382,164,114,182,468,191,247,286
"400560","Mrps35",32,30,56,21,13,13,51,18,18,21
"213004","Fam155a",41,62,55,44,35,27,78,36,44,36
"147728","Rgs16",26,65,45,34,30,47,108,31,47,76
"360617","Dnajc5",3,7,3,3,3,0,4,0,0,0
"145799","Lrrn2",246,388,460,220,266,348,360,308,246,381
"487143","LOC120093537",11,12,8,0,7,10,16,13,7,13
"256200","Cfap20",3,36,33,7,7,12,42,16,18,15
"443619","-",10,7,11,5,3,12,20,6,13,15
"9941","Rbm42",119,203,197,109,121,184,248,175,120,193
"278067","Vps45",11,18,9,15,7,16,18,10,8,18
"106376","LOC102551408",34,51,72,23,19,51,80,45,33,41
"209743","Dctn6",195,292,295,135,91,248,338,258,193,211
"531182","Ctdspl",52,57,55,20,21,60,69,58,44,64
"177682","Fdft1",138,261,226,90,166,81,214,117,111,220
"172081","Ppp3r1",869,1923,1743,892,505,702,2144,886,869,1543
"94640","-",4,13,14,7,3,13,8,9,11,8
"130100","Ptpn11",205,547,591,201,162,409,643,386,266,356
"415909","Trnp1",561,822,1031,394,617,536,889,819,415,800
"319892","Fyn",33,41,34,17,13,31,42,33,22,32
"578224","-",0,17,8,0,3,6,17,8,3,8
"522891","Pstpip1",4,3,0,6,0,0,12,6,0,0
"53906","Ahsp",6,15,16,0,9,6,19,10,8,0
"287298","LOC102550768",5,8,9,0,5,6,8,0,3,3
"335741","Napb",1091,1499,1810,968,1041,672,1366,1416,610,1038
"174367","Nkiras1",8,20,45,10,8,15,37,24,12,11
"391814","Gng12",16,32,26,11,9,12,33,14,19,14
"340459","Surf2",81,134,114,59,78,80,152,112,55,102
"473603","Nav3",55,147,164,56,43,51,158,85,80,100
"414735","Tekt2",21,30,34,20,19,9,13,17,7,20
"371105","Mrpl35",108,185,162,68,55,91,171,63,96,155
"229834","Camk1d",108,169,199,89,118,138,184,112,87,134
"69388","Sparc",429,635,828,417,426,575,843,614,392,630
"249611","Gins3",3,4,5,3,3,0,15,7,0,0
"21882","Eif3c",214,404,561,258,124,470,683,471,360,382
"413836","Nfyc",83,234,291,153,123,132,374,296,97,233
"327465","LOC108350393",10,0,15,0,3,5,8,3,5,12
"75767","Tom1l1",15,56,50,18,14,16,46,29,36,16
"469736","Oaz1",62,90,85,55,54,40,111,53,53,90
"250881","Cyld",22,36,117,18,20,38,82,57,34,25
"415574","-",22,67,56,8,24,22,51,36,38,53
"378334","Ndufa9",142,245,378,123,95,203,380,275,157,176
"435413","Syf2",145,183,203,100,60,102,313,117,123,172
"570224","Cdkl5",14,15,27,12,6,7,27,15,11,20
"543377","Ralbp1",14,58,88,15,20,53,40,25,38,21
"18661","Slco2b1",36,65,43,17,39,30,83,30,44,28
"119969","Taf6",51,109,146,92,61,117,188,142,84,136
"70423","Ncor1",7,13,19,9,4,6,21,5,8,4
"356825","Asxl1",63,88,98,46,30,54,101,71,39,55
"456926","Tmem18",3,17,15,8,7,9,37,9,13,5
"264442","Crhbp",7,16,16,0,10,15,8,0,6,8
"300278","Arhgef2",32,60,66,24,19,55,99,36,34,24
"554159","Ackr3",4,3,12,9,3,6,23,14,4,8
"216786","Wrnip1",47,60,151,52,56,73,123,110,67,65
"438792","Cript",55,105,79,55,52,45,102,56,57,140
"4387","LOC120099115",5,13,17,11,3,4,23,5,4,7
"293467","-",9,5,6,0,4,5,15,5,13,0
"436827","Fbxo2",185,382,499,151,138,334,487,297,221,266
"450761","Akt1",148,318,331,196,86,153,404,185,227,228
"356852","Mapre1",15,30,43,38,16,23,79,31,35,25
"458535","Nrcam",52,148,88,47,66,40,97,51,60,73
"515324","Arpp21",46,141,125,74,32,108,146,122,81,126
"396095","-",0,3,3,6,0,3,8,4,5,5
"524605","Rps27l",86,115,175,92,86,116,240,130,72,146
"537021","Rnf149",36,36,72,42,28,39,52,47,29,46
"223638","Gprin1",340,532,486,345,291,481,661,550,358,577
"329514","Mapk8ip1",377,606,1023,269,243,707,762,576,563,545
"432508","Eri3",34,40,69,25,35,76,149,52,38,59
"96772","Cog1",14,7,26,6,12,0,7,4,0,0
"7668","Nop53",385,470,462,285,296,345,523,462,285,375
"350053","Mettl15",6,11,6,0,5,0,0,3,3,0
"422809","Rmdn1",0,17,8,0,3,4,8,0,3,0
"292975","Tpd52",103,151,197,113,103,175,292,138,105,156
"507741","Elmod1",311,372,737,213,172,307,595,433,244,321
"398436","Dppa3",3,3,11,0,3,0,3,5,0,3
"579400","LOC363181",15,34,47,20,21,16,28,22,26,44
"500946","Gria4",14,18,31,14,15,8,58,10,8,8
"113994","Gap43",454,791,730,330,249,249,683,334,398,355
"39795","Zfp112",5,5,3,3,3,3,8,4,3,0
"194051","Appl1",63,139,166,86,41,108,183,150,76,155
"108381","-",13,35,17,8,17,11,28,16,18,17
"177728","-",6,17,13,12,3,7,5,10,7,13
"109085","Cggbp1",22,42,77,21,16,34,60,52,35,24
"234625","Sra1",0,0,6,3,0,3,4,0,0,4
