"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled","center_distance","center_agreement"
0.01,309,1,2163,0.492106274952919,0.203199174620672,1.32474194977613,0.389322079538696,1,2163,1,2163,1082,1082,0.284625274710851,0.322240805942394,2163,0.98226916266981,0.258200367342623,0,1
0.02,618,1,2472,0.451261383698167,0.132718125885489,1.32230925006483,0.413527188325783,1,2472,1,1794,1236.5,897.5,0.295243258115459,0.335439588071722,2472,0.898028974984503,0.150511913071836,339,0.00294117647058824
0.03,927,1,2781,0.498239186046571,0.209348507785607,1.28163583397976,0.391937503206812,1,2781,1,2781,1391,1391,0.301081990518786,0.342787515731426,2781,0.994917931358267,0.267595973611423,0,1
0.04,1236,1,3090,0.454194387057917,0.126453825848253,1.27128478739667,0.410036567804721,1,3090,1,3090,1545.5,1545.5,0.310893582045538,0.359971145315539,3090,0.904078122036112,0.140940648168656,0,1
0.05,1545,1,3399,0.483413683933305,0.178629181043882,1.24201925362427,0.380201553064675,1,3399,1,3399,1700,1700,0.318489460682371,0.365085656706285,3399,0.964341204571044,0.220659713830654,0,1
0.06,1854,1,3708,0.500703289543066,0.216211736161756,1.20899077201667,0.337650267126522,1,3708,1,3708,1854.5,1854.5,0.327527624928426,0.368788796575576,3708,1,0.278082345031801,0,1
0.07,2163,309,4017,0.215388145419838,0.076243799904251,1.10035714520098,0.318056732514449,309,3268,4017,3249,1788.5,3633,0.336957882749377,0.393068750040157,3709,0.4115542837293,0.0642244218945352,1844.5,0.000541858574911948
0.08,2472,618,4326,0.169664646109138,0.0541572836594332,1.04651078179553,0.316114646453137,618,3409,618,3351,2013.5,1984.5,0.35595044614484,0.406020986912898,3709,0.317252253653157,0.0304782896034623,29,0.0333333333333333
0.09,2781,927,4635,0.142226884479393,0.0589847830720964,1.01953862895878,0.314311392914217,927,3449,927,3372,2188,2149.5,0.368212153785281,0.417465645413302,3709,0.260663482858339,0.0378542574568367,38.5,0.0253164556962025
0.1,3090,1236,4944,0.159925163947257,0.109269447038916,0.955479612872692,0.244828792519535,1236,4944,1236,4944,3090,3090,0.383973132491984,0.426424081789346,3709,0.297165144101138,0.114684523653055,0,1
0.11,3399,1545,5253,0.0583268122375616,0.211908579107321,0.939290532755495,0.325469578652456,1997,4898,5253,1545,3447.5,3399,0.387729183437619,0.442707448003628,3709,0.0876245148174951,0.271507523289042,48.5,0.0202020202020202
0.12,3708,1854,5562,0.0527044470171629,0.0615972656931023,0.921114344439321,0.319981841129448,2074,5289,5562,4383,3681.5,4972.5,0.397222770018693,0.460013953748457,3709,0.0760287169869247,0.041845886700642,1291,0.000773993808049536
0.13,4017,2163,5871,0.0562035880833274,0.0979595960966033,0.923163711152807,0.333096672051056,2302,5014,2163,5871,3658,4017,0.402701967643922,0.468165496722097,3709,0.0832454897850839,0.0974041285983953,359,0.00277777777777778
0.14,4326,2472,6180,0.0548869026941669,0.0488110660964498,0.921285887868894,0.301246669799315,6180,5060,5403,6180,5620,5791.5,0.400532038463807,0.473525464883625,3709,0.0805299035539054,0.0223097689034345,171.5,0.00579710144927536
0.15,4635,2781,6489,0.0545830736802585,0.0512728763852968,0.914035019600007,0.292473034477689,2781,6489,5354,6489,4635,5921.5,0.406160672687046,0.479799992386303,3709,0.0799032740692963,0.0260711849077556,1286.5,0.000776699029126214
0.16,4944,3090,6798,0.0306352548153142,0.0973882447290372,0.899786001189655,0.265544904287966,5934,6798,5361,3090,6366,4225.5,0.401351566447909,0.476913348036025,3709,0.0305123051166746,0.0965311571156657,2140.5,0.000466962409526033
0.17,5254,3400,7108,0.0447934267863581,0.0751808265255085,0.886363963608877,0.280346739291726,5822,3400,5430,6494,4611,5962,0.400169636901141,0.482819108173924,3709,0.0597127027057573,0.0626002979329597,1351,0.000739644970414201
0.18,5563,3709,7417,0.0458127910719015,0.123697149546922,0.913184504578452,0.302325800689141,3709,4797,3709,7417,4253,5563,0.392216225401259,0.487063959653122,3709,0.0618150816348206,0.136728704459779,1310,0.0007627765064836
0.19,5872,4018,7726,0.0314839995723318,0.117350128398313,0.888066031794263,0.249397912752795,5861,7726,5310,7726,6793.5,6518,0.388893168258668,0.482182114228085,3709,0.0322627912957697,0.127031049430754,275.5,0.00361663652802893
0.2,6181,4327,8035,0.0494847156714442,0.148768047004761,0.872837853702976,0.215513916320263,5816,8035,5342,8035,6925.5,6688.5,0.377535817973952,0.484089738885725,3709,0.0693882103157739,0.175034692280139,237,0.00420168067226891
0.21,6490,4636,8344,0.0564417175173366,0.155341233678032,0.866020879775899,0.224377426729438,5556,4636,5375,8000,5096,6687.5,0.37270569744462,0.485937715403631,3709,0.0837366177474333,0.185077907090087,1591.5,0.000627943485086342
0.22,6799,4945,8653,0.0361251794498157,0.159419530160163,0.885769415962461,0.250808076749336,8653,7846,5089,8054,8249.5,6571.5,0.362135403612929,0.491139619257095,3709,0.041834952022603,0.191309162897145,1678,0.000595592614651578
0.23,7108,5254,8962,0.0631476366331468,0.133521110118272,0.858827557942084,0.227712376271902,5254,8962,5254,8962,7108,7108,0.36368441770119,0.484627621088122,3709,0.0975671818048814,0.151738797920799,0,1
0.24,7417,5563,9271,0.0476913950658305,0.105753155523593,0.892703119046544,0.199006186890373,5563,8496,5563,8247,7029.5,6905,0.353754540682549,0.488184650571785,3709,0.0656895919633685,0.10931195890202,124.5,0.00796812749003984
0.25,7726,5872,9580,0.0941292276209185,0.0866834656976227,0.860349222256003,0.180408746866788,5872,9580,6457,8495,7726,7476,0.352148861686527,0.493918843154251,3709,0.161464892373414,0.0801752553819291,250,0.00398406374501992
0.26,8035,6181,9889,0.0645089517922966,0.114841439596444,0.8432572288586,0.133023618217401,6950,9595,6983,9889,8272.5,8436,0.356615583606279,0.497239374744325,3709,0.100374814313691,0.123198007440491,163.5,0.0060790273556231
0.27,8344,6490,10198,0.0578033829978903,0.142462737914487,0.848674357560542,0.0901287894680085,6971,9488,7054,10198,8229.5,8626,0.351790270709809,0.503684234191804,3709,0.0865449727735494,0.165400769377226,396.5,0.00251572327044025
0.28,8653,6799,10507,0.0528871444800353,0.173839582458066,0.8539354158724,0.0594607081108422,6799,9511,6799,10507,8155,8653,0.359425806698429,0.512577289882054,3709,0.0764055197666409,0.213341654897933,498,0.00200400801603206
0.29,8962,7108,10816,0.147283934778282,0.148698365380873,0.784924918596146,0.0979599783043981,7108,10816,7108,10339,8962,8723.5,0.372457264070991,0.515200071977509,3709,0.271093351887869,0.174928225272308,238.5,0.00417536534446764
0.3,9271,7417,11125,0.0706194291553825,0.184431145140799,0.813090968769809,0.0513221742941967,8125,10727,7417,11125,9426,9271,0.377234077282831,0.520000445508751,3709,0.112977314751326,0.229524572633752,155,0.00641025641025641
0.31,9580,7726,11434,0.0865415268674585,0.105290213728706,0.819935929943846,0.0243111273830254,11434,10683,8872,10968,11058.5,9920,0.385063394121802,0.534464336190678,3709,0.145815705512204,0.108604627112788,1138.5,0.000877577885037297
0.32,9889,8035,11743,0.0756383117868466,0.156087782348534,0.8173666261818,-0.0237692630528285,11743,10744,8970,11743,11243.5,10356.5,0.393043699555158,0.541774184863604,3709,0.123328465209975,0.186218563675182,887,0.00112612612612613
0.33,10198,8344,12052,0.078801460148922,0.174536508960334,0.817917434482975,-0.0187545883890554,8344,10680,8344,12052,9512,10198,0.394144477389695,0.556217890768726,3709,0.129852272802845,0.214406493448386,686,0.00145560407569141
0.34,10507,8653,12361,0.0594549074243909,0.290291781264418,0.797935103442051,-0.0966089280302908,11631,10634,8653,12361,11132.5,10507,0.399647098691149,0.557255303940507,3709,0.0899511448401502,0.391269729336904,625.5,0.00159616919393456
0.35,10816,8962,12670,0.053338477459286,0.189479715397588,0.799268645959126,-0.0579363906974517,11720,10622,9401,11972,11171,10686.5,0.402749595047191,0.582855497096019,3709,0.0773363675106957,0.237238316072414,484.5,0.00205973223480947
0.36,11125,9271,12979,0.0640341542437762,0.214372967139407,0.801021924181358,-0.077388865191642,11673,10693,9271,12979,11183,11125,0.407985547774724,0.580309871911963,3709,0.0993955722745722,0.275272877844079,58,0.0169491525423729
0.37,11434,9580,13288,0.0820710189038482,0.126094486947697,0.818989036484923,-0.160927822289877,13288,10730,9580,13288,12009,11434,0.411724876778158,0.590131240318469,3709,0.13659554557704,0.140391611917711,575,0.00173611111111111
0.38,11743,9889,13597,0.119072947035869,0.120505135266663,0.831664150624645,-0.148472534611616,9889,10667,10275,12675,10278,11475,0.412187870239658,0.613337210053104,3709,0.212909847679558,0.131851605012197,1197,0.000834724540901503
0.39,12052,10198,13906,0.0720765088744949,0.227344757498195,0.795012412907004,-0.195900962714248,11614,10642,10198,13906,11128,12052,0.42187962455544,0.61232584550554,3709,0.115982456036804,0.295092560977784,924,0.00108108108108108
0.4,12361,10507,14215,0.139037018944504,0.224233253617859,0.735557489734328,-0.175790815364952,11496,10507,10507,14215,11001.5,12361,0.420324889359716,0.624829478261458,3709,0.254084572666756,0.290338473895597,1359.5,0.000735023888276369
0.41,12670,10816,14524,0.0414040877759184,0.201029224038626,0.812518319256962,-0.131772645319322,11548,14223,14524,13766,12885.5,14145,0.410406950168258,0.650923915646664,3709,0.0527223901942663,0.254884885688788,1259.5,0.000793335977786593
0.42,12979,11125,14833,0.0436531126768503,0.220212263075973,0.81223505670756,-0.117633738978018,11573,14195,14833,13975,12884,14404,0.411227718839214,0.671171744410124,3709,0.0573608718732056,0.284194776208576,1520,0.000657462195923734
0.43,13288,11434,15142,0.0348537164114643,0.133790329555764,0.8090664064318,-0.212111505883884,11434,14437,11434,15142,12935.5,13288,0.414080575189114,0.676023408757301,3709,0.0392126342321697,0.152150140056074,352.5,0.00282885431400283
0.44,13597,11743,15451,0.090199473339527,0.345251342537169,0.784671615030712,-0.367563322169334,11743,15451,11743,15451,13597,13597,0.413883610036741,0.668677532542506,3709,0.153360005126761,0.47524280163185,0,1
0.45,13906,12052,15760,0.0484368659448582,0.168537708084498,0.78237741011872,-0.345012323744912,13129,15665,12794,15576,14397,14185,0.415371912612595,0.667160013025926,3709,0.0672270818387006,0.205240886446365,212,0.00469483568075117
0.46,14215,12361,16069,0.0482744619878532,0.574788719126839,0.785873061994538,0.0483893199328822,13092,15525,16069,15219,14308.5,15644,0.405531115316146,0.699383332631661,3709,0.0668921332221501,0.825954457117957,1335.5,0.000748222970445193
0.47,14524,12670,16378,0.0441958450558185,0.144801734058513,0.781802536453347,-0.249442868514929,13360,15718,16061,15071,14539,15566,0.410478031660838,0.720351368343496,3709,0.0584802255074708,0.168974536848278,1027,0.000972762645914397
0.48,14833,12979,16687,0.117252424265975,0.393928864817736,0.770457780231832,-0.37169448986171,12979,16687,12979,16687,14833,14833,0.413550414378435,0.717083743251437,3709,0.209155126462047,0.5496175055586,0,1
0.49,15142,13288,16996,0.0607760325135543,0.321733623890086,0.759986355643576,-0.422634296315488,13288,16996,16005,16996,15142,16500.5,0.41537590263071,0.723752945493948,3709,0.0926758876916554,0.439309925851365,1358.5,0.000735564545788893
0.5,15452,13598,17306,0.0473913470939876,0.460922480765267,0.759712787155138,-0.351157997400809,14139,16614,17306,13598,15376.5,15452,0.41394326561639,0.727104073028328,3709,0.0650707606558006,0.65197748851667,75.5,0.0130718954248366
0.51,15761,13907,17615,0.0432207266843663,0.178059393923716,0.76861394799229,-0.286098454364776,13907,16600,14058,16805,15253.5,15431.5,0.407210693727958,0.768912501305482,3709,0.0564691011758088,0.219789132371734,178,0.00558659217877095
0.52,16070,14216,17924,0.082930608269574,0.418563416149097,0.731422885595139,-0.270043889285924,14216,17924,14216,17924,16070,16070,0.411160198147735,0.757571618374816,3709,0.138368398124238,0.587256797285033,0,1
0.53,16379,14525,18233,0.398796308887118,0.161833042120408,0.522102846664937,-0.300727236116345,14525,18233,18005,16913,16379,17459,0.413475838237453,0.750289250832799,3709,0.78982284165339,0.194996783570036,1080,0.000925069380203515
0.54,16688,14834,18542,0.184428559671088,0.26488085312988,0.632845659374633,-0.348364378598222,15470,18079,15891,18542,16774.5,17216.5,0.428843581190523,0.729537674067376,3709,0.347701957672962,0.352444206426822,442,0.00225733634311512
0.55,16997,15143,18851,0.217819654848859,0.437435155057191,0.624736537908246,-0.429638050155971,18851,18119,18851,15143,18485,16997,0.421933058769472,0.744641316801015,3709,0.416569129022481,0.616091050306016,1488,0.000671591672263264
0.56,17306,15452,19160,0.249475507932505,0.367903484087023,0.670078295172299,-0.132219000079573,19160,18123,19160,16740,18641.5,17950,0.416881951496698,0.785944307630449,3709,0.481857465536159,0.509853156517349,691.5,0.00144404332129964
