"Comparison","Analysis","PAS","Gene","Direction","Apeglm_LFC","Std_p","Std_BH","Strong_p","Strong_BH","Weak_p","Weak_BH","EmpP","HBFSS","HCp","Htau","Std","Strong","Weak","HBFSS_sig","Ovlp","Support"
"RT2_ZT8","NormEVS Rem","20307","-","downregulated",-1.75405141942426,5.89545884474393e-06,0.143613377457962,0.0260625409536354,1,0.986968729523182,0.987080974346283,4.36596581110393e-09,14.6637289625171,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","499596","Slc38a1","downregulated",-0.908605888493424,0.000140332002691351,0.999931476033651,0.75730448337497,1,0.621347758312515,0.633375702631303,8.07617980269626e-07,5.53594852465572,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","1473","Adgrg6","upregulated",3.36035165798218,0.000389323156760144,0.999931476033651,0.0072067934403383,1,0.996396603279831,NA,4.30347502056172e-06,18.0322542577929,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","242233","Ercc3","upregulated",0.991599992978974,0.000593636277127871,0.999931476033651,0.473851177212748,1,0.763074411393626,0.767767316387322,8.58229525335652e-06,5.02383878210242,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","562896","Chm","upregulated",1.01483263301854,0.000634959084041283,0.999931476033651,0.436889550190979,1,0.78155522490451,0.78530583270227,9.58047674104456e-06,5.09305212223976,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","540818","Scg2","upregulated",0.907077948184255,0.000675301199899415,0.999931476033651,0.632374508003376,1,0.683812745998312,0.692713891061992,1.05953951030635e-05,4.51260652239122,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","242431","Camk4","downregulated",-0.480546459205679,0.000910421286724626,0.999931476033651,1,1,0.0268265470056284,0.0870526399880058,1.72613143900602e-05,2.2888072907483,0.014565731311307,1.83666770557858,FALSE,FALSE,TRUE,TRUE,TRUE,"Weak+HBFSS"
"RT2_ZT8","NormEVS Rem","55611","Lto1","upregulated",0.676862626181109,0.000974781777514288,0.999931476033651,1,1,0.350870784971942,0.392814472698059,1.92976318011961e-05,3.19106613298128,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","572826","Pbdc1","downregulated",-1.4502227483137,0.0015347985630654,0.999931476033651,0.116643521659938,1,0.941678239170031,0.942535674398048,4.04605819237513e-05,6.37078194535108,0.014565731311307,1.83666770557858,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS"
"RT2_ZT8","NormEVS Rem","435391","Rsrp1","upregulated",0.430430286243934,0.00153796473080795,0.999931476033651,1,1,0.0147159767565653,0.0604366794014951,4.0596673993587e-05,1.89023871087015,0.014565731311307,1.83666770557858,FALSE,FALSE,TRUE,TRUE,TRUE,"Weak+HBFSS"
