"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","alpha_gene_wise","alpha_mu_ctrl","alpha_mu_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"1929",0.000487166833792009,0.00265749858790916,27951,25131,5,4.6,1.4360199878432,7.18009993921598,6.6056919440787,1.97131330207412,1.88793169313507,"Map3k5"
"1941",0.0174702525099567,0.00682585447698182,154,7136,17,18.2,1.08526758278292,18.4495489073097,19.7518700066492,2.91503992071934,2.98324817074587,"Map7"
"1946",0.00180756885172436,0.00469618654659452,21735,16031,11.6,35.4,1e-08,1.16e-07,3.54e-07,-15.96967564584,-14.8539689238126,"-"
"1955",0.00319629425628651,0.0082468723489429,16019,3731,57.4,85.4,0.173127023914421,9.93749117268776,14.7850478422915,2.29631459169706,2.69361638916607,"Pde7b"
"2081",0.00676879575993529,0.00255041527924191,6788,25462,1.2,2.8,5.68331739550929,6.81998087461114,15.913288707426,1.91985666754222,2.76715452792943,"Pde7b"
"2104",0.00629178642397202,0.00861932092144776,7426,3095,4,4.2,0.604265824297815,2.41706329719126,2.53791646205082,0.882553289707465,0.931343453876897,"LOC120098802"
"2155",0.00700815696931442,0.00397702437672205,6356,19734,8,13.4,0.237089670741282,1.89671736593026,3.17700158793318,0.64012468983181,1.15593785510884,"Ptprk"
"2159",0.00125121261131306,0.00420233305403178,24577,18582,8,35.6,0.0353389077967259,0.282711262373807,1.25806511756344,-1.26332917647052,0.229574919707634,"Ptprk"
"2181",0.00696102832323499,0.00318450952808972,6418,23147,0.8,6.6,4.52456733839674,3.61965387071739,29.8621444334185,1.28637840544227,3.39659160578886,"Ptprk"
"2244",0.00368261042649302,0.00587574227165598,14160,10560,1.2,5.2,0.550026001351487,0.660031201621785,2.86013520702774,-0.415468169894579,1.05086889889885,"-"
"2383",0.00338166350704745,0.0040882095874803,15330,19199,278.8,395.6,0.0680463917042438,18.9713340071432,26.9191525581989,2.94292910341136,3.29283802427355,"Epb41l2"
"2456",0.00394559350926517,0.00398372032266556,13074,19712,28.2,71.2,0.0329013698668121,0.927818630244101,2.34257753451702,-0.0749190068444294,0.851251833629433,"Med23"
"2485",0.00331182593465368,0.0122075811990858,15557,237,27.2,53.4,0.688708473735397,18.7328704856028,36.7770324974702,2.93027976075208,3.60487353341628,"Ccn2"
"2500",0.00278615819283009,0.00550603903539427,17511,12101,12,17,0.233346673825822,2.80016008590987,3.96689345503898,1.02967658908605,1.37798328335427,"Moxd1"
"2513",0.00129681094437613,0.00370757127815593,24405,20992,79,148,0.038488430243033,3.04058598919961,5.69628767596889,1.11205025644752,1.73981467774461,"Stx7"
"2515",0.00306750725920228,0.00651517854526667,16471,8093,3,6.4,2.03368231260577,6.10104693781731,13.0155668006769,1.80846038560305,2.56614608730056,"Stx7"
"2554",0.00713548040682199,0.00993620353142041,6144,1500,1.2,5.8,1.79451689974992,2.1534202796999,10.4081980185495,0.767057405880862,2.34259376663928,"-"
"2555",0.000699858465200396,0.00354868871398642,27063,21686,19.6,29.8,0.0391413499567829,0.767170459152946,1.16641222871213,-0.265046260907956,0.153932566366931,"Slc18b1"
"2563",0,0.00529718798096587,29917,13057,0,2.2,10,0,22,NA,3.09104245335832,"LOC100910237"
"2569",0.00865807252915993,0.00954290274768156,4155,1856,10.4,17.6,1.33696341077612,13.9044194720716,23.5305560296596,2.63220673723306,3.15829983312984,"-"
"2587",0.00713579212396728,0.000675165782055924,6143,30249,4.6,7,0.759866029673717,3.4953837364991,5.31906220771602,1.25144316550961,1.67129701106987,"-"
"2591",0.0220892563725477,0.0100363676169557,21,1412,15.8,39.6,2.82936966868519,44.7040407652261,112.043038879934,3.80006389496627,4.71888307319379,"LOC120098884"
"2598",0,0.00706038664929844,29918,6472,0,2.6,1e-08,0,2.6e-08,NA,-17.4651692989249,"Tbpl1"
"2605",0.00196263323949966,0.00119768789130165,21073,29303,6.6,14,0.164706697152256,1.08706420120489,2.30589376013159,0.0834806691409272,0.835468349723806,"Slc2a12"
