"feature_id","gene_symbol","rank","abs_loading","mu","alpha","alpha_mu","log_alpha_mu","log_mu","log_alpha"
"77636","Dusp3",1,0.0173353267621293,92.8,10,928,6.8330317327862,4.53044663979215,2.30258509299405
"352226","Eid1",2,0.0162684841860828,44.6,9.56395133126177,426.552229374275,6.05573481986613,3.79773385902602,2.25800096084011
"26551","Zfp91",3,0.015941035125452,27.8,2.39608948328643,66.6112876353629,4.19887404720001,3.32503602069659,0.873838026503417
"150481","Desi2",4,0.0156161100932821,23.6,3.16328810904621,74.6535993734905,4.31285873948042,3.16124671203156,1.15161202744886
"172544","Wdpcp",5,0.0155130118930175,23,1.73078991553122,39.808168057218,3.68407211880239,3.13549421592915,0.548577902873236
"178811","Dmtn",6,0.015373463066471,22.4,1.00035650852348,22.4079857909259,3.10941740385041,3.10906095886099,0.000356444989414646
"65490","Spsb3",7,0.0152428476357768,21.6,2.69502906202555,58.2126277397519,4.06410230267589,3.07269331469012,0.991408987985766
"228708","Wdr37",8,0.0152147178775346,21,1.86342871039545,39.1320029183045,3.66694062117109,3.04452243772342,0.622418183447665
"227759","Arhgap12",9,0.0150907696395543,23.6,1.90424165803588,44.9401031296468,3.80533056158425,3.16124671203156,0.644083849552687
"21877","Eif3c",10,0.0148596407452535,60.6,3.21171550058068,194.629959335189,5.27110011132053,4.10429489307527,1.16680521824526
"345924","Ubr3",11,0.0148207018005959,19.2,1.45134422624017,27.8658091438113,3.3274004585978,2.95491027903374,0.372490179564061
"63559","RGD1309748",12,0.0147471554708427,19,2.95215260828984,56.0908995575069,4.02697358114359,2.94443897916644,1.08253460197715
"334232","Adra1d",13,0.014734386375043,20.6,4.05459250049035,83.5246055101013,4.42514126521582,3.02529107579554,1.39985018942028
"465802","Slc24a4",14,0.0147012838335925,19,1.85300112025293,35.2070212848057,3.56124553103123,2.94443897916644,0.616806551864794
"331932","Gpr176",15,0.0146345552293486,18.4,0.806167104198194,14.8334747172468,2.69688643195844,2.91235066461494,-0.215464232656497
"165503","-",16,0.0146335317463596,19,1.82146295078722,34.6077960649572,3.54407897647944,2.94443897916644,0.599639997312997
"40965","LOC100912964",17,0.0146012025033217,20,2.88658952630171,57.7317905260343,4.05580798411299,2.99573227355399,1.060075710559
"548775","Ercc5",18,0.0145772172850032,19,2.19601856297985,41.7243526966171,3.73108495586536,2.94443897916644,0.786645976698919
"242898","Ube2d2",19,0.0144739360775381,18,2.60128126898594,46.823062841747,3.84637587730347,2.89037175789616,0.956004119407305
"364987","Fam133b",20,0.0144523567440196,17.6,3.83982010749915,67.5808338919851,4.21332442054096,2.86789890204411,1.34542551849685
"238783","RGD1308601",21,0.0144198162526335,17.4,1.61777153449902,28.149224700283,3.3375198124758,2.85647020622048,0.481049606255315
"313712","Fam229b",22,0.0143834468526296,18,1.82182474195523,32.7928453551942,3.4902103621816,2.89037175789616,0.59983860428544
"307204","Zzz3",23,0.0143793698676729,17.8,0.74741576951306,13.3040006973325,2.58806479430587,2.87919845729804,-0.291133662992166
"492952","Sdc2",24,0.0143616430314426,37.6,1.57928964141418,59.381290517173,4.08397920229536,3.62700405039585,0.45697515189951
"439579","-",25,0.0143452634010068,18.2,3.08248098690821,56.1011539617294,4.02715638204489,2.90142159408275,1.12573478796214
"195632","Nrg3",26,0.0142954664216965,17.6,1.56151233514292,27.4826170985154,3.31355369930108,2.86789890204411,0.445654797256976
"414480","LOC120093124",27,0.0142822873204316,17.6,2.55236348496155,44.9215973353233,3.80491868879553,2.86789890204411,0.93701978675142
"232906","Ccdc178",28,0.0142820882374136,21.8,2.27265681928965,49.5439186605143,3.90285952187182,3.08190996979504,0.82094955207678
"250450","Fto",29,0.0142137595159436,18.2,5.74475521472853,104.554544908059,4.64970889607336,2.90142159408275,1.74828730199061
"186647","Mapk1ip1l",30,0.0141836134147514,16.4,2.51735770174611,41.2846663086361,3.72049115520711,2.79728133483015,0.923209820376955
"449408","Ccdc88c",31,0.0141752272654862,44,0.804442090673737,35.3954519896444,3.56658333701732,3.78418963391826,-0.217606296900937
"320825","Ascc3",32,0.0140995762902401,17.2,0.97621039125923,16.7908187296588,2.82083223283439,2.84490938381941,-0.0240771509850156
"249166","Tmx3",33,0.0140963210458076,18.4,1.94789251580591,35.8412222908287,3.57909869162198,2.91235066461494,0.66674802700704
"9742","Zfp14",34,0.0140821508708688,16.4,2.88961827182922,47.3897396579993,3.85840574235815,2.79728133483015,1.06112440752799
"121741","Gtf2h3",35,0.0140697505614235,16.8,0.858550067395114,14.4236411322379,2.66886860568565,2.82137888640921,-0.152510280723565
"175397","Gnpnat1",36,0.0140596662475579,16.2,2.47026538414784,40.0182992231949,3.68933683008147,2.78501124223834,0.904325587843135
"420988","Sntg1",37,0.014047192987387,16.8,2.18612685375083,36.726931143014,3.60351030455803,2.82137888640921,0.782131418148816
"259229","Wwp2",38,0.0140438945197897,15.8,2.06194097037612,32.5786673319427,3.48365769785425,2.76000994003292,0.723647757821332
"277148","Cks1b",39,0.0140422278508833,18,1.02703198701191,18.4865757662144,2.91704483442563,2.89037175789616,0.0266730765294663
"55228","Pnpla2",40,0.0140252824142244,15.8,3.47643543699195,54.9276799044729,4.00601740915089,2.76000994003292,1.24600746911797
"279930","Ntng1",41,0.0140129015537164,16.2,0.795058737983156,12.8799515553271,2.55567195943677,2.78501124223834,-0.22933928280157
"26548","Zfp91",42,0.0139426031998644,15.4,1.60422369075242,24.7050448375872,3.20700746721561,2.73436750941958,0.472639957796023
"284711","-",43,0.0139277250175473,17,1.91566872445221,32.5663683156876,3.48328010910082,2.83321334405622,0.650066765044605
"178537","LOC120093073",44,0.0139222997779375,17,0.940647068947945,15.9910001721151,2.77202607474055,2.83321334405622,-0.0611872693156657
"365891","LOC100363521",45,0.0138950472292632,38.2,1.07097303269003,40.9111698487593,3.7114031272,3.64283551561253,0.0685676115874745
"572511","Ogt",46,0.0138835256471795,15.6,2.39769337327003,37.4040166230124,3.62177809499114,2.74727091425549,0.874507180735652
"44606","Otud7a",47,0.0138788431897276,15.2,0.70070298964419,10.6506854425917,2.3656242508911,2.72129542785223,-0.355671176961133
"474239","Rab21",48,0.0138708098574474,15.2,0.718925378709716,10.9276657563877,2.39129771637858,2.72129542785223,-0.32999771147365
"388202","Ssbp1",49,0.0138659981416775,53.4,0.980015166709636,52.3328099022945,3.9576235147632,3.97781074596615,-0.020187231202953
"412767","Cyp4x1",50,0.0138567450985712,16.2,2.81191872292214,45.5530833113386,3.81887831211404,2.78501124223834,1.0338670698757
"522121","Tmprss5",51,0.0138526141482126,15.6,1.54356916223754,24.0796789309056,3.18136828691758,2.74727091425549,0.434097372662085
"318009","Ctnna3",52,0.013820539454535,15.2,3.06069040483297,46.5224941534612,3.83993594086203,2.72129542785223,1.1186405130098
"1282","Ltv1",53,0.0137725698724989,15.8,0.846415088380291,13.3733583964086,2.59326454853219,2.76000994003292,-0.166745391500733
"509667","Trip4",54,0.0137723808965088,14.8,0.845383014809401,12.5116686191791,2.52666169841219,2.69462718077007,-0.167965482357879
"412822","Faah",55,0.0137480677126386,80.8,0.814545840943496,65.8153039482344,4.186852394088,4.39197696552705,-0.205124571439049
"393483","Lbx2",56,0.0137438088430344,15.2,3.13474507300671,47.648125109702,3.86384328220546,2.72129542785223,1.14254785435323
"303052","Lrif1",57,0.0137085659665979,14.8,0.91878392665385,13.598002114477,2.60992287860337,2.69462718077007,-0.0847043021666972
"312383","-",58,0.0137082876629584,16.6,1.01740340120574,16.8888964600153,2.82665639180034,2.8094026953625,0.0172536964378379
"579104","-",59,0.0136886000516564,15.2,1.78770272456369,27.1730814133681,3.30222682935088,2.72129542785223,0.580931401498654
"480268","Trappc9",60,0.0136409489947298,14.8,2.52678283683261,37.3963859851226,3.62157406833754,2.69462718077007,0.926946887567466
"441932","Lratd1",61,0.0136358047934242,14.6,2.23470954562536,32.6267593661303,3.48513279112005,2.68102152871429,0.804111262405758
"29793","Bloc1s2",62,0.0136010326110256,16.2,1.19773001438435,19.4032262330264,2.96543935291432,2.78501124223834,0.180428110675985
"295564","Hspa4l",63,0.0135859014181241,15,2.56693714560985,38.5040571841478,3.65076361714794,2.70805020110221,0.942713416045733
"417902","Prdm2",64,0.01356639139636,108.2,0.967688361366492,104.703880699854,4.65113618213568,4.68398136641238,-0.0328451842767
"223502","F12",65,0.0135206927997908,14,2.12216267495291,29.7102774493407,3.39149302801525,2.63905732961526,0.752435698399992
"533779","-",66,0.0134747205382238,28.4,1.4579297490388,41.4052048727019,3.72340659449182,3.34638914516716,0.377017449324663
"478369","Tnfrsf11b",67,0.0134711696639774,13.8,2.26061650210429,31.1965077290392,3.44030615678904,2.62466859216316,0.815637564625886
"131758","Ankle2",68,0.0134699496333517,21,3.09744915515056,65.0464322581618,4.17510135730778,3.04452243772342,1.13057891958436
"86225","Shroom1",69,0.0134548908904027,14,3.0868055131185,43.215277183659,3.76619407124533,2.63905732961526,1.12713674163007
"381768","LOC103692025",70,0.0134051424355088,13.6,4.89344038632413,66.5507892540082,4.19796540433516,2.61006979274201,1.58789561159315
"40443","-",71,0.013402477267853,14.6,0.838709700013138,12.2451616201918,2.50513088918937,2.68102152871429,-0.175890639524923
"374067","Magi1",72,0.0133802159003138,14.6,3.81584964573439,55.7114048277221,4.02018488051109,2.68102152871429,1.3391633517968
"572017","Heph",73,0.0133685702526096,36,0.651336476494687,23.4481131538087,3.15479002913086,3.58351893845611,-0.428728909325253
"315133","Trim39",74,0.013354493960129,30.4,0.66469518459245,20.2067336116105,3.00601589596879,3.41444260841218,-0.40842671244339
"109076","Zfp654",75,0.0133402014883733,32.6,1.36948879429718,44.645334694088,3.7987498157288,3.48431228837266,0.314437527356142
"557300","Usp9x",76,0.0133235241885074,15,2.77297031658678,41.5945547488018,3.72796926323816,2.70805020110221,1.01991906213595
"222360","Fancc",77,0.0133202751037782,13.6,1.42695402311771,19.4065747144009,2.96561191145887,2.61006979274201,0.355542118716863
"385579","Wnt16",78,0.0133011867412325,14,1.49731081303456,20.9623513824839,3.04272803743947,2.63905732961526,0.403670707824208
"424073","LOC688867",79,0.0132926090763421,25.4,2.60986485983753,66.2905674398733,4.19404761617855,3.23474917402449,0.959298442154057
"237035","Grpel2",80,0.0132904308503707,14.8,2.51662314678907,37.2460225724782,3.61754516254678,2.69462718077007,0.922917981776709
"332619","Tp53bp1",81,0.0132885067474985,26.6,0.602332800555748,16.0220524947829,2.77396605420641,3.28091121578765,-0.506945161581241
"225502","Nrn1",82,0.0132815129398322,14.2,2.09376910874362,29.7315213441595,3.39220780772093,2.65324196460721,0.738965843113712
"252067","Rnf150",83,0.0132740234247968,14.2,0.83639686635535,11.876835502246,2.47458990658639,2.65324196460721,-0.17865205802082
"226633","Zfp322a",84,0.013257123173106,13.4,0.830310145843864,11.1261559543078,2.40929872865964,2.59525470695687,-0.185955978297223
"482089","St13",85,0.0132512170822537,58.8,0.591289979570313,34.7678507987344,3.54869313216612,4.07414185490458,-0.525448722738464
"208507","Irf2",86,0.0132509962419957,25.8,0.773789910047773,19.9637796792325,2.99391961564347,3.25037449192757,-0.256454876284104
